PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection	
7.14	10.405	10.2	86.824	10.2	5.87	10.2	0.24	10.2	3.15	         	            	         	            
7.152	10.599	10.217	86.832	10.217	5.87	10.217	0.25	10.217	3.15	         	            	         	            
7.163	10.817	10.233	86.83	10.233	5.87	10.233	0.24	10.233	3.15	         	            	         	            
7.175	11.063	10.25	86.799	10.25	5.87	10.25	0.24	10.25	3.15	         	            	         	            
7.187	11.299	10.267	86.765	10.267	5.87	10.267	0.24	10.267	3.15	         	            	         	            
7.198	11.507	10.283	86.762	10.283	5.87	10.283	0.24	10.283	3.15	         	            	         	            
7.21	11.72	10.3	86.767	10.3	5.87	10.3	0.25	10.3	3.15	         	            	         	            
7.222	11.918	10.317	86.77	10.317	5.87	10.317	0.24	10.317	3.15	         	            	         	            
7.233	12.191	10.333	86.762	10.333	5.87	10.333	0.25	10.333	3.15	         	            	         	            
7.245	12.416	10.35	86.757	10.35	5.87	10.35	0.24	10.35	3.15	         	            	         	            
7.257	12.653	10.367	86.779	10.367	5.87	10.367	0.24	10.367	3.15	         	            	         	            
7.268	12.907	10.383	86.809	10.383	5.87	10.383	0.24	10.383	3.15	         	            	         	            
7.28	13.123	10.4	86.814	10.4	5.87	10.4	0.23	10.4	3.15	         	            	         	            
7.292	13.396	10.417	86.806	10.417	5.87	10.417	0.24	10.417	3.15	         	            	         	            
7.303	13.63	10.433	86.795	10.433	5.87	10.433	0.24	10.433	3.15	         	            	         	            
7.315	13.855	10.45	86.782	10.45	5.87	10.45	0.25	10.45	3.15	         	            	         	            
7.327	14.1	10.467	86.772	10.467	5.87	10.467	0.24	10.467	3.15	         	            	         	            
7.338	14.346	10.483	86.777	10.483	5.87	10.483	0.23	10.483	3.15	         	            	         	            
7.35	14.631	10.5	86.796	10.5	5.87	10.5	0.24	10.5	3.15	         	            	         	            
7.362	14.901	10.517	86.807	10.517	5.87	10.517	0.24	10.517	3.15	         	            	         	            
7.373	15.158	10.533	86.812	10.533	5.87	10.533	0.24	10.533	3.15	         	            	         	            
7.385	15.369	10.55	86.815	10.55	5.87	10.55	0.26	10.55	3.15	         	            	         	            
7.397	15.577	10.567	86.815	10.567	5.87	10.567	0.23	10.567	3.15	         	            	         	            
7.408	15.803	10.583	86.819	10.583	5.87	10.583	0.24	10.583	3.15	         	            	         	            
7.42	16.062	10.6	86.831	10.6	5.87	10.6	0.24	10.6	3.15	         	            	         	            
7.432	16.333	10.617	86.839	10.617	5.87	10.617	0.24	10.617	3.15	         	            	         	            
7.443	16.643	10.633	86.841	10.633	5.87	10.633	0.24	10.633	3.15	         	            	         	            
7.455	16.901	10.65	86.84	10.65	5.87	10.65	0.24	10.65	3.15	         	            	         	            
7.467	17.16	10.667	86.847	10.667	5.87	10.667	0.24	10.667	3.15	         	            	         	            
7.478	17.417	10.683	86.851	10.683	5.87	10.683	0.24	10.683	3.15	         	            	         	            
7.49	17.697	10.7	86.842	10.7	5.87	10.7	0.24	10.7	3.15	         	            	         	            
7.502	17.983	10.717	86.837	10.717	5.87	10.717	0.24	10.717	3.15	         	            	         	            
7.513	18.243	10.733	86.841	10.733	5.87	10.733	0.24	10.733	3.15	         	            	         	            
7.525	18.53	10.75	86.839	10.75	5.87	10.75	0.25	10.75	3.15	         	            	         	            
7.537	18.797	10.767	86.835	10.767	5.87	10.767	0.23	10.767	3.15	         	            	         	            
7.548	19.069	10.783	86.837	10.783	5.87	10.783	0.24	10.783	3.15	         	            	         	            
7.56	19.345	10.8	86.838	10.8	5.87	10.8	0.25	10.8	3.15	         	            	         	            
7.572	19.58	10.817	86.842	10.817	5.87	10.817	0.24	10.817	3.15	         	            	         	            
7.583	19.792	10.833	86.851	10.833	5.87	10.833	0.24	10.833	3.15	         	            	         	            
7.595	20.044	10.85	86.858	10.85	5.87	10.85	0.24	10.85	3.15	         	            	         	            
7.607	20.307	10.867	86.86	10.867	5.87	10.867	0.25	10.867	3.15	         	            	         	            
7.618	20.596	10.883	86.852	10.883	5.87	10.883	0.24	10.883	3.15	         	            	         	            
7.63	20.91	10.9	86.846	10.9	5.87	10.9	0.24	10.9	3.15	         	            	         	            
7.642	21.175	10.917	86.844	10.917	5.87	10.917	0.25	10.917	3.15	         	            	         	            
7.653	21.453	10.933	86.835	10.933	5.87	10.933	0.23	10.933	3.15	         	            	         	            
7.665	21.726	10.95	86.829	10.95	5.87	10.95	0.24	10.95	3.15	         	            	         	            
7.677	22.037	10.967	86.828	10.967	5.87	10.967	0.24	10.967	3.15	         	            	         	            
7.688	22.276	10.983	86.833	10.983	5.87	10.983	0.24	10.983	3.15	         	            	         	            
7.7	22.544	11	86.841	11	5.87	11	0.24	11	3.15	         	            	         	            
7.712	22.812	11.017	86.84	11.017	5.87	11.017	0.24	11.017	3.15	         	            	         	            
7.723	23.092	11.033	86.833	11.033	5.87	11.033	0.24	11.033	3.15	         	            	         	            
7.735	23.388	11.05	86.829	11.05	5.87	11.05	0.26	11.05	3.15	         	            	         	            
7.747	23.653	11.067	86.834	11.067	5.87	11.067	0.24	11.067	3.15	         	            	         	            
7.758	23.878	11.083	86.851	11.083	5.87	11.083	0.25	11.083	3.15	         	            	         	            
7.77	24.122	11.1	86.857	11.1	5.87	11.1	0.24	11.1	3.15	         	            	         	            
7.782	24.403	11.117	86.851	11.117	5.87	11.117	0.24	11.117	3.15	         	            	         	            
7.793	24.673	11.133	86.847	11.133	5.87	11.133	0.25	11.133	3.15	         	            	         	            
7.805	24.974	11.15	86.846	11.15	5.87	11.15	0.23	11.15	3.15	         	            	         	            
7.817	25.232	11.167	86.849	11.167	5.87	11.167	0.24	11.167	3.15	         	            	         	            
7.828	25.501	11.183	86.847	11.183	5.87	11.183	0.23	11.183	3.15	         	            	         	            
7.84	25.767	11.2	86.842	11.2	5.87	11.2	0.24	11.2	3.15	         	            	         	            
7.852	26.033	11.217	86.85	11.217	5.87	11.217	0.25	11.217	3.15	         	            	         	            
7.863	26.322	11.233	86.848	11.233	5.87	11.233	0.24	11.233	3.15	         	            	         	            
7.875	26.564	11.25	86.813	11.25	5.87	11.25	0.24	11.25	3.15	         	            	         	            
7.887	26.84	11.267	86.778	11.267	5.87	11.267	0.24	11.267	3.15	         	            	         	            
7.898	27.092	11.283	86.774	11.283	5.87	11.283	0.25	11.283	3.15	         	            	         	            
7.91	27.351	11.3	86.8	11.3	5.87	11.3	0.24	11.3	3.15	         	            	         	            
7.922	27.605	11.317	86.832	11.317	5.87	11.317	0.24	11.317	3.15	         	            	         	            
7.933	27.863	11.333	86.847	11.333	5.87	11.333	0.24	11.333	3.15	         	            	         	            
7.945	28.113	11.35	86.842	11.35	5.87	11.35	0.24	11.35	3.15	         	            	         	            
7.957	28.369	11.367	86.823	11.367	5.87	11.367	0.24	11.367	3.15	         	            	         	            
7.968	28.623	11.383	86.806	11.383	5.87	11.383	0.24	11.383	3.15	         	            	         	            
7.98	28.876	11.4	86.802	11.4	5.87	11.4	0.24	11.4	3.15	         	            	         	            
7.992	29.13	11.417	86.799	11.417	5.87	11.417	0.25	11.417	3.15	         	            	         	            
8.003	29.395	11.433	86.798	11.433	5.87	11.433	0.24	11.433	3.15	         	            	         	            
8.015	29.685	11.45	86.799	11.45	5.87	11.45	0.24	11.45	3.15	         	            	         	            
8.027	29.936	11.467	86.803	11.467	5.87	11.467	0.23	11.467	3.15	         	            	         	            
8.038	30.215	11.483	86.822	11.483	5.87	11.483	0.23	11.483	3.15	         	            	         	            
8.05	30.453	11.5	86.844	11.5	5.87	11.5	0.24	11.5	3.15	         	            	         	            
8.062	30.68	11.517	86.858	11.517	5.87	11.517	0.24	11.517	3.15	         	            	         	            
8.073	30.919	11.533	86.866	11.533	5.87	11.533	0.25	11.533	3.15	         	            	         	            
8.085	31.158	11.55	86.87	11.55	5.87	11.55	0.25	11.55	3.15	         	            	         	            
8.097	31.401	11.567	86.877	11.567	5.87	11.567	0.24	11.567	3.15	         	            	         	            
8.108	31.629	11.583	86.886	11.583	5.87	11.583	0.24	11.583	3.15	         	            	         	            
8.12	31.882	11.6	86.886	11.6	5.87	11.6	0.25	11.6	3.15	         	            	         	            
8.132	32.118	11.617	86.878	11.617	5.87	11.617	0.24	11.617	3.15	         	            	         	            
8.143	32.38	11.633	86.876	11.633	5.87	11.633	0.24	11.633	3.15	         	            	         	            
8.155	32.618	11.65	86.883	11.65	5.87	11.65	0.24	11.65	3.15	         	            	         	            
8.167	32.797	11.667	86.897	11.667	5.87	11.667	0.24	11.667	3.15	         	            	         	            
8.178	33.005	11.683	86.905	11.683	5.87	11.683	0.24	11.683	3.15	         	            	         	            
8.19	33.246	11.7	86.898	11.7	5.87	11.7	0.24	11.7	3.15	         	            	         	            
8.202	33.486	11.717	86.872	11.717	5.87	11.717	0.25	11.717	3.15	         	            	         	            
8.213	33.734	11.733	86.841	11.733	5.87	11.733	0.24	11.733	3.15	         	            	         	            
8.225	33.929	11.75	86.825	11.75	5.87	11.75	0.24	11.75	3.15	         	            	         	            
8.237	34.084	11.767	86.826	11.767	5.87	11.767	0.24	11.767	3.15	         	            	         	            
8.248	34.289	11.783	86.835	11.783	5.87	11.783	0.24	11.783	3.15	         	            	         	            
8.26	34.491	11.8	86.847	11.8	5.87	11.8	0.24	11.8	3.15	         	            	         	            
8.272	34.717	11.817	86.851	11.817	5.87	11.817	0.23	11.817	3.15	         	            	         	            
8.283	34.946	11.833	86.842	11.833	5.87	11.833	0.24	11.833	3.15	         	            	         	            
8.295	35.182	11.85	86.831	11.85	5.87	11.85	0.25	11.85	3.15	         	            	         	            
8.307	35.432	11.867	86.835	11.867	5.87	11.867	0.24	11.867	3.15	         	            	         	            
8.318	35.643	11.883	86.853	11.883	5.87	11.883	0.25	11.883	3.15	         	            	         	            
8.33	35.885	11.9	86.858	11.9	5.87	11.9	0.24	11.9	3.15	         	            	         	            
8.342	36.107	11.917	86.838	11.917	5.87	11.917	0.24	11.917	3.15	         	            	         	            
8.353	36.337	11.933	86.82	11.933	5.87	11.933	0.24	11.933	3.15	         	            	         	            
8.365	36.576	11.95	86.821	11.95	5.87	11.95	0.25	11.95	3.15	         	            	         	            
8.377	36.777	11.967	86.831	11.967	5.87	11.967	0.25	11.967	3.15	         	            	         	            
8.388	36.978	11.983	86.843	11.983	5.87	11.983	0.24	11.983	3.15	         	            	         	            
8.4	37.144	12	86.854	12	5.87	12	0.24	12	3.15	         	            	         	            
8.412	37.318	12.017	86.864	12.017	5.87	12.017	0.24	12.017	3.15	         	            	         	            
8.423	37.46	12.033	86.87	12.033	5.87	12.033	0.24	12.033	3.15	         	            	         	            
8.435	37.644	12.05	86.869	12.05	5.87	12.05	0.25	12.05	3.15	         	            	         	            
8.447	37.817	12.067	86.855	12.067	5.87	12.067	0.24	12.067	3.15	         	            	         	            
8.458	38.031	12.083	86.836	12.083	5.87	12.083	0.25	12.083	3.15	         	            	         	            
8.47	38.218	12.1	86.817	12.1	5.87	12.1	0.24	12.1	3.15	         	            	         	            
8.482	38.408	12.117	86.82	12.117	5.87	12.117	0.24	12.117	3.15	         	            	         	            
8.493	38.572	12.133	86.836	12.133	5.87	12.133	0.26	12.133	3.15	         	            	         	            
8.505	38.688	12.15	86.846	12.15	5.87	12.15	0.24	12.15	3.15	         	            	         	            
8.517	38.842	12.167	86.85	12.167	5.87	12.167	0.24	12.167	3.15	         	            	         	            
8.528	38.976	12.183	86.852	12.183	5.87	12.183	0.25	12.183	3.15	         	            	         	            
8.54	39.109	12.2	86.86	12.2	5.87	12.2	0.24	12.2	3.15	         	            	         	            
8.552	39.301	12.217	86.856	12.217	5.87	12.217	0.25	12.217	3.15	         	            	         	            
8.563	39.484	12.233	86.839	12.233	5.87	12.233	0.24	12.233	3.15	         	            	         	            
8.575	39.646	12.25	86.84	12.25	5.87	12.25	0.24	12.25	3.15	         	            	         	            
8.587	39.809	12.267	86.849	12.267	5.87	12.267	0.23	12.267	3.15	         	            	         	            
8.598	39.859	12.283	86.858	12.283	5.87	12.283	0.24	12.283	3.15	         	            	         	            
8.61	39.95	12.3	86.871	12.3	5.87	12.3	0.26	12.3	3.15	         	            	         	            
8.622	40.078	12.317	86.877	12.317	5.87	12.317	0.24	12.317	3.15	         	            	         	            
8.633	40.198	12.333	86.873	12.333	5.87	12.333	0.23	12.333	3.15	         	            	         	            
8.645	40.403	12.35	86.864	12.35	5.87	12.35	0.24	12.35	3.15	         	            	         	            
8.657	40.53	12.367	86.865	12.367	5.87	12.367	0.24	12.367	3.15	         	            	         	            
8.668	40.698	12.383	86.867	12.383	5.87	12.383	0.25	12.383	3.15	         	            	         	            
8.68	40.825	12.4	86.87	12.4	5.87	12.4	0.24	12.4	3.15	         	            	         	            
8.692	40.965	12.417	86.883	12.417	5.87	12.417	0.24	12.417	3.15	         	            	         	            
8.703	41.069	12.433	86.892	12.433	5.87	12.433	0.24	12.433	3.15	         	            	         	            
8.715	41.154	12.45	86.889	12.45	5.87	12.45	0.24	12.45	3.15	         	            	         	            
8.727	41.292	12.467	86.881	12.467	5.87	12.467	0.24	12.467	3.15	         	            	         	            
8.738	41.429	12.483	86.877	12.483	5.87	12.483	0.24	12.483	3.15	         	            	         	            
8.75	41.561	12.5	86.864	12.5	5.87	12.5	0.24	12.5	3.15	         	            	         	            
8.762	41.634	12.517	86.862	12.517	5.87	12.517	0.24	12.517	3.15	         	            	         	            
8.773	41.691	12.533	86.868	12.533	5.87	12.533	0.24	12.533	3.15	         	            	         	            
8.785	41.712	12.55	86.858	12.55	5.87	12.55	0.25	12.55	3.15	         	            	         	            
8.797	41.794	12.567	86.845	12.567	5.87	12.567	0.24	12.567	3.15	         	            	         	            
8.808	41.92	12.583	86.844	12.583	5.87	12.583	0.24	12.583	3.15	         	            	         	            
8.82	42.068	12.6	86.84	12.6	5.87	12.6	0.24	12.6	3.15	         	            	         	            
8.832	42.191	12.617	86.832	12.617	5.87	12.617	0.24	12.617	3.15	         	            	         	            
8.843	42.29	12.633	86.839	12.633	5.87	12.633	0.24	12.633	3.15	         	            	         	            
8.855	42.413	12.65	86.859	12.65	5.87	12.65	0.24	12.65	3.15	         	            	         	            
8.867	42.471	12.667	86.864	12.667	5.87	12.667	0.24	12.667	3.15	         	            	         	            
8.878	42.554	12.683	86.857	12.683	5.87	12.683	0.24	12.683	3.15	         	            	         	            
8.89	42.565	12.7	86.866	12.7	5.87	12.7	0.24	12.7	3.15	         	            	         	            
8.902	42.617	12.717	86.888	12.717	5.87	12.717	0.26	12.717	3.15	         	            	         	            
8.913	42.67	12.733	86.907	12.733	5.87	12.733	0.24	12.733	3.15	         	            	         	            
8.925	42.832	12.75	86.92	12.75	5.87	12.75	0.24	12.75	3.15	         	            	         	            
8.937	42.818	12.767	86.925	12.767	5.87	12.767	0.24	12.767	3.15	         	            	         	            
8.948	42.804	12.783	86.91	12.783	5.87	12.783	0.24	12.783	3.15	         	            	         	            
8.96	42.773	12.8	86.89	12.8	5.87	12.8	0.25	12.8	3.15	         	            	         	            
8.972	42.735	12.817	86.886	12.817	5.87	12.817	0.23	12.817	3.15	         	            	         	            
8.983	42.832	12.833	86.887	12.833	5.87	12.833	0.25	12.833	3.15	         	            	         	            
8.995	42.949	12.85	86.879	12.85	5.88	12.85	0.25	12.85	3.15	         	            	         	            
9.007	43.065	12.867	86.847	12.867	5.87	12.867	0.24	12.867	3.15	         	            	         	            
9.018	43.134	12.883	86.814	12.883	5.87	12.883	0.25	12.883	3.15	         	            	         	            
9.03	43.232	12.9	86.802	12.9	5.88	12.9	0.23	12.9	3.15	         	            	         	            
9.042	43.256	12.917	86.809	12.917	5.88	12.917	0.24	12.917	3.15	         	            	         	            
9.053	43.271	12.933	86.819	12.933	5.88	12.933	0.24	12.933	3.15	         	            	         	            
9.065	43.307	12.95	86.806	12.95	5.88	12.95	0.24	12.95	3.15	         	            	         	            
9.077	43.258	12.967	86.774	12.967	5.88	12.967	0.25	12.967	3.15	         	            	         	            
9.088	43.308	12.983	86.757	12.983	5.88	12.983	0.24	12.983	3.15	         	            	         	            
9.1	43.387	13	86.759	13	5.88	13	0.24	13	3.15	         	            	         	            
9.112	43.465	13.017	86.763	13.017	5.88	13.017	0.25	13.017	3.15	         	            	         	            
9.123	43.431	13.033	86.757	13.033	5.88	13.033	0.24	13.033	3.15	         	            	         	            
9.135	43.377	13.05	86.753	13.05	5.88	13.05	0.26	13.05	3.15	         	            	         	            
9.147	43.258	13.067	86.751	13.067	5.88	13.067	0.24	13.067	3.15	         	            	         	            
9.158	43.276	13.083	86.744	13.083	5.88	13.083	0.24	13.083	3.15	         	            	         	            
9.17	43.361	13.1	86.74	13.1	5.88	13.1	0.24	13.1	3.15	         	            	         	            
9.182	43.46	13.117	86.738	13.117	5.88	13.117	0.24	13.117	3.15	         	            	         	            
9.193	43.511	13.133	86.735	13.133	5.88	13.133	0.24	13.133	3.15	         	            	         	            
9.205	43.516	13.15	86.734	13.15	5.88	13.15	0.25	13.15	3.15	         	            	         	            
9.217	43.544	13.167	86.734	13.167	5.88	13.167	0.25	13.167	3.15	         	            	         	            
9.228	43.482	13.183	86.735	13.183	5.88	13.183	0.23	13.183	3.15	         	            	         	            
9.24	43.495	13.2	86.725	13.2	5.88	13.2	0.25	13.2	3.15	         	            	         	            
9.252	43.443	13.217	86.708	13.217	5.88	13.217	0.25	13.217	3.15	         	            	         	            
9.263	43.45	13.233	86.702	13.233	5.88	13.233	0.25	13.233	3.15	         	            	         	            
9.275	43.457	13.25	86.705	13.25	5.88	13.25	0.24	13.25	3.15	         	            	         	            
9.287	43.497	13.267	86.708	13.267	5.88	13.267	0.24	13.267	3.15	         	            	         	            
9.298	43.451	13.283	86.69	13.283	5.88	13.283	0.24	13.283	3.15	         	            	         	            
9.31	43.362	13.3	86.67	13.3	5.88	13.3	0.24	13.3	3.15	         	            	         	            
9.322	43.269	13.317	86.658	13.317	5.88	13.317	0.24	13.317	3.15	         	            	         	            
9.333	43.193	13.333	86.645	13.333	5.88	13.333	0.24	13.333	3.15	         	            	         	            
9.345	43.224	13.35	86.633	13.35	5.88	13.35	0.24	13.35	3.15	         	            	         	            
9.357	43.25	13.367	86.625	13.367	5.88	13.367	0.24	13.367	3.15	         	            	         	            
9.368	43.317	13.383	86.6	13.383	5.88	13.383	0.25	13.383	3.15	         	            	         	            
9.38	43.252	13.4	86.566	13.4	5.88	13.4	0.24	13.4	3.15	         	            	         	            
9.392	43.253	13.417	86.552	13.417	5.88	13.417	0.24	13.417	3.15	         	            	         	            
9.403	43.199	13.433	86.544	13.433	5.88	13.433	0.23	13.433	3.15	         	            	         	            
9.415	43.096	13.45	86.54	13.45	5.88	13.45	0.24	13.45	3.15	         	            	         	            
9.427	43.057	13.467	86.526	13.467	5.88	13.467	0.25	13.467	3.15	         	            	         	            
9.438	42.939	13.483	86.487	13.483	5.88	13.483	0.24	13.483	3.15	         	            	         	            
9.45	42.92	13.5	86.458	13.5	5.88	13.5	0.24	13.5	3.15	         	            	         	            
9.462	42.896	13.517	86.421	13.517	5.88	13.517	0.25	13.517	3.15	         	            	         	            
9.473	42.851	13.533	86.37	13.533	5.88	13.533	0.24	13.533	3.15	         	            	         	            
9.485	42.769	13.55	86.354	13.55	5.88	13.55	0.24	13.55	3.15	         	            	         	            
9.497	42.65	13.567	86.345	13.567	5.88	13.567	0.24	13.567	3.15	         	            	         	            
9.508	42.598	13.583	86.335	13.583	5.88	13.583	0.25	13.583	3.15	         	            	         	            
9.52	42.561	13.6	86.317	13.6	5.88	13.6	0.25	13.6	3.15	         	            	         	            
9.532	42.599	13.617	86.305	13.617	5.88	13.617	0.25	13.617	3.15	         	            	         	            
9.543	42.626	13.633	86.308	13.633	5.88	13.633	0.25	13.633	3.15	         	            	         	            
9.555	42.594	13.65	86.316	13.65	5.88	13.65	0.24	13.65	3.15	         	            	         	            
9.567	42.503	13.667	86.309	13.667	5.88	13.667	0.24	13.667	3.15	         	            	         	            
9.578	42.434	13.683	86.262	13.683	5.88	13.683	0.24	13.683	3.15	         	            	         	            
9.59	42.268	13.7	86.2	13.7	5.88	13.7	0.24	13.7	3.15	         	            	         	            
9.602	42.214	13.717	86.168	13.717	5.88	13.717	0.25	13.717	3.15	         	            	         	            
9.613	42.133	13.733	86.168	13.733	5.88	13.733	0.24	13.733	3.15	         	            	         	            
9.625	42.092	13.75	86.165	13.75	5.88	13.75	0.24	13.75	3.15	         	            	         	            
9.637	42.049	13.767	86.15	13.767	5.88	13.767	0.24	13.767	3.15	         	            	         	            
9.648	41.96	13.783	86.142	13.783	5.88	13.783	0.25	13.783	3.15	         	            	         	            
9.66	41.846	13.8	86.138	13.8	5.88	13.8	0.24	13.8	3.15	         	            	         	            
9.672	41.641	13.817	86.14	13.817	5.88	13.817	0.24	13.817	3.15	         	            	         	            
9.683	41.515	13.833	86.147	13.833	5.88	13.833	0.24	13.833	3.15	         	            	         	            
9.695	41.415	13.85	86.156	13.85	5.88	13.85	0.24	13.85	3.15	         	            	         	            
9.707	41.423	13.867	86.156	13.867	5.88	13.867	0.24	13.867	3.15	         	            	         	            
9.718	41.444	13.883	86.142	13.883	5.88	13.883	0.24	13.883	3.15	         	            	         	            
9.73	41.542	13.9	86.118	13.9	5.88	13.9	0.24	13.9	3.15	         	            	         	            
9.742	41.405	13.917	86.09	13.917	5.88	13.917	0.25	13.917	3.15	         	            	         	            
9.753	41.356	13.933	86.061	13.933	5.88	13.933	0.25	13.933	3.15	         	            	         	            
9.765	41.167	13.95	86.036	13.95	5.88	13.95	0.24	13.95	3.15	         	            	         	            
9.777	40.992	13.967	86.017	13.967	5.88	13.967	0.24	13.967	3.15	         	            	         	            
9.788	40.871	13.983	85.988	13.983	5.88	13.983	0.24	13.983	3.15	         	            	         	            
9.8	40.715	14	85.947	14	5.88	14	0.24	14	3.15	         	            	         	            
9.812	40.7	14.017	85.899	14.017	5.88	14.017	0.25	14.017	3.15	         	            	         	            
9.823	40.539	14.033	85.865	14.033	5.88	14.033	0.25	14.033	3.15	         	            	         	            
9.835	40.446	14.05	85.848	14.05	5.88	14.05	0.24	14.05	3.15	         	            	         	            
9.847	40.273	14.067	85.835	14.067	5.88	14.067	0.24	14.067	3.15	         	            	         	            
9.858	40.083	14.083	85.816	14.083	5.88	14.083	0.25	14.083	3.15	         	            	         	            
9.87	40.038	14.1	85.813	14.1	5.88	14.1	0.24	14.1	3.15	         	            	         	            
9.882	39.946	14.117	85.818	14.117	5.88	14.117	0.25	14.117	3.15	         	            	         	            
9.893	39.897	14.133	85.825	14.133	5.88	14.133	0.24	14.133	3.15	         	            	         	            
9.905	39.901	14.15	85.841	14.15	5.88	14.15	0.24	14.15	3.15	         	            	         	            
9.917	39.852	14.167	85.854	14.167	5.88	14.167	0.24	14.167	3.15	         	            	         	            
9.928	39.723	14.183	85.856	14.183	5.88	14.183	0.24	14.183	3.15	         	            	         	            
9.94	39.586	14.2	85.851	14.2	5.88	14.2	0.24	14.2	3.15	         	            	         	            
9.952	39.289	14.217	85.849	14.217	5.88	14.217	0.24	14.217	3.15	         	            	         	            
9.963	39.178	14.233	85.852	14.233	5.88	14.233	0.24	14.233	3.15	         	            	         	            
9.975	39.071	14.25	85.872	14.25	5.88	14.25	0.24	14.25	3.15	         	            	         	            
9.987	39.079	14.267	85.887	14.267	5.88	14.267	0.25	14.267	3.15	         	            	         	            
9.998	39.001	14.283	85.882	14.283	5.88	14.283	0.24	14.283	3.15	         	            	         	            
10.01	38.858	14.3	85.871	14.3	5.88	14.3	0.24	14.3	3.15	         	            	         	            
10.022	38.72	14.317	85.868	14.317	5.88	14.317	0.24	14.317	3.15	         	            	         	            
10.033	38.47	14.333	85.879	14.333	5.88	14.333	0.24	14.333	3.15	         	            	         	            
10.045	38.361	14.35	85.909	14.35	5.88	14.35	0.24	14.35	3.15	         	            	         	            
10.057	38.225	14.367	85.932	14.367	5.88	14.367	0.24	14.367	3.15	         	            	         	            
10.068	38.197	14.383	85.937	14.383	5.88	14.383	0.26	14.383	3.15	         	            	         	            
10.08	38.152	14.4	85.947	14.4	5.88	14.4	0.24	14.4	3.15	         	            	         	            
10.092	38.153	14.417	85.966	14.417	5.88	14.417	0.24	14.417	3.15	         	            	         	            
10.103	37.994	14.433	85.975	14.433	5.88	14.433	0.24	14.433	3.15	         	            	         	            
10.115	37.841	14.45	85.969	14.45	5.88	14.45	0.24	14.45	3.15	         	            	         	            
10.127	37.623	14.467	85.958	14.467	5.88	14.467	0.25	14.467	3.15	         	            	         	            
10.138	37.379	14.483	85.961	14.483	5.88	14.483	0.24	14.483	3.15	         	            	         	            
10.15	37.199	14.5	85.973	14.5	5.88	14.5	0.24	14.5	3.15	         	            	         	            
10.162	37.076	14.517	85.989	14.517	5.88	14.517	0.24	14.517	3.15	         	            	         	            
10.173	37.088	14.533	86.009	14.533	5.88	14.533	0.24	14.533	3.15	         	            	         	            
10.185	36.866	14.55	86.025	14.55	5.88	14.55	0.24	14.55	3.15	         	            	         	            
10.197	36.758	14.567	86.039	14.567	5.88	14.567	0.24	14.567	3.15	         	            	         	            
10.208	36.483	14.583	86.057	14.583	5.88	14.583	0.24	14.583	3.15	         	            	         	            
10.22	36.261	14.6	86.086	14.6	5.88	14.6	0.24	14.6	3.15	         	            	         	            
10.232	36.197	14.617	86.103	14.617	5.88	14.617	0.25	14.617	3.15	         	            	         	            
10.243	36.095	14.633	86.111	14.633	5.88	14.633	0.25	14.633	3.15	         	            	         	            
10.255	36.019	14.65	86.124	14.65	5.88	14.65	0.24	14.65	3.15	         	            	         	            
10.267	35.934	14.667	86.142	14.667	5.88	14.667	0.24	14.667	3.15	         	            	         	            
10.278	35.821	14.683	86.159	14.683	5.88	14.683	0.24	14.683	3.15	         	            	         	            
10.29	35.669	14.7	86.173	14.7	5.88	14.7	0.24	14.7	3.15	         	            	         	            
10.302	35.542	14.717	86.194	14.717	5.88	14.717	0.24	14.717	3.15	         	            	         	            
10.313	35.354	14.733	86.223	14.733	5.88	14.733	0.23	14.733	3.15	         	            	         	            
10.325	35.165	14.75	86.234	14.75	5.88	14.75	0.24	14.75	3.15	         	            	         	            
10.337	35.023	14.767	86.225	14.767	5.88	14.767	0.23	14.767	3.15	         	            	         	            
10.348	34.945	14.783	86.224	14.783	5.88	14.783	0.24	14.783	3.15	         	            	         	            
10.36	34.823	14.8	86.247	14.8	5.88	14.8	0.25	14.8	3.15	         	            	         	            
10.372	34.666	14.817	86.287	14.817	5.88	14.817	0.23	14.817	3.15	         	            	         	            
10.383	34.519	14.833	86.328	14.833	5.88	14.833	0.24	14.833	3.15	         	            	         	            
10.395	34.24	14.85	86.364	14.85	5.88	14.85	0.25	14.85	3.15	         	            	         	            
10.407	34.191	14.867	86.387	14.867	5.88	14.867	0.23	14.867	3.15	         	            	         	            
10.418	34.052	14.883	86.394	14.883	5.88	14.883	0.25	14.883	3.15	         	            	         	            
10.43	33.986	14.9	86.399	14.9	5.88	14.9	0.24	14.9	3.15	         	            	         	            
10.442	33.889	14.917	86.42	14.917	5.88	14.917	0.24	14.917	3.15	         	            	         	            
10.453	33.791	14.933	86.453	14.933	5.88	14.933	0.24	14.933	3.15	         	            	         	            
10.465	33.669	14.95	86.483	14.95	5.88	14.95	0.24	14.95	3.15	         	            	         	            
10.477	33.476	14.967	86.512	14.967	5.88	14.967	0.24	14.967	3.15	         	            	         	            
10.488	33.315	14.983	86.549	14.983	5.88	14.983	0.24	14.983	3.15	         	            	         	            
10.5	33.088	15	86.582	15	5.88	15	0.24	15	3.15	         	            	         	            
10.512	32.906	15.017	86.612	15.017	5.88	15.017	0.26	15.017	3.15	         	            	         	            
10.523	32.785	15.033	86.643	15.033	5.88	15.033	0.25	15.033	3.15	         	            	         	            
