PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection	
0.385	-0.143	0.55	87.116	0.55	5.87	0.55	0.23	0.55	3.15	         	            	         	            
0.397	-0.135	0.567	87.103	0.567	5.87	0.567	0.23	0.567	3.15	         	            	         	            
0.408	-0.141	0.583	87.101	0.583	5.87	0.583	0.24	0.583	3.15	         	            	         	            
0.42	-0.153	0.6	87.108	0.6	5.87	0.6	0.24	0.6	3.15	         	            	         	            
0.432	-0.163	0.617	87.123	0.617	5.87	0.617	0.24	0.617	3.15	         	            	         	            
0.443	-0.176	0.633	87.12	0.633	5.87	0.633	0.24	0.633	3.15	         	            	         	            
0.455	-0.167	0.65	87.112	0.65	5.87	0.65	0.23	0.65	3.15	         	            	         	            
0.467	-0.145	0.667	87.129	0.667	5.87	0.667	0.24	0.667	3.15	         	            	         	            
0.478	-0.132	0.683	87.147	0.683	5.87	0.683	0.24	0.683	3.15	         	            	         	            
0.49	-0.195	0.7	87.147	0.7	5.87	0.7	0.25	0.7	3.15	         	            	         	            
0.502	-0.208	0.717	87.147	0.717	5.87	0.717	0.24	0.717	3.15	         	            	         	            
0.513	-0.218	0.733	87.147	0.733	5.87	0.733	0.24	0.733	3.15	         	            	         	            
0.525	-0.227	0.75	87.141	0.75	5.87	0.75	0.24	0.75	3.15	         	            	         	            
0.537	-0.192	0.767	87.133	0.767	5.87	0.767	0.24	0.767	3.15	         	            	         	            
0.548	-0.202	0.783	87.114	0.783	5.87	0.783	0.24	0.783	3.15	         	            	         	            
0.56	-0.208	0.8	87.097	0.8	5.87	0.8	0.25	0.8	3.15	         	            	         	            
0.572	-0.176	0.817	87.086	0.817	5.87	0.817	0.24	0.817	3.15	         	            	         	            
0.583	-0.146	0.833	87.085	0.833	5.87	0.833	0.24	0.833	3.15	         	            	         	            
0.595	-0.129	0.85	87.086	0.85	5.87	0.85	0.24	0.85	3.15	         	            	         	            
0.607	-0.111	0.867	87.083	0.867	5.87	0.867	0.24	0.867	3.15	         	            	         	            
0.618	-0.128	0.883	87.087	0.883	5.87	0.883	0.24	0.883	3.15	         	            	         	            
0.63	-0.145	0.9	87.097	0.9	5.87	0.9	0.23	0.9	3.15	         	            	         	            
0.642	-0.154	0.917	87.107	0.917	5.87	0.917	0.24	0.917	3.15	         	            	         	            
0.653	-0.169	0.933	87.119	0.933	5.87	0.933	0.24	0.933	3.15	         	            	         	            
0.665	-0.16	0.95	87.137	0.95	5.87	0.95	0.24	0.95	3.15	         	            	         	            
0.677	-0.161	0.967	87.155	0.967	5.87	0.967	0.24	0.967	3.15	         	            	         	            
0.688	-0.145	0.983	87.163	0.983	5.87	0.983	0.24	0.983	3.15	         	            	         	            
0.7	-0.152	1	87.162	1	5.87	1	0.23	1	3.15	         	            	         	            
0.712	-0.168	1.017	87.16	1.017	5.87	1.017	0.24	1.017	3.15	         	            	         	            
0.723	-0.191	1.033	87.155	1.033	5.87	1.033	0.25	1.033	3.15	         	            	         	            
0.735	-0.195	1.05	87.144	1.05	5.87	1.05	0.25	1.05	3.15	         	            	         	            
0.747	-0.182	1.067	87.14	1.067	5.87	1.067	0.23	1.067	3.15	         	            	         	            
0.758	-0.162	1.083	87.141	1.083	5.87	1.083	0.24	1.083	3.15	         	            	         	            
0.77	-0.161	1.1	87.141	1.1	5.87	1.1	0.23	1.1	3.15	         	            	         	            
0.782	-0.172	1.117	87.141	1.117	5.87	1.117	0.23	1.117	3.15	         	            	         	            
0.793	-0.181	1.133	87.141	1.133	5.87	1.133	0.24	1.133	3.15	         	            	         	            
0.805	-0.191	1.15	87.14	1.15	5.87	1.15	0.24	1.15	3.15	         	            	         	            
0.817	-0.186	1.167	87.132	1.167	5.87	1.167	0.24	1.167	3.15	         	            	         	            
0.828	-0.182	1.183	87.12	1.183	5.87	1.183	0.24	1.183	3.15	         	            	         	            
0.84	-0.189	1.2	87.118	1.2	5.87	1.2	0.24	1.2	3.15	         	            	         	            
0.852	-0.179	1.217	87.123	1.217	5.87	1.217	0.25	1.217	3.15	         	            	         	            
0.863	-0.188	1.233	87.131	1.233	5.87	1.233	0.24	1.233	3.15	         	            	         	            
0.875	-0.176	1.25	87.14	1.25	5.87	1.25	0.24	1.25	3.15	         	            	         	            
0.887	-0.173	1.267	87.145	1.267	5.87	1.267	0.24	1.267	3.15	         	            	         	            
0.898	-0.193	1.283	87.152	1.283	5.87	1.283	0.24	1.283	3.15	         	            	         	            
0.91	-0.192	1.3	87.157	1.3	5.87	1.3	0.25	1.3	3.15	         	            	         	            
0.922	-0.192	1.317	87.155	1.317	5.87	1.317	0.23	1.317	3.15	         	            	         	            
0.933	-0.175	1.333	87.155	1.333	5.87	1.333	0.23	1.333	3.15	         	            	         	            
0.945	-0.158	1.35	87.16	1.35	5.87	1.35	0.24	1.35	3.15	         	            	         	            
0.957	-0.16	1.367	87.17	1.367	5.87	1.367	0.24	1.367	3.15	         	            	         	            
0.968	-0.16	1.383	87.177	1.383	5.87	1.383	0.25	1.383	3.15	         	            	         	            
0.98	-0.171	1.4	87.17	1.4	5.87	1.4	0.24	1.4	3.15	         	            	         	            
0.992	-0.166	1.417	87.158	1.417	5.87	1.417	0.24	1.417	3.15	         	            	         	            
1.003	-0.165	1.433	87.137	1.433	5.87	1.433	0.24	1.433	3.15	         	            	         	            
1.015	-0.183	1.45	87.12	1.45	5.87	1.45	0.24	1.45	3.15	         	            	         	            
1.027	-0.184	1.467	87.113	1.467	5.87	1.467	0.24	1.467	3.15	         	            	         	            
1.038	-0.186	1.483	87.097	1.483	5.87	1.483	0.24	1.483	3.15	         	            	         	            
1.05	-0.185	1.5	87.081	1.5	5.87	1.5	0.24	1.5	3.15	         	            	         	            
1.062	-0.187	1.517	87.075	1.517	5.87	1.517	0.24	1.517	3.15	         	            	         	            
1.073	-0.199	1.533	87.074	1.533	5.87	1.533	0.24	1.533	3.15	         	            	         	            
1.085	-0.215	1.55	87.077	1.55	5.87	1.55	0.24	1.55	3.15	         	            	         	            
1.097	-0.214	1.567	87.078	1.567	5.87	1.567	0.24	1.567	3.15	         	            	         	            
1.108	-0.206	1.583	87.076	1.583	5.87	1.583	0.24	1.583	3.15	         	            	         	            
1.12	-0.18	1.6	87.08	1.6	5.87	1.6	0.24	1.6	3.15	         	            	         	            
1.132	-0.168	1.617	87.089	1.617	5.87	1.617	0.24	1.617	3.15	         	            	         	            
1.143	-0.158	1.633	87.1	1.633	5.87	1.633	0.24	1.633	3.15	         	            	         	            
1.155	-0.155	1.65	87.117	1.65	5.87	1.65	0.24	1.65	3.15	         	            	         	            
1.167	-0.145	1.667	87.131	1.667	5.87	1.667	0.24	1.667	3.15	         	            	         	            
1.178	-0.133	1.683	87.146	1.683	5.87	1.683	0.24	1.683	3.15	         	            	         	            
1.19	-0.129	1.7	87.156	1.7	5.87	1.7	0.24	1.7	3.15	         	            	         	            
1.202	-0.144	1.717	87.156	1.717	5.87	1.717	0.25	1.717	3.15	         	            	         	            
1.213	-0.168	1.733	87.159	1.733	5.87	1.733	0.24	1.733	3.15	         	            	         	            
1.225	-0.205	1.75	87.161	1.75	5.87	1.75	0.24	1.75	3.15	         	            	         	            
1.237	-0.182	1.767	87.148	1.767	5.87	1.767	0.24	1.767	3.15	         	            	         	            
1.248	-0.17	1.783	87.127	1.783	5.87	1.783	0.25	1.783	3.15	         	            	         	            
1.26	-0.137	1.8	87.113	1.8	5.87	1.8	0.24	1.8	3.15	         	            	         	            
1.272	-0.114	1.817	87.112	1.817	5.87	1.817	0.23	1.817	3.15	         	            	         	            
1.283	-0.116	1.833	87.108	1.833	5.87	1.833	0.24	1.833	3.15	         	            	         	            
1.295	-0.107	1.85	87.099	1.85	5.87	1.85	0.24	1.85	3.15	         	            	         	            
1.307	-0.105	1.867	87.095	1.867	5.87	1.867	0.23	1.867	3.15	         	            	         	            
1.318	-0.11	1.883	87.085	1.883	5.87	1.883	0.24	1.883	3.15	         	            	         	            
1.33	-0.114	1.9	87.061	1.9	5.87	1.9	0.23	1.9	3.15	         	            	         	            
1.342	-0.117	1.917	87.06	1.917	5.87	1.917	0.24	1.917	3.15	         	            	         	            
1.353	-0.135	1.933	87.083	1.933	5.87	1.933	0.24	1.933	3.15	         	            	         	            
1.365	-0.149	1.95	87.109	1.95	5.87	1.95	0.23	1.95	3.15	         	            	         	            
1.377	-0.166	1.967	87.125	1.967	5.87	1.967	0.24	1.967	3.15	         	            	         	            
1.388	-0.187	1.983	87.121	1.983	5.87	1.983	0.23	1.983	3.15	         	            	         	            
1.4	-0.174	2	87.118	2	5.87	2	0.24	2	3.15	         	            	         	            
1.412	-0.163	2.017	87.124	2.017	5.87	2.017	0.24	2.017	3.15	         	            	         	            
1.423	-0.147	2.033	87.131	2.033	5.87	2.033	0.24	2.033	3.15	         	            	         	            
1.435	-0.143	2.05	87.133	2.05	5.87	2.05	0.25	2.05	3.15	         	            	         	            
1.447	-0.159	2.067	87.132	2.067	5.87	2.067	0.23	2.067	3.15	         	            	         	            
1.458	-0.162	2.083	87.132	2.083	5.87	2.083	0.24	2.083	3.15	         	            	         	            
1.47	-0.16	2.1	87.129	2.1	5.87	2.1	0.24	2.1	3.15	         	            	         	            
1.482	-0.136	2.117	87.126	2.117	5.87	2.117	0.25	2.117	3.15	         	            	         	            
1.493	-0.145	2.133	87.123	2.133	5.87	2.133	0.25	2.133	3.15	         	            	         	            
1.505	-0.146	2.15	87.114	2.15	5.87	2.15	0.24	2.15	3.15	         	            	         	            
1.517	-0.179	2.167	87.096	2.167	5.87	2.167	0.24	2.167	3.15	         	            	         	            
1.528	-0.168	2.183	87.088	2.183	5.87	2.183	0.24	2.183	3.15	         	            	         	            
1.54	-0.141	2.2	87.09	2.2	5.87	2.2	0.24	2.2	3.15	         	            	         	            
1.552	-0.136	2.217	87.097	2.217	5.87	2.217	0.24	2.217	3.15	         	            	         	            
1.563	-0.126	2.233	87.103	2.233	5.87	2.233	0.24	2.233	3.15	         	            	         	            
1.575	-0.152	2.25	87.107	2.25	5.87	2.25	0.24	2.25	3.15	         	            	         	            
1.587	-0.142	2.267	87.112	2.267	5.87	2.267	0.23	2.267	3.15	         	            	         	            
1.598	-0.135	2.283	87.112	2.283	5.87	2.283	0.25	2.283	3.15	         	            	         	            
1.61	-0.145	2.3	87.113	2.3	5.87	2.3	0.26	2.3	3.15	         	            	         	            
1.622	-0.163	2.317	87.122	2.317	5.87	2.317	0.22	2.317	3.15	         	            	         	            
1.633	-0.197	2.333	87.127	2.333	5.87	2.333	0.24	2.333	3.15	         	            	         	            
1.645	-0.19	2.35	87.126	2.35	5.87	2.35	0.25	2.35	3.15	         	            	         	            
1.657	-0.185	2.367	87.119	2.367	5.87	2.367	0.24	2.367	3.15	         	            	         	            
1.668	-0.166	2.383	87.105	2.383	5.87	2.383	0.24	2.383	3.15	         	            	         	            
1.68	-0.159	2.4	87.097	2.4	5.87	2.4	0.23	2.4	3.15	         	            	         	            
1.692	-0.159	2.417	87.101	2.417	5.87	2.417	0.24	2.417	3.15	         	            	         	            
1.703	-0.162	2.433	87.11	2.433	5.87	2.433	0.22	2.433	3.15	         	            	         	            
1.715	-0.175	2.45	87.109	2.45	5.87	2.45	0.23	2.45	3.15	         	            	         	            
1.727	-0.174	2.467	87.089	2.467	5.87	2.467	0.25	2.467	3.15	         	            	         	            
1.738	-0.183	2.483	87.071	2.483	5.87	2.483	0.24	2.483	3.15	         	            	         	            
1.75	-0.181	2.5	87.065	2.5	5.87	2.5	0.24	2.5	3.15	         	            	         	            
1.762	-0.176	2.517	87.067	2.517	5.87	2.517	0.23	2.517	3.15	         	            	         	            
1.773	-0.152	2.533	87.066	2.533	5.87	2.533	0.24	2.533	3.15	         	            	         	            
1.785	-0.129	2.55	87.062	2.55	5.87	2.55	0.24	2.55	3.15	         	            	         	            
1.797	-0.125	2.567	87.061	2.567	5.87	2.567	0.23	2.567	3.15	         	            	         	            
1.808	-0.129	2.583	87.07	2.583	5.87	2.583	0.25	2.583	3.15	         	            	         	            
1.82	-0.157	2.6	87.085	2.6	5.87	2.6	0.24	2.6	3.15	         	            	         	            
1.832	-0.167	2.617	87.102	2.617	5.87	2.617	0.24	2.617	3.15	         	            	         	            
1.843	-0.161	2.633	87.123	2.633	5.87	2.633	0.24	2.633	3.15	         	            	         	            
1.855	-0.163	2.65	87.141	2.65	5.87	2.65	0.24	2.65	3.15	         	            	         	            
1.867	-0.157	2.667	87.149	2.667	5.87	2.667	0.24	2.667	3.15	         	            	         	            
1.878	-0.179	2.683	87.156	2.683	5.87	2.683	0.24	2.683	3.15	         	            	         	            
1.89	-0.184	2.7	87.161	2.7	5.87	2.7	0.24	2.7	3.15	         	            	         	            
1.902	-0.193	2.717	87.169	2.717	5.87	2.717	0.25	2.717	3.15	         	            	         	            
1.913	-0.205	2.733	87.166	2.733	5.87	2.733	0.23	2.733	3.15	         	            	         	            
1.925	-0.181	2.75	87.147	2.75	5.87	2.75	0.24	2.75	3.15	         	            	         	            
1.937	-0.181	2.767	87.128	2.767	5.87	2.767	0.23	2.767	3.15	         	            	         	            
1.948	-0.16	2.783	87.117	2.783	5.87	2.783	0.24	2.783	3.15	         	            	         	            
1.96	-0.135	2.8	87.117	2.8	5.87	2.8	0.24	2.8	3.15	         	            	         	            
1.972	-0.128	2.817	87.124	2.817	5.87	2.817	0.24	2.817	3.15	         	            	         	            
1.983	-0.144	2.833	87.13	2.833	5.87	2.833	0.24	2.833	3.15	         	            	         	            
1.995	-0.166	2.85	87.129	2.85	5.87	2.85	0.24	2.85	3.15	         	            	         	            
2.007	-0.198	2.867	87.129	2.867	5.87	2.867	0.24	2.867	3.15	         	            	         	            
2.018	-0.215	2.883	87.13	2.883	5.87	2.883	0.24	2.883	3.15	         	            	         	            
2.03	-0.217	2.9	87.132	2.9	5.87	2.9	0.24	2.9	3.15	         	            	         	            
2.042	-0.214	2.917	87.133	2.917	5.87	2.917	0.24	2.917	3.15	         	            	         	            
2.053	-0.202	2.933	87.136	2.933	5.87	2.933	0.23	2.933	3.15	         	            	         	            
2.065	-0.195	2.95	87.149	2.95	5.87	2.95	0.24	2.95	3.15	         	            	         	            
2.077	-0.188	2.967	87.173	2.967	5.87	2.967	0.24	2.967	3.15	         	            	         	            
2.088	-0.201	2.983	87.185	2.983	5.87	2.983	0.24	2.983	3.15	         	            	         	            
2.1	-0.194	3	87.179	3	5.87	3	0.24	3	3.15	         	            	         	            
2.112	-0.182	3.017	87.165	3.017	5.87	3.017	0.24	3.017	3.15	         	            	         	            
2.123	-0.16	3.033	87.152	3.033	5.87	3.033	0.25	3.033	3.15	         	            	         	            
2.135	-0.131	3.05	87.144	3.05	5.87	3.05	0.24	3.05	3.15	         	            	         	            
2.147	-0.13	3.067	87.148	3.067	5.87	3.067	0.23	3.067	3.15	         	            	         	            
2.158	-0.137	3.083	87.161	3.083	5.87	3.083	0.24	3.083	3.15	         	            	         	            
2.17	-0.182	3.1	87.176	3.1	5.87	3.1	0.24	3.1	3.15	         	            	         	            
2.182	-0.192	3.117	87.182	3.117	5.87	3.117	0.24	3.117	3.15	         	            	         	            
2.193	-0.203	3.133	87.188	3.133	5.87	3.133	0.24	3.133	3.15	         	            	         	            
2.205	-0.175	3.15	87.19	3.15	5.87	3.15	0.24	3.15	3.15	         	            	         	            
2.217	-0.132	3.167	87.169	3.167	5.87	3.167	0.24	3.167	3.15	         	            	         	            
2.228	-0.119	3.183	87.126	3.183	5.87	3.183	0.24	3.183	3.15	         	            	         	            
2.24	-0.114	3.2	87.094	3.2	5.87	3.2	0.24	3.2	3.15	         	            	         	            
2.252	-0.142	3.217	87.09	3.217	5.87	3.217	0.24	3.217	3.15	         	            	         	            
2.263	-0.158	3.233	87.101	3.233	5.87	3.233	0.25	3.233	3.15	         	            	         	            
2.275	-0.165	3.25	87.119	3.25	5.87	3.25	0.24	3.25	3.15	         	            	         	            
2.287	-0.166	3.267	87.117	3.267	5.87	3.267	0.24	3.267	3.15	         	            	         	            
2.298	-0.169	3.283	87.108	3.283	5.87	3.283	0.24	3.283	3.15	         	            	         	            
2.31	-0.179	3.3	87.114	3.3	5.87	3.3	0.24	3.3	3.15	         	            	         	            
2.322	-0.179	3.317	87.121	3.317	5.87	3.317	0.23	3.317	3.15	         	            	         	            
2.333	-0.183	3.333	87.129	3.333	5.87	3.333	0.24	3.333	3.15	         	            	         	            
2.345	-0.189	3.35	87.142	3.35	5.87	3.35	0.24	3.35	3.15	         	            	         	            
2.357	-0.2	3.367	87.141	3.367	5.87	3.367	0.24	3.367	3.15	         	            	         	            
2.368	-0.203	3.383	87.118	3.383	5.87	3.383	0.24	3.383	3.15	         	            	         	            
2.38	-0.175	3.4	87.106	3.4	5.87	3.4	0.24	3.4	3.15	         	            	         	            
2.392	-0.165	3.417	87.104	3.417	5.87	3.417	0.24	3.417	3.15	         	            	         	            
2.403	-0.175	3.433	87.117	3.433	5.87	3.433	0.24	3.433	3.15	         	            	         	            
2.415	-0.206	3.45	87.13	3.45	5.87	3.45	0.24	3.45	3.15	         	            	         	            
2.427	-0.204	3.467	87.13	3.467	5.87	3.467	0.24	3.467	3.15	         	            	         	            
2.438	-0.191	3.483	87.109	3.483	5.87	3.483	0.24	3.483	3.15	         	            	         	            
2.45	-0.183	3.5	87.091	3.5	5.87	3.5	0.24	3.5	3.15	         	            	         	            
2.462	-0.175	3.517	87.088	3.517	5.87	3.517	0.24	3.517	3.15	         	            	         	            
2.473	-0.175	3.533	87.086	3.533	5.87	3.533	0.24	3.533	3.15	         	            	         	            
2.485	-0.195	3.55	87.073	3.55	5.87	3.55	0.24	3.55	3.15	         	            	         	            
2.497	-0.221	3.567	87.067	3.567	5.87	3.567	0.24	3.567	3.15	         	            	         	            
2.508	-0.237	3.583	87.073	3.583	5.87	3.583	0.25	3.583	3.15	         	            	         	            
2.52	-0.245	3.6	87.074	3.6	5.87	3.6	0.23	3.6	3.15	         	            	         	            
2.532	-0.224	3.617	87.077	3.617	5.87	3.617	0.24	3.617	3.15	         	            	         	            
2.543	-0.199	3.633	87.084	3.633	5.87	3.633	0.25	3.633	3.15	         	            	         	            
2.555	-0.191	3.65	87.082	3.65	5.87	3.65	0.24	3.65	3.15	         	            	         	            
2.567	-0.171	3.667	87.079	3.667	5.87	3.667	0.25	3.667	3.15	         	            	         	            
2.578	-0.181	3.683	87.089	3.683	5.87	3.683	0.24	3.683	3.15	         	            	         	            
2.59	-0.184	3.7	87.105	3.7	5.87	3.7	0.24	3.7	3.15	         	            	         	            
2.602	-0.198	3.717	87.114	3.717	5.87	3.717	0.25	3.717	3.15	         	            	         	            
2.613	-0.206	3.733	87.128	3.733	5.87	3.733	0.24	3.733	3.15	         	            	         	            
2.625	-0.212	3.75	87.144	3.75	5.87	3.75	0.24	3.75	3.15	         	            	         	            
2.637	-0.208	3.767	87.147	3.767	5.87	3.767	0.24	3.767	3.15	         	            	         	            
2.648	-0.193	3.783	87.145	3.783	5.87	3.783	0.24	3.783	3.15	         	            	         	            
2.66	-0.169	3.8	87.153	3.8	5.87	3.8	0.24	3.8	3.15	         	            	         	            
2.672	-0.139	3.817	87.165	3.817	5.87	3.817	0.24	3.817	3.15	         	            	         	            
2.683	-0.116	3.833	87.16	3.833	5.87	3.833	0.24	3.833	3.15	         	            	         	            
2.695	-0.106	3.85	87.149	3.85	5.87	3.85	0.25	3.85	3.15	         	            	         	            
2.707	-0.104	3.867	87.145	3.867	5.87	3.867	0.23	3.867	3.15	         	            	         	            
2.718	-0.113	3.883	87.149	3.883	5.87	3.883	0.25	3.883	3.15	         	            	         	            
2.73	-0.127	3.9	87.15	3.9	5.87	3.9	0.24	3.9	3.15	         	            	         	            
2.742	-0.123	3.917	87.116	3.917	5.87	3.917	0.24	3.917	3.15	         	            	         	            
2.753	-0.121	3.933	87.09	3.933	5.87	3.933	0.24	3.933	3.15	         	            	         	            
2.765	-0.114	3.95	87.09	3.95	5.87	3.95	0.24	3.95	3.15	         	            	         	            
2.777	-0.11	3.967	87.096	3.967	5.87	3.967	0.24	3.967	3.15	         	            	         	            
2.788	-0.117	3.983	87.104	3.983	5.87	3.983	0.23	3.983	3.15	         	            	         	            
2.8	-0.116	4	87.11	4	5.87	4	0.24	4	3.15	         	            	         	            
2.812	-0.112	4.017	87.118	4.017	5.87	4.017	0.24	4.017	3.15	         	            	         	            
2.823	-0.118	4.033	87.125	4.033	5.87	4.033	0.24	4.033	3.15	         	            	         	            
2.835	-0.148	4.05	87.136	4.05	5.87	4.05	0.24	4.05	3.15	         	            	         	            
2.847	-0.162	4.067	87.138	4.067	5.87	4.067	0.24	4.067	3.15	         	            	         	            
2.858	-0.168	4.083	87.131	4.083	5.87	4.083	0.25	4.083	3.15	         	            	         	            
2.87	-0.147	4.1	87.142	4.1	5.87	4.1	0.24	4.1	3.15	         	            	         	            
2.882	-0.129	4.117	87.15	4.117	5.87	4.117	0.24	4.117	3.15	         	            	         	            
2.893	-0.117	4.133	87.148	4.133	5.87	4.133	0.24	4.133	3.15	         	            	         	            
2.905	-0.122	4.15	87.143	4.15	5.87	4.15	0.24	4.15	3.15	         	            	         	            
2.917	-0.129	4.167	87.135	4.167	5.87	4.167	0.24	4.167	3.15	         	            	         	            
2.928	-0.119	4.183	87.108	4.183	5.87	4.183	0.24	4.183	3.15	         	            	         	            
2.94	-0.138	4.2	87.084	4.2	5.87	4.2	0.24	4.2	3.15	         	            	         	            
2.952	-0.131	4.217	87.08	4.217	5.87	4.217	0.25	4.217	3.15	         	            	         	            
2.963	-0.135	4.233	87.086	4.233	5.87	4.233	0.24	4.233	3.15	         	            	         	            
2.975	-0.116	4.25	87.095	4.25	5.87	4.25	0.25	4.25	3.15	         	            	         	            
2.987	-0.091	4.267	87.095	4.267	5.87	4.267	0.24	4.267	3.15	         	            	         	            
2.998	-0.105	4.283	87.087	4.283	5.87	4.283	0.25	4.283	3.15	         	            	         	            
3.01	-0.089	4.3	87.072	4.3	5.87	4.3	0.25	4.3	3.15	         	            	         	            
3.022	-0.091	4.317	87.061	4.317	5.87	4.317	0.24	4.317	3.15	         	            	         	            
3.033	-0.074	4.333	87.059	4.333	5.87	4.333	0.24	4.333	3.15	         	            	         	            
3.045	-0.06	4.35	87.064	4.35	5.87	4.35	0.24	4.35	3.15	         	            	         	            
3.057	-0.076	4.367	87.081	4.367	5.87	4.367	0.24	4.367	3.15	         	            	         	            
3.068	-0.071	4.383	87.098	4.383	5.87	4.383	0.24	4.383	3.15	         	            	         	            
3.08	-0.091	4.4	87.099	4.4	5.87	4.4	0.23	4.4	3.15	         	            	         	            
3.092	-0.115	4.417	87.094	4.417	5.87	4.417	0.24	4.417	3.15	         	            	         	            
3.103	-0.123	4.433	87.09	4.433	5.87	4.433	0.24	4.433	3.15	         	            	         	            
3.115	-0.14	4.45	87.087	4.45	5.87	4.45	0.24	4.45	3.15	         	            	         	            
3.127	-0.134	4.467	87.094	4.467	5.87	4.467	0.24	4.467	3.15	         	            	         	            
3.138	-0.124	4.483	87.095	4.483	5.87	4.483	0.23	4.483	3.15	         	            	         	            
3.15	-0.133	4.5	87.09	4.5	5.87	4.5	0.24	4.5	3.15	         	            	         	            
3.162	-0.129	4.517	87.086	4.517	5.87	4.517	0.24	4.517	3.15	         	            	         	            
3.173	-0.11	4.533	87.082	4.533	5.87	4.533	0.24	4.533	3.15	         	            	         	            
3.185	-0.072	4.55	87.088	4.55	5.87	4.55	0.25	4.55	3.15	         	            	         	            
3.197	-0.075	4.567	87.102	4.567	5.87	4.567	0.24	4.567	3.15	         	            	         	            
