PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection	
Pulse Inj 141cmhr TF21JUN2016A003:PulseInjection_UV1_280nm		Pulse Inj 141cmhr TF21JUN2016A003:PulseInjection_Cond		Pulse Inj 141cmhr TF21JUN2016A003:PulseInjection_pH		Pulse Inj 141cmhr TF21JUN2016A003:PulseInjection_Pressure		Pulse Inj 141cmhr TF21JUN2016A003:PulseInjection_Flow		Pulse Inj 141cmhr TF21JUN2016A003:PulseInjection_Inject		Pulse Inj 141cmhr TF21JUN2016A003:PulseInjection_Logbook	
min	 mAU	min	 mS/cm	min	 	min	 MPa	min	 ml/min	min	(Injections)	min	(Set Marks)
3.473	1.283	4.342	86.93	8.683	5.75	4.342	0.3	4.342	4.72	         	            	         	            
3.48	1.266	4.35	86.91	8.7	5.76	4.35	0.31	4.35	4.72	         	            	         	            
3.487	1.25	4.358	86.91	8.717	5.76	4.358	0.31	4.358	4.72	         	            	         	            
3.493	1.227	4.367	86.885	8.733	5.76	4.367	0.31	4.367	4.72	         	            	         	            
3.5	1.204	4.375	86.885	8.75	5.76	4.375	0.3	4.375	4.72	         	            	         	            
3.507	1.168	4.383	86.875	8.767	5.76	4.383	0.3	4.383	4.72	         	            	         	            
3.513	1.138	4.392	86.875	8.783	5.76	4.392	0.31	4.392	4.72	         	            	         	            
3.52	1.102	4.4	86.874	8.8	5.76	4.4	0.31	4.4	4.72	         	            	         	            
3.527	1.075	4.408	86.874	8.817	5.76	4.408	0.3	4.408	4.72	         	            	         	            
3.533	1.048	4.417	86.885	8.833	5.76	4.417	0.3	4.417	4.72	         	            	         	            
3.54	1.026	4.425	86.885	8.85	5.76	4.425	0.3	4.425	4.72	         	            	         	            
3.547	1.008	4.433	86.904	8.867	5.76	4.433	0.29	4.433	4.72	         	            	         	            
3.553	0.994	4.442	86.904	8.883	5.76	4.442	0.3	4.442	4.72	         	            	         	            
3.56	0.979	4.45	86.911	8.9	5.76	4.45	0.3	4.45	4.72	         	            	         	            
3.567	0.955	4.458	86.911	8.917	5.76	4.458	0.29	4.458	4.72	         	            	         	            
3.573	0.926	4.467	86.916	8.933	5.76	4.467	0.29	4.467	4.72	         	            	         	            
3.58	0.884	4.475	86.916	8.95	5.76	4.475	0.3	4.475	4.72	         	            	         	            
3.587	0.847	4.483	86.925	8.967	5.76	4.483	0.3	4.483	4.72	         	            	         	            
3.593	0.8	4.492	86.925	8.983	5.76	4.492	0.3	4.492	4.72	         	            	         	            
3.6	0.771	4.5	86.934	9	5.76	4.5	0.3	4.5	4.72	         	            	         	            
3.607	0.753	4.508	86.934	9.017	5.76	4.508	0.3	4.508	4.72	         	            	         	            
3.613	0.736	4.517	86.933	9.033	5.76	4.517	0.31	4.517	4.72	         	            	         	            
3.62	0.724	4.525	86.933	9.05	5.76	4.525	0.3	4.525	4.72	         	            	         	            
3.627	0.711	4.533	86.917	9.067	5.76	4.533	0.3	4.533	4.72	         	            	         	            
3.633	0.708	4.542	86.917	9.083	5.76	4.542	0.3	4.542	4.72	         	            	         	            
3.64	0.698	4.55	86.906	9.1	5.76	4.55	0.3	4.55	4.72	         	            	         	            
3.647	0.671	4.558	86.906	9.117	5.76	4.558	0.3	4.558	4.72	         	            	         	            
3.653	0.636	4.567	86.909	9.133	5.76	4.567	0.3	4.567	4.72	         	            	         	            
3.66	0.609	4.575	86.909	9.15	5.76	4.575	0.3	4.575	4.72	         	            	         	            
3.667	0.587	4.583	86.913	9.167	5.76	4.583	0.3	4.583	4.72	         	            	         	            
3.673	0.571	4.592	86.913	9.183	5.76	4.592	0.3	4.592	4.72	         	            	         	            
3.68	0.562	4.6	86.915	9.2	5.76	4.6	0.31	4.6	4.72	         	            	         	            
3.687	0.56	4.608	86.915	9.217	5.76	4.608	0.31	4.608	4.72	         	            	         	            
3.693	0.563	4.617	86.913	9.233	5.76	4.617	0.3	4.617	4.72	         	            	         	            
3.7	0.569	4.625	86.913	9.25	5.76	4.625	0.3	4.625	4.72	         	            	         	            
3.707	0.57	4.633	86.906	9.267	5.76	4.633	0.3	4.633	4.72	         	            	         	            
3.713	0.566	4.642	86.906	9.283	5.76	4.642	0.29	4.642	4.72	         	            	         	            
3.72	0.565	4.65	86.894	9.3	5.76	4.65	0.3	4.65	4.72	         	            	         	            
3.727	0.564	4.658	86.894	9.317	5.76	4.658	0.31	4.658	4.72	         	            	         	            
3.733	0.555	4.667	86.885	9.333	5.76	4.667	0.31	4.667	4.72	         	            	         	            
3.74	0.545	4.675	86.885	9.35	5.76	4.675	0.31	4.675	4.72	         	            	         	            
3.747	0.551	4.683	86.886	9.367	5.76	4.683	0.3	4.683	4.72	         	            	         	            
3.753	0.557	4.692	86.886	9.383	5.76	4.692	0.3	4.692	4.72	         	            	         	            
3.76	0.546	4.7	86.897	9.4	5.76	4.7	0.3	4.7	4.72	         	            	         	            
3.767	0.534	4.708	86.897	9.417	5.76	4.708	0.3	4.708	4.72	         	            	         	            
3.773	0.525	4.717	86.904	9.433	5.76	4.717	0.3	4.717	4.72	         	            	         	            
3.78	0.53	4.725	86.904	9.45	5.76	4.725	0.3	4.725	4.72	         	            	         	            
3.787	0.531	4.733	86.891	9.467	5.76	4.733	0.3	4.733	4.72	         	            	         	            
3.793	0.527	4.742	86.891	9.483	5.76	4.742	0.3	4.742	4.72	         	            	         	            
3.8	0.538	4.75	86.872	9.5	5.76	4.75	0.3	4.75	4.72	         	            	         	            
3.807	0.543	4.758	86.872	9.517	5.76	4.758	0.29	4.758	4.72	         	            	         	            
3.813	0.544	4.767	86.86	9.533	5.76	4.767	0.3	4.767	4.72	         	            	         	            
3.82	0.556	4.775	86.86	9.55	5.76	4.775	0.3	4.775	4.72	         	            	         	            
3.827	0.559	4.783	86.847	9.567	5.76	4.783	0.3	4.783	4.72	         	            	         	            
3.833	0.568	4.792	86.847	9.583	5.76	4.792	0.3	4.792	4.72	         	            	         	            
3.84	0.576	4.8	86.835	9.6	5.76	4.8	0.3	4.8	4.72	         	            	         	            
3.847	0.593	4.808	86.835	9.617	5.76	4.808	0.29	4.808	4.72	         	            	         	            
3.853	0.621	4.817	86.835	9.633	5.76	4.817	0.3	4.817	4.72	         	            	         	            
3.86	0.642	4.825	86.835	9.65	5.76	4.825	0.3	4.825	4.72	         	            	         	            
3.867	0.654	4.833	86.835	9.667	5.76	4.833	0.3	4.833	4.72	         	            	         	            
3.873	0.658	4.842	86.835	9.683	5.76	4.842	0.3	4.842	4.72	         	            	         	            
3.88	0.664	4.85	86.834	9.7	5.76	4.85	0.3	4.85	4.72	         	            	         	            
3.887	0.667	4.858	86.834	9.717	5.76	4.858	0.3	4.858	4.72	         	            	         	            
3.893	0.669	4.867	86.852	9.733	5.76	4.867	0.31	4.867	4.72	         	            	         	            
3.9	0.671	4.875	86.852	9.75	5.76	4.875	0.31	4.875	4.72	         	            	         	            
3.907	0.681	4.883	86.876	9.767	5.76	4.883	0.3	4.883	4.72	         	            	         	            
3.913	0.717	4.892	86.876	9.783	5.76	4.892	0.3	4.892	4.72	         	            	         	            
3.92	0.763	4.9	86.887	9.8	5.76	4.9	0.31	4.9	4.72	         	            	         	            
3.927	0.786	4.908	86.887	9.817	5.76	4.908	0.3	4.908	4.72	         	            	         	            
3.933	0.802	4.917	86.891	9.833	5.76	4.917	0.3	4.917	4.72	         	            	         	            
3.94	0.82	4.925	86.891	9.85	5.76	4.925	0.3	4.925	4.72	         	            	         	            
3.947	0.839	4.933	86.894	9.867	5.76	4.933	0.3	4.933	4.72	         	            	         	            
3.953	0.864	4.942	86.894	9.883	5.76	4.942	0.3	4.942	4.72	         	            	         	            
3.96	0.872	4.95	86.894	9.9	5.76	4.95	0.3	4.95	4.72	         	            	         	            
3.967	0.896	4.958	86.894	9.917	5.76	4.958	0.3	4.958	4.72	         	            	         	            
3.973	0.927	4.967	86.885	9.933	5.76	4.967	0.3	4.967	4.72	         	            	         	            
3.98	0.953	4.975	86.885	9.95	5.76	4.975	0.3	4.975	4.72	         	            	         	            
3.987	1	4.983	86.873	9.967	5.76	4.983	0.31	4.983	4.72	         	            	         	            
3.993	1.03	4.992	86.873	9.983	5.76	4.992	0.32	4.992	4.72	         	            	         	            
4	1.063	5	86.861	10	5.76	5	0.3	5	4.72	         	            	         	            
4.007	1.083	5.008	86.861	10.017	5.76	5.008	0.3	5.008	4.72	         	            	         	            
4.013	1.114	5.017	86.858	10.033	5.76	5.017	0.3	5.017	4.72	         	            	         	            
4.02	1.162	5.025	86.858	10.05	5.76	5.025	0.3	5.025	4.72	         	            	         	            
4.027	1.21	5.033	86.853	10.067	5.76	5.033	0.31	5.033	4.72	         	            	         	            
4.033	1.254	5.042	86.853	10.083	5.76	5.042	0.31	5.042	4.72	         	            	         	            
4.04	1.302	5.05	86.837	10.1	5.76	5.05	0.3	5.05	4.72	         	            	         	            
4.047	1.355	5.058	86.837	10.117	5.76	5.058	0.3	5.058	4.72	         	            	         	            
4.053	1.402	5.067	86.825	10.133	5.76	5.067	0.3	5.067	4.72	         	            	         	            
4.06	1.458	5.075	86.825	10.15	5.76	5.075	0.3	5.075	4.72	         	            	         	            
4.067	1.494	5.083	86.815	10.167	5.76	5.083	0.3	5.083	4.72	         	            	         	            
4.073	1.535	5.092	86.815	10.183	5.76	5.092	0.3	5.092	4.72	         	            	         	            
4.08	1.572	5.1	86.808	10.2	5.76	5.1	0.31	5.1	4.72	         	            	         	            
4.087	1.614	5.108	86.808	10.217	5.76	5.108	0.31	5.108	4.72	         	            	         	            
4.093	1.67	5.117	86.807	10.233	5.76	5.117	0.3	5.117	4.72	         	            	         	            
4.1	1.73	5.125	86.807	10.25	5.76	5.125	0.3	5.125	4.72	         	            	         	            
4.107	1.798	5.133	86.81	10.267	5.76	5.133	0.3	5.133	4.72	         	            	         	            
4.113	1.856	5.142	86.81	10.283	5.76	5.142	0.3	5.142	4.72	         	            	         	            
4.12	1.921	5.15	86.821	10.3	5.76	5.15	0.3	5.15	4.72	         	            	         	            
4.127	1.975	5.158	86.821	10.317	5.76	5.158	0.3	5.158	4.72	         	            	         	            
4.133	2.038	5.167	86.831	10.333	5.76	5.167	0.3	5.167	4.72	         	            	         	            
4.14	2.091	5.175	86.831	10.35	5.76	5.175	0.29	5.175	4.72	         	            	         	            
4.147	2.155	5.183	86.838	10.367	5.76	5.183	0.3	5.183	4.72	         	            	         	            
4.153	2.221	5.192	86.838	10.383	5.76	5.192	0.3	5.192	4.72	         	            	         	            
4.16	2.284	5.2	86.839	10.4	5.76	5.2	0.3	5.2	4.72	         	            	         	            
4.167	2.361	5.208	86.839	10.417	5.76	5.208	0.3	5.208	4.72	         	            	         	            
4.173	2.422	5.217	86.838	10.433	5.76	5.217	0.3	5.217	4.72	         	            	         	            
4.18	2.508	5.225	86.838	10.45	5.76	5.225	0.3	5.225	4.72	         	            	         	            
4.187	2.569	5.233	86.834	10.467	5.76	5.233	0.3	5.233	4.72	         	            	         	            
4.193	2.63	5.242	86.834	10.483	5.76	5.242	0.31	5.242	4.72	         	            	         	            
4.2	2.714	5.25	86.819	10.5	5.76	5.25	0.3	5.25	4.72	         	            	         	            
4.207	2.807	5.258	86.819	10.517	5.76	5.258	0.31	5.258	4.72	         	            	         	            
4.213	2.9	5.267	86.8	10.533	5.76	5.267	0.31	5.267	4.72	         	            	         	            
4.22	2.976	5.275	86.8	10.55	5.76	5.275	0.3	5.275	4.72	         	            	         	            
4.227	3.069	5.283	86.782	10.567	5.76	5.283	0.3	5.283	4.72	         	            	         	            
4.233	3.16	5.292	86.782	10.583	5.76	5.292	0.3	5.292	4.72	         	            	         	            
4.24	3.288	5.3	86.776	10.6	5.76	5.3	0.3	5.3	4.72	         	            	         	            
4.247	3.384	5.308	86.776	10.617	5.76	5.308	0.3	5.308	4.72	         	            	         	            
4.253	3.507	5.317	86.779	10.633	5.76	5.317	0.3	5.317	4.72	         	            	         	            
4.26	3.634	5.325	86.779	10.65	5.76	5.325	0.3	5.325	4.72	         	            	         	            
4.267	3.761	5.333	86.787	10.667	5.76	5.333	0.3	5.333	4.72	         	            	         	            
4.273	3.891	5.342	86.787	10.683	5.76	5.342	0.3	5.342	4.72	         	            	         	            
4.28	4.002	5.35	86.799	10.7	5.76	5.35	0.3	5.35	4.72	         	            	         	            
4.287	4.121	5.358	86.799	10.717	5.76	5.358	0.3	5.358	4.72	         	            	         	            
4.293	4.207	5.367	86.8	10.733	5.76	5.367	0.31	5.367	4.72	         	            	         	            
4.3	4.317	5.375	86.8	10.75	5.76	5.375	0.3	5.375	4.72	         	            	         	            
4.307	4.407	5.383	86.796	10.767	5.76	5.383	0.29	5.383	4.72	         	            	         	            
4.313	4.51	5.392	86.796	10.783	5.76	5.392	0.3	5.392	4.72	         	            	         	            
4.32	4.608	5.4	86.797	10.8	5.76	5.4	0.31	5.4	4.72	         	            	         	            
4.327	4.715	5.408	86.797	10.817	5.76	5.408	0.3	5.408	4.72	         	            	         	            
4.333	4.83	5.417	86.807	10.833	5.76	5.417	0.3	5.417	4.72	         	            	         	            
4.34	4.936	5.425	86.807	10.85	5.76	5.425	0.3	5.425	4.72	         	            	         	            
4.347	5.059	5.433	86.812	10.867	5.76	5.433	0.3	5.433	4.72	         	            	         	            
4.353	5.173	5.442	86.812	10.883	5.76	5.442	0.3	5.442	4.72	         	            	         	            
4.36	5.315	5.45	86.805	10.9	5.76	5.45	0.31	5.45	4.72	         	            	         	            
4.367	5.431	5.458	86.805	10.917	5.76	5.458	0.31	5.458	4.72	         	            	         	            
4.373	5.576	5.467	86.801	10.933	5.76	5.467	0.31	5.467	4.72	         	            	         	            
4.38	5.7	5.475	86.801	10.95	5.76	5.475	0.3	5.475	4.72	         	            	         	            
4.387	5.811	5.483	86.796	10.967	5.76	5.483	0.3	5.483	4.72	         	            	         	            
4.393	5.938	5.492	86.796	10.983	5.76	5.492	0.31	5.492	4.72	         	            	         	            
4.4	6.052	5.5	86.782	11	5.76	5.5	0.31	5.5	4.72	         	            	         	            
4.407	6.183	5.508	86.782	11.017	5.76	5.508	0.3	5.508	4.72	         	            	         	            
4.413	6.292	5.517	86.774	11.033	5.76	5.517	0.3	5.517	4.72	         	            	         	            
4.42	6.454	5.525	86.774	11.05	5.76	5.525	0.3	5.525	4.72	         	            	         	            
4.427	6.605	5.533	86.772	11.067	5.76	5.533	0.29	5.533	4.72	         	            	         	            
4.433	6.756	5.542	86.772	11.083	5.76	5.542	0.3	5.542	4.72	         	            	         	            
4.44	6.895	5.55	86.769	11.1	5.76	5.55	0.3	5.55	4.72	         	            	         	            
4.447	7.042	5.558	86.769	11.117	5.76	5.558	0.3	5.558	4.72	         	            	         	            
4.453	7.182	5.567	86.769	11.133	5.76	5.567	0.3	5.567	4.72	         	            	         	            
4.46	7.282	5.575	86.769	11.15	5.76	5.575	0.31	5.575	4.72	         	            	         	            
4.467	7.434	5.583	86.765	11.167	5.76	5.583	0.31	5.583	4.72	         	            	         	            
4.473	7.591	5.592	86.765	11.183	5.76	5.592	0.31	5.592	4.72	         	            	         	            
4.48	7.776	5.6	86.759	11.2	5.76	5.6	0.32	5.6	4.72	         	            	         	            
4.487	7.919	5.608	86.759	11.217	5.76	5.608	0.3	5.608	4.72	         	            	         	            
4.493	8.106	5.617	86.762	11.233	5.76	5.617	0.3	5.617	4.72	         	            	         	            
4.5	8.281	5.625	86.762	11.25	5.76	5.625	0.3	5.625	4.72	         	            	         	            
4.507	8.427	5.633	86.769	11.267	5.76	5.633	0.3	5.633	4.72	         	            	         	            
4.513	8.566	5.642	86.769	11.283	5.76	5.642	0.31	5.642	4.72	         	            	         	            
4.52	8.692	5.65	86.779	11.3	5.76	5.65	0.3	5.65	4.72	         	            	         	            
4.527	8.858	5.658	86.779	11.317	5.76	5.658	0.3	5.658	4.72	         	            	         	            
4.533	9.002	5.667	86.78	11.333	5.76	5.667	0.29	5.667	4.72	         	            	         	            
4.54	9.189	5.675	86.78	11.35	5.76	5.675	0.3	5.675	4.72	         	            	         	            
4.547	9.353	5.683	86.754	11.367	5.76	5.683	0.3	5.683	4.72	         	            	         	            
4.553	9.53	5.692	86.754	11.383	5.76	5.692	0.3	5.692	4.72	         	            	         	            
4.56	9.692	5.7	86.74	11.4	5.76	5.7	0.31	5.7	4.72	         	            	         	            
4.567	9.848	5.708	86.74	11.417	5.76	5.708	0.31	5.708	4.72	         	            	         	            
4.573	10.006	5.717	86.749	11.433	5.76	5.717	0.31	5.717	4.72	         	            	         	            
4.58	10.138	5.725	86.749	11.45	5.76	5.725	0.31	5.725	4.72	         	            	         	            
4.587	10.299	5.733	86.768	11.467	5.76	5.733	0.3	5.733	4.72	         	            	         	            
4.593	10.461	5.742	86.768	11.483	5.76	5.742	0.3	5.742	4.72	         	            	         	            
4.6	10.68	5.75	86.781	11.5	5.76	5.75	0.3	5.75	4.72	         	            	         	            
4.607	10.853	5.758	86.781	11.517	5.76	5.758	0.29	5.758	4.72	         	            	         	            
4.613	11.06	5.767	86.802	11.533	5.76	5.767	0.3	5.767	4.72	         	            	         	            
4.62	11.25	5.775	86.802	11.55	5.76	5.775	0.3	5.775	4.72	         	            	         	            
4.627	11.438	5.783	86.812	11.567	5.76	5.783	0.3	5.783	4.72	         	            	         	            
4.633	11.648	5.792	86.812	11.583	5.76	5.792	0.3	5.792	4.72	         	            	         	            
4.64	11.83	5.8	86.79	11.6	5.76	5.8	0.3	5.8	4.72	         	            	         	            
4.647	12.036	5.808	86.79	11.617	5.76	5.808	0.3	5.808	4.72	         	            	         	            
4.653	12.211	5.817	86.758	11.633	5.76	5.817	0.3	5.817	4.72	         	            	         	            
4.66	12.435	5.825	86.758	11.65	5.76	5.825	0.31	5.825	4.72	         	            	         	            
4.667	12.616	5.833	86.747	11.667	5.76	5.833	0.3	5.833	4.72	         	            	         	            
4.673	12.796	5.842	86.747	11.683	5.76	5.842	0.29	5.842	4.72	         	            	         	            
4.68	12.953	5.85	86.752	11.7	5.76	5.85	0.3	5.85	4.72	         	            	         	            
4.687	13.111	5.858	86.752	11.717	5.76	5.858	0.3	5.858	4.72	         	            	         	            
4.693	13.298	5.867	86.773	11.733	5.76	5.867	0.3	5.867	4.72	         	            	         	            
4.7	13.457	5.875	86.773	11.75	5.76	5.875	0.29	5.875	4.72	         	            	         	            
4.707	13.638	5.883	86.786	11.767	5.76	5.883	0.29	5.883	4.72	         	            	         	            
4.713	13.81	5.892	86.786	11.783	5.76	5.892	0.3	5.892	4.72	         	            	         	            
4.72	14.02	5.9	86.786	11.8	5.76	5.9	0.3	5.9	4.72	         	            	         	            
4.727	14.207	5.908	86.786	11.817	5.76	5.908	0.3	5.908	4.72	         	            	         	            
4.733	14.413	5.917	86.79	11.833	5.76	5.917	0.3	5.917	4.72	         	            	         	            
4.74	14.595	5.925	86.79	11.85	5.76	5.925	0.29	5.925	4.72	         	            	         	            
4.747	14.776	5.933	86.798	11.867	5.76	5.933	0.3	5.933	4.72	         	            	         	            
4.753	14.974	5.942	86.798	11.883	5.76	5.942	0.31	5.942	4.72	         	            	         	            
4.76	15.149	5.95	86.807	11.9	5.76	5.95	0.3	5.95	4.72	         	            	         	            
4.767	15.371	5.958	86.807	11.917	5.76	5.958	0.3	5.958	4.72	         	            	         	            
4.773	15.549	5.967	86.809	11.933	5.76	5.967	0.3	5.967	4.72	         	            	         	            
4.78	15.781	5.975	86.809	11.95	5.76	5.975	0.3	5.975	4.72	         	            	         	            
4.787	15.983	5.983	86.801	11.967	5.76	5.983	0.3	5.983	4.72	         	            	         	            
4.793	16.179	5.992	86.801	11.983	5.76	5.992	0.3	5.992	4.72	         	            	         	            
4.8	16.371	6	86.792	12	5.76	6	0.3	6	4.72	         	            	         	            
4.807	16.561	6.008	86.792	12.017	5.76	6.008	0.29	6.008	4.72	         	            	         	            
4.813	16.753	6.017	86.789	12.033	5.76	6.017	0.3	6.017	4.72	         	            	         	            
4.82	16.908	6.025	86.789	12.05	5.76	6.025	0.3	6.025	4.72	         	            	         	            
4.827	17.092	6.033	86.79	12.067	5.76	6.033	0.3	6.033	4.72	         	            	         	            
4.833	17.266	6.042	86.79	12.083	5.76	6.042	0.3	6.042	4.72	         	            	         	            
4.84	17.484	6.05	86.796	12.1	5.76	6.05	0.3	6.05	4.72	         	            	         	            
4.847	17.66	6.058	86.796	12.117	5.76	6.058	0.31	6.058	4.72	         	            	         	            
4.853	17.859	6.067	86.796	12.133	5.76	6.067	0.31	6.067	4.72	         	            	         	            
4.86	18.057	6.075	86.796	12.15	5.76	6.075	0.31	6.075	4.72	         	            	         	            
4.867	18.259	6.083	86.785	12.167	5.76	6.083	0.3	6.083	4.72	         	            	         	            
4.873	18.476	6.092	86.785	12.183	5.76	6.092	0.3	6.092	4.72	         	            	         	            
4.88	18.664	6.1	86.78	12.2	5.76	6.1	0.3	6.1	4.72	         	            	         	            
4.887	18.884	6.108	86.78	12.217	5.76	6.108	0.31	6.108	4.72	         	            	         	            
4.893	19.061	6.117	86.782	12.233	5.76	6.117	0.31	6.117	4.72	         	            	         	            
4.9	19.27	6.125	86.782	12.25	5.76	6.125	0.3	6.125	4.72	         	            	         	            
4.907	19.435	6.133	86.787	12.267	5.76	6.133	0.3	6.133	4.72	         	            	         	            
4.913	19.606	6.142	86.787	12.283	5.76	6.142	0.31	6.142	4.72	         	            	         	            
4.92	19.773	6.15	86.793	12.3	5.76	6.15	0.31	6.15	4.72	         	            	         	            
4.927	19.948	6.158	86.793	12.317	5.76	6.158	0.3	6.158	4.72	         	            	         	            
4.933	20.14	6.167	86.795	12.333	5.76	6.167	0.3	6.167	4.72	         	            	         	            
4.94	20.312	6.175	86.795	12.35	5.76	6.175	0.3	6.175	4.72	         	            	         	            
4.947	20.525	6.183	86.797	12.367	5.76	6.183	0.31	6.183	4.72	         	            	         	            
4.953	20.718	6.192	86.797	12.383	5.76	6.192	0.3	6.192	4.72	         	            	         	            
4.96	20.954	6.2	86.797	12.4	5.76	6.2	0.3	6.2	4.72	         	            	         	            
4.967	21.139	6.208	86.797	12.417	5.76	6.208	0.29	6.208	4.72	         	            	         	            
4.973	21.335	6.217	86.799	12.433	5.76	6.217	0.29	6.217	4.72	         	            	         	            
4.98	21.538	6.225	86.799	12.45	5.76	6.225	0.3	6.225	4.72	         	            	         	            
4.987	21.747	6.233	86.802	12.467	5.76	6.233	0.3	6.233	4.72	         	            	         	            
4.993	21.964	6.242	86.802	12.483	5.76	6.242	0.3	6.242	4.72	         	            	         	            
5	22.155	6.25	86.8	12.5	5.76	6.25	0.3	6.25	4.72	         	            	         	            
5.007	22.373	6.258	86.8	12.517	5.76	6.258	0.29	6.258	4.72	         	            	         	            
5.013	22.56	6.267	86.793	12.533	5.76	6.267	0.3	6.267	4.72	         	            	         	            
5.02	22.777	6.275	86.793	12.55	5.76	6.275	0.3	6.275	4.72	         	            	         	            
5.027	22.935	6.283	86.786	12.567	5.76	6.283	0.3	6.283	4.72	         	            	         	            
5.033	23.107	6.292	86.786	12.583	5.76	6.292	0.3	6.292	4.72	         	            	         	            
5.04	23.273	6.3	86.777	12.6	5.76	6.3	0.3	6.3	4.72	         	            	         	            
5.047	23.44	6.308	86.777	12.617	5.76	6.308	0.31	6.308	4.72	         	            	         	            
5.053	23.642	6.317	86.763	12.633	5.76	6.317	0.31	6.317	4.72	         	            	         	            
5.06	23.829	6.325	86.763	12.65	5.76	6.325	0.31	6.325	4.72	         	            	         	            
5.067	24.035	6.333	86.753	12.667	5.76	6.333	0.3	6.333	4.72	         	            	         	            
5.073	24.209	6.342	86.753	12.683	5.76	6.342	0.3	6.342	4.72	         	            	         	            
5.08	24.42	6.35	86.754	12.7	5.76	6.35	0.3	6.35	4.72	         	            	         	            
5.087	24.592	6.358	86.754	12.717	5.76	6.358	0.3	6.358	4.72	         	            	         	            
5.093	24.777	6.367	86.766	12.733	5.76	6.367	0.29	6.367	4.72	         	            	         	            
5.1	24.937	6.375	86.766	12.75	5.76	6.375	0.3	6.375	4.72	         	            	         	            
5.107	25.106	6.383	86.785	12.767	5.76	6.383	0.3	6.383	4.72	         	            	         	            
5.113	25.301	6.392	86.785	12.783	5.76	6.392	0.3	6.392	4.72	         	            	         	            
5.12	25.478	6.4	86.806	12.8	5.76	6.4	0.3	6.4	4.72	         	            	         	            
5.127	25.682	6.408	86.806	12.817	5.76	6.408	0.3	6.408	4.72	         	            	         	            
5.133	25.85	6.417	86.827	12.833	5.76	6.417	0.3	6.417	4.72	         	            	         	            
5.14	26.054	6.425	86.827	12.85	5.76	6.425	0.3	6.425	4.72	         	            	         	            
5.147	26.215	6.433	86.838	12.867	5.76	6.433	0.3	6.433	4.72	         	            	         	            
5.153	26.382	6.442	86.838	12.883	5.76	6.442	0.3	6.442	4.72	         	            	         	            
5.16	26.539	6.45	86.838	12.9	5.76	6.45	0.3	6.45	4.72	         	            	         	            
5.167	26.698	6.458	86.838	12.917	5.76	6.458	0.3	6.458	4.72	         	            	         	            
5.173	26.875	6.467	86.836	12.933	5.76	6.467	0.3	6.467	4.72	         	            	         	            
5.18	27.031	6.475	86.836	12.95	5.76	6.475	0.3	6.475	4.72	         	            	         	            
5.187	27.227	6.483	86.836	12.967	5.76	6.483	0.3	6.483	4.72	         	            	         	            
5.193	27.4	6.492	86.836	12.983	5.76	6.492	0.3	6.492	4.72	         	            	         	            
5.2	27.612	6.5	86.835	13	5.76	6.5	0.3	6.5	4.72	         	            	         	            
5.207	27.781	6.508	86.835	13.017	5.76	6.508	0.3	6.508	4.72	         	            	         	            
5.213	27.948	6.517	86.826	13.033	5.76	6.517	0.3	6.517	4.72	         	            	         	            
5.22	28.108	6.525	86.826	13.05	5.76	6.525	0.3	6.525	4.72	         	            	         	            
5.227	28.269	6.533	86.813	13.067	5.76	6.533	0.3	6.533	4.72	         	            	         	            
5.233	28.43	6.542	86.813	13.083	5.76	6.542	0.3	6.542	4.72	         	            	         	            
5.24	28.561	6.55	86.803	13.1	5.76	6.55	0.3	6.55	4.72	         	            	         	            
5.247	28.712	6.558	86.803	13.117	5.76	6.558	0.29	6.558	4.72	         	            	         	            
5.253	28.853	6.567	86.787	13.133	5.76	6.567	0.29	6.567	4.72	         	            	         	            
5.26	29.041	6.575	86.787	13.15	5.76	6.575	0.3	6.575	4.72	         	            	         	            
5.267	29.18	6.583	86.78	13.167	5.76	6.583	0.31	6.583	4.72	         	            	         	            
5.273	29.332	6.592	86.78	13.183	5.76	6.592	0.3	6.592	4.72	         	            	         	            
5.28	29.48	6.6	86.781	13.2	5.76	6.6	0.3	6.6	4.72	         	            	         	            
5.287	29.627	6.608	86.781	13.217	5.76	6.608	0.3	6.608	4.72	         	            	         	            
5.293	29.79	6.617	86.778	13.233	5.76	6.617	0.31	6.617	4.72	         	            	         	            
5.3	29.927	6.625	86.778	13.25	5.76	6.625	0.3	6.625	4.72	         	            	         	            
5.307	30.083	6.633	86.774	13.267	5.76	6.633	0.3	6.633	4.72	         	            	         	            
5.313	30.216	6.642	86.774	13.283	5.76	6.642	0.3	6.642	4.72	         	            	         	            
5.32	30.382	6.65	86.78	13.3	5.76	6.65	0.3	6.65	4.72	         	            	         	            
5.327	30.525	6.658	86.78	13.317	5.76	6.658	0.31	6.658	4.72	         	            	         	            
5.333	30.682	6.667	86.788	13.333	5.76	6.667	0.3	6.667	4.72	         	            	         	            
5.34	30.832	6.675	86.788	13.35	5.76	6.675	0.29	6.675	4.72	         	            	         	            
5.347	30.985	6.683	86.796	13.367	5.76	6.683	0.3	6.683	4.72	         	            	         	            
5.353	31.14	6.692	86.796	13.383	5.76	6.692	0.3	6.692	4.72	         	            	         	            
5.36	31.268	6.7	86.813	13.4	5.76	6.7	0.3	6.7	4.72	         	            	         	            
