PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection	
0.115	-0.268	0.192	87.106	0.383	5.78	0.192	0.27	0.192	6.3	         	            	         	            
0.12	-0.27	0.2	87.106	0.4	5.78	0.2	0.3	0.2	6.3	         	            	         	            
0.125	-0.275	0.208	87.077	0.417	5.78	0.208	0.32	0.208	6.3	         	            	         	            
0.13	-0.268	0.217	87.077	0.433	5.78	0.217	0.34	0.217	6.3	         	            	         	            
0.135	-0.26	0.225	87.037	0.45	5.78	0.225	0.35	0.225	6.3	         	            	         	            
0.14	-0.257	0.233	87.037	0.467	5.78	0.233	0.35	0.233	6.3	         	            	         	            
0.145	-0.259	0.242	87.019	0.483	5.78	0.242	0.36	0.242	6.3	         	            	         	            
0.15	-0.262	0.25	87.019	0.5	5.78	0.25	0.36	0.25	6.3	         	            	         	            
0.155	-0.269	0.258	87.005	0.517	5.78	0.258	0.35	0.258	6.3	         	            	         	            
0.16	-0.269	0.267	87.005	0.533	5.78	0.267	0.34	0.267	6.3	         	            	         	            
0.165	-0.261	0.275	86.995	0.55	5.78	0.275	0.34	0.275	6.3	         	            	         	            
0.17	-0.254	0.283	86.995	0.567	5.78	0.283	0.35	0.283	6.3	         	            	         	            
0.175	-0.248	0.292	86.985	0.583	5.78	0.292	0.35	0.292	6.3	         	            	         	            
0.18	-0.243	0.3	86.985	0.6	5.78	0.3	0.34	0.3	6.3	         	            	         	            
0.185	-0.231	0.308	86.983	0.617	5.78	0.308	0.34	0.308	6.3	         	            	         	            
0.19	-0.216	0.317	86.983	0.633	5.78	0.317	0.34	0.317	6.3	         	            	         	            
0.195	-0.197	0.325	86.994	0.65	5.78	0.325	0.35	0.325	6.3	         	            	         	            
0.2	-0.183	0.333	86.994	0.667	5.78	0.333	0.35	0.333	6.3	         	            	         	            
0.205	-0.179	0.342	87.003	0.683	5.78	0.342	0.35	0.342	6.3	         	            	         	            
0.21	-0.179	0.35	87.003	0.7	5.78	0.35	0.35	0.35	6.3	         	            	         	            
0.215	-0.175	0.358	86.997	0.717	5.78	0.358	0.35	0.358	6.3	         	            	         	            
0.22	-0.176	0.367	86.997	0.733	5.78	0.367	0.34	0.367	6.3	         	            	         	            
0.225	-0.18	0.375	86.962	0.75	5.78	0.375	0.34	0.375	6.3	         	            	         	            
0.23	-0.183	0.383	86.962	0.767	5.78	0.383	0.34	0.383	6.3	         	            	         	            
0.235	-0.19	0.392	86.933	0.783	5.78	0.392	0.34	0.392	6.3	         	            	         	            
0.24	-0.197	0.4	86.933	0.8	5.78	0.4	0.35	0.4	6.3	         	            	         	            
0.245	-0.199	0.408	86.923	0.817	5.78	0.408	0.35	0.408	6.3	         	            	         	            
0.25	-0.193	0.417	86.923	0.833	5.78	0.417	0.36	0.417	6.3	         	            	         	            
0.255	-0.193	0.425	86.913	0.85	5.78	0.425	0.36	0.425	6.3	         	            	         	            
0.26	-0.194	0.433	86.913	0.867	5.78	0.433	0.35	0.433	6.3	         	            	         	            
0.265	-0.195	0.442	86.908	0.883	5.78	0.442	0.35	0.442	6.3	         	            	         	            
0.27	-0.207	0.45	86.908	0.9	5.78	0.45	0.34	0.45	6.3	         	            	         	            
0.275	-0.217	0.458	86.913	0.917	5.78	0.458	0.34	0.458	6.3	         	            	         	            
0.28	-0.223	0.467	86.913	0.933	5.78	0.467	0.34	0.467	6.3	         	            	         	            
0.285	-0.231	0.475	86.922	0.95	5.78	0.475	0.35	0.475	6.3	         	            	         	            
0.29	-0.244	0.483	86.922	0.967	5.78	0.483	0.35	0.483	6.3	         	            	         	            
0.295	-0.257	0.492	86.925	0.983	5.78	0.492	0.35	0.492	6.3	         	            	         	            
0.3	-0.26	0.5	86.925	1	5.78	0.5	0.35	0.5	6.3	         	            	         	            
0.305	-0.251	0.508	86.924	1.017	5.78	0.508	0.35	0.508	6.3	         	            	         	            
0.31	-0.236	0.517	86.924	1.033	5.78	0.517	0.34	0.517	6.3	         	            	         	            
0.315	-0.224	0.525	86.915	1.05	5.78	0.525	0.34	0.525	6.3	         	            	         	            
0.32	-0.22	0.533	86.915	1.067	5.78	0.533	0.35	0.533	6.3	         	            	         	            
0.325	-0.214	0.542	86.903	1.083	5.78	0.542	0.35	0.542	6.3	         	            	         	            
0.33	-0.21	0.55	86.903	1.1	5.78	0.55	0.35	0.55	6.3	         	            	         	            
0.335	-0.204	0.558	86.896	1.117	5.78	0.558	0.35	0.558	6.3	         	            	         	            
0.34	-0.195	0.567	86.896	1.133	5.78	0.567	0.34	0.567	6.3	         	            	         	            
0.345	-0.187	0.575	86.903	1.15	5.78	0.575	0.35	0.575	6.3	         	            	         	            
0.35	-0.193	0.583	86.903	1.167	5.78	0.583	0.35	0.583	6.3	         	            	         	            
0.355	-0.196	0.592	86.922	1.183	5.78	0.592	0.34	0.592	6.3	         	            	         	            
0.36	-0.19	0.6	86.922	1.2	5.78	0.6	0.33	0.6	6.3	         	            	         	            
0.365	-0.181	0.608	86.943	1.217	5.78	0.608	0.33	0.608	6.3	         	            	         	            
0.37	-0.171	0.617	86.943	1.233	5.78	0.617	0.33	0.617	6.3	         	            	         	            
0.375	-0.163	0.625	86.964	1.25	5.78	0.625	0.34	0.625	6.3	         	            	         	            
0.38	-0.163	0.633	86.964	1.267	5.78	0.633	0.35	0.633	6.3	         	            	         	            
0.385	-0.16	0.642	86.974	1.283	5.78	0.642	0.35	0.642	6.3	         	            	         	            
0.39	-0.165	0.65	86.974	1.3	5.78	0.65	0.34	0.65	6.3	         	            	         	            
0.395	-0.17	0.658	86.982	1.317	5.78	0.658	0.34	0.658	6.3	         	            	         	            
0.4	-0.182	0.667	86.982	1.333	5.78	0.667	0.34	0.667	6.3	         	            	         	            
0.405	-0.196	0.675	86.994	1.35	5.79	0.675	0.34	0.675	6.3	         	            	         	            
0.41	-0.21	0.683	86.994	1.367	5.79	0.683	0.34	0.683	6.3	         	            	         	            
0.415	-0.215	0.692	86.994	1.383	5.78	0.692	0.34	0.692	6.3	         	            	         	            
0.42	-0.217	0.7	86.994	1.4	5.79	0.7	0.34	0.7	6.3	         	            	         	            
0.425	-0.216	0.708	86.991	1.417	5.79	0.708	0.34	0.708	6.3	         	            	         	            
0.43	-0.213	0.717	86.991	1.433	5.79	0.717	0.34	0.717	6.3	         	            	         	            
0.435	-0.204	0.725	86.992	1.45	5.79	0.725	0.34	0.725	6.3	         	            	         	            
0.44	-0.199	0.733	86.992	1.467	5.79	0.733	0.34	0.733	6.3	         	            	         	            
0.445	-0.186	0.742	86.991	1.483	5.79	0.742	0.35	0.742	6.3	         	            	         	            
0.45	-0.184	0.75	86.991	1.5	5.79	0.75	0.34	0.75	6.3	         	            	         	            
0.455	-0.194	0.758	86.988	1.517	5.79	0.758	0.33	0.758	6.3	         	            	         	            
0.46	-0.203	0.767	86.988	1.533	5.79	0.767	0.33	0.767	6.3	         	            	         	            
0.465	-0.213	0.775	86.981	1.55	5.79	0.775	0.33	0.775	6.3	         	            	         	            
0.47	-0.222	0.783	86.981	1.567	5.79	0.783	0.33	0.783	6.3	         	            	         	            
0.475	-0.234	0.792	86.968	1.583	5.79	0.792	0.33	0.792	6.3	         	            	         	            
0.48	-0.245	0.8	86.968	1.6	5.79	0.8	0.34	0.8	6.3	         	            	         	            
0.485	-0.251	0.808	86.959	1.617	5.79	0.808	0.34	0.808	6.3	         	            	         	            
0.49	-0.248	0.817	86.959	1.633	5.79	0.817	0.33	0.817	6.3	         	            	         	            
0.495	-0.233	0.825	86.957	1.65	5.79	0.825	0.35	0.825	6.3	         	            	         	            
0.5	-0.219	0.833	86.957	1.667	5.79	0.833	0.35	0.833	6.3	         	            	         	            
0.505	-0.212	0.842	86.964	1.683	5.79	0.842	0.34	0.842	6.3	         	            	         	            
0.51	-0.211	0.85	86.964	1.7	5.79	0.85	0.34	0.85	6.3	         	            	         	            
0.515	-0.213	0.858	86.969	1.717	5.79	0.858	0.34	0.858	6.3	         	            	         	            
0.52	-0.213	0.867	86.969	1.733	5.79	0.867	0.34	0.867	6.3	         	            	         	            
0.525	-0.214	0.875	86.969	1.75	5.79	0.875	0.33	0.875	6.3	         	            	         	            
0.53	-0.225	0.883	86.969	1.767	5.79	0.883	0.35	0.883	6.3	         	            	         	            
0.535	-0.239	0.892	86.962	1.783	5.79	0.892	0.35	0.892	6.3	         	            	         	            
0.54	-0.254	0.9	86.962	1.8	5.79	0.9	0.34	0.9	6.3	         	            	         	            
0.545	-0.267	0.908	86.942	1.817	5.79	0.908	0.35	0.908	6.3	         	            	         	            
0.55	-0.275	0.917	86.942	1.833	5.79	0.917	0.35	0.917	6.3	         	            	         	            
0.555	-0.278	0.925	86.927	1.85	5.79	0.925	0.34	0.925	6.3	         	            	         	            
0.56	-0.279	0.933	86.927	1.867	5.79	0.933	0.33	0.933	6.3	         	            	         	            
0.565	-0.279	0.942	86.923	1.883	5.79	0.942	0.33	0.942	6.3	         	            	         	            
0.57	-0.278	0.95	86.923	1.9	5.79	0.95	0.34	0.95	6.3	         	            	         	            
0.575	-0.279	0.958	86.924	1.917	5.79	0.958	0.34	0.958	6.3	         	            	         	            
0.58	-0.274	0.967	86.924	1.933	5.79	0.967	0.34	0.967	6.3	         	            	         	            
0.585	-0.273	0.975	86.926	1.95	5.79	0.975	0.34	0.975	6.3	         	            	         	            
0.59	-0.268	0.983	86.926	1.967	5.79	0.983	0.35	0.983	6.3	         	            	         	            
0.595	-0.261	0.992	86.929	1.983	5.79	0.992	0.34	0.992	6.3	         	            	         	            
0.6	-0.255	1	86.929	2	5.79	1	0.33	1	6.3	         	            	         	            
0.605	-0.245	1.008	86.931	2.017	5.79	1.008	0.33	1.008	6.3	         	            	         	            
0.61	-0.239	1.017	86.931	2.033	5.79	1.017	0.33	1.017	6.3	         	            	         	            
0.615	-0.234	1.025	86.933	2.05	5.79	1.025	0.34	1.025	6.3	         	            	         	            
0.62	-0.224	1.033	86.933	2.067	5.79	1.033	0.34	1.033	6.3	         	            	         	            
0.625	-0.215	1.042	86.937	2.083	5.79	1.042	0.35	1.042	6.3	         	            	         	            
0.63	-0.212	1.05	86.937	2.1	5.79	1.05	0.35	1.05	6.3	         	            	         	            
0.635	-0.21	1.058	86.947	2.117	5.79	1.058	0.34	1.058	6.3	         	            	         	            
0.64	-0.216	1.067	86.947	2.133	5.79	1.067	0.33	1.067	6.3	         	            	         	            
0.645	-0.215	1.075	86.967	2.15	5.79	1.075	0.34	1.075	6.3	         	            	         	            
0.65	-0.214	1.083	86.967	2.167	5.79	1.083	0.35	1.083	6.3	         	            	         	            
0.655	-0.212	1.092	86.986	2.183	5.79	1.092	0.34	1.092	6.3	         	            	         	            
0.66	-0.214	1.1	86.986	2.2	5.79	1.1	0.34	1.1	6.3	         	            	         	            
0.665	-0.215	1.108	86.987	2.217	5.79	1.108	0.34	1.108	6.3	         	            	         	            
0.67	-0.219	1.117	86.987	2.233	5.79	1.117	0.34	1.117	6.3	         	            	         	            
0.675	-0.216	1.125	86.968	2.25	5.79	1.125	0.34	1.125	6.3	         	            	         	            
0.68	-0.211	1.133	86.968	2.267	5.79	1.133	0.34	1.133	6.3	         	            	         	            
0.685	-0.209	1.142	86.962	2.283	5.79	1.142	0.34	1.142	6.3	         	            	         	            
0.69	-0.206	1.15	86.962	2.3	5.79	1.15	0.34	1.15	6.3	         	            	         	            
0.695	-0.204	1.158	86.965	2.317	5.79	1.158	0.35	1.158	6.3	         	            	         	            
0.7	-0.198	1.167	86.965	2.333	5.79	1.167	0.35	1.167	6.3	         	            	         	            
0.705	-0.2	1.175	86.962	2.35	5.79	1.175	0.34	1.175	6.3	         	            	         	            
0.71	-0.203	1.183	86.962	2.367	5.79	1.183	0.34	1.183	6.3	         	            	         	            
0.715	-0.207	1.192	86.954	2.383	5.79	1.192	0.35	1.192	6.3	         	            	         	            
0.72	-0.208	1.2	86.954	2.4	5.79	1.2	0.34	1.2	6.3	         	            	         	            
0.725	-0.207	1.208	86.957	2.417	5.79	1.208	0.34	1.208	6.3	         	            	         	            
0.73	-0.209	1.217	86.957	2.433	5.79	1.217	0.34	1.217	6.3	         	            	         	            
0.735	-0.215	1.225	86.964	2.45	5.79	1.225	0.34	1.225	6.3	         	            	         	            
0.74	-0.223	1.233	86.964	2.467	5.79	1.233	0.34	1.233	6.3	         	            	         	            
0.745	-0.229	1.242	86.953	2.483	5.79	1.242	0.34	1.242	6.3	         	            	         	            
0.75	-0.225	1.25	86.953	2.5	5.79	1.25	0.35	1.25	6.3	         	            	         	            
0.755	-0.211	1.258	86.931	2.517	5.79	1.258	0.34	1.258	6.3	         	            	         	            
0.76	-0.2	1.267	86.931	2.533	5.79	1.267	0.34	1.267	6.3	         	            	         	            
0.765	-0.193	1.275	86.913	2.55	5.79	1.275	0.34	1.275	6.3	         	            	         	            
0.77	-0.183	1.283	86.913	2.567	5.79	1.283	0.34	1.283	6.3	         	            	         	            
0.775	-0.175	1.292	86.886	2.583	5.79	1.292	0.34	1.292	6.3	         	            	         	            
0.78	-0.172	1.3	86.886	2.6	5.79	1.3	0.34	1.3	6.3	         	            	         	            
0.785	-0.171	1.308	86.868	2.617	5.79	1.308	0.34	1.308	6.3	         	            	         	            
0.79	-0.166	1.317	86.868	2.633	5.79	1.317	0.33	1.317	6.3	         	            	         	            
0.795	-0.163	1.325	86.849	2.65	5.79	1.325	0.34	1.325	6.3	         	            	         	            
0.8	-0.168	1.333	86.849	2.667	5.79	1.333	0.35	1.333	6.3	         	            	         	            
0.805	-0.168	1.342	86.843	2.683	5.79	1.342	0.34	1.342	6.3	         	            	         	            
0.81	-0.171	1.35	86.843	2.7	5.79	1.35	0.34	1.35	6.3	         	            	         	            
0.815	-0.172	1.358	86.848	2.717	5.79	1.358	0.34	1.358	6.3	         	            	         	            
0.82	-0.169	1.367	86.848	2.733	5.79	1.367	0.34	1.367	6.3	         	            	         	            
0.825	-0.163	1.375	86.871	2.75	5.79	1.375	0.33	1.375	6.3	         	            	         	            
0.83	-0.149	1.383	86.871	2.767	5.79	1.383	0.33	1.383	6.3	         	            	         	            
0.835	-0.143	1.392	86.9	2.783	5.79	1.392	0.34	1.392	6.3	         	            	         	            
0.84	-0.15	1.4	86.9	2.8	5.79	1.4	0.34	1.4	6.3	         	            	         	            
0.845	-0.157	1.408	86.924	2.817	5.79	1.408	0.34	1.408	6.3	         	            	         	            
0.85	-0.164	1.417	86.924	2.833	5.79	1.417	0.35	1.417	6.3	         	            	         	            
0.855	-0.176	1.425	86.941	2.85	5.79	1.425	0.35	1.425	6.3	         	            	         	            
0.86	-0.179	1.433	86.941	2.867	5.79	1.433	0.35	1.433	6.3	         	            	         	            
0.865	-0.176	1.442	86.942	2.883	5.79	1.442	0.34	1.442	6.3	         	            	         	            
0.87	-0.177	1.45	86.942	2.9	5.79	1.45	0.34	1.45	6.3	         	            	         	            
0.875	-0.181	1.458	86.941	2.917	5.79	1.458	0.34	1.458	6.3	         	            	         	            
0.88	-0.182	1.467	86.941	2.933	5.79	1.467	0.34	1.467	6.3	         	            	         	            
0.885	-0.174	1.475	86.943	2.95	5.79	1.475	0.33	1.475	6.3	         	            	         	            
0.89	-0.173	1.483	86.943	2.967	5.79	1.483	0.33	1.483	6.3	         	            	         	            
0.895	-0.169	1.492	86.942	2.983	5.79	1.492	0.34	1.492	6.3	         	            	         	            
0.9	-0.16	1.5	86.942	3	5.79	1.5	0.34	1.5	6.3	         	            	         	            
0.905	-0.154	1.508	86.93	3.017	5.79	1.508	0.34	1.508	6.3	         	            	         	            
0.91	-0.161	1.517	86.93	3.033	5.79	1.517	0.33	1.517	6.3	         	            	         	            
0.915	-0.181	1.525	86.914	3.05	5.79	1.525	0.34	1.525	6.3	         	            	         	            
0.92	-0.195	1.533	86.914	3.067	5.79	1.533	0.34	1.533	6.3	         	            	         	            
0.925	-0.2	1.542	86.903	3.083	5.79	1.542	0.34	1.542	6.3	         	            	         	            
0.93	-0.201	1.55	86.903	3.1	5.79	1.55	0.34	1.55	6.3	         	            	         	            
0.935	-0.202	1.558	86.901	3.117	5.79	1.558	0.33	1.558	6.3	         	            	         	            
0.94	-0.205	1.567	86.901	3.133	5.79	1.567	0.33	1.567	6.3	         	            	         	            
0.945	-0.214	1.575	86.909	3.15	5.79	1.575	0.35	1.575	6.3	         	            	         	            
0.95	-0.227	1.583	86.909	3.167	5.79	1.583	0.35	1.583	6.3	         	            	         	            
0.955	-0.224	1.592	86.922	3.183	5.79	1.592	0.34	1.592	6.3	         	            	         	            
0.96	-0.213	1.6	86.922	3.2	5.79	1.6	0.34	1.6	6.3	         	            	         	            
0.965	-0.204	1.608	86.934	3.217	5.79	1.608	0.34	1.608	6.3	         	            	         	            
0.97	-0.198	1.617	86.934	3.233	5.79	1.617	0.33	1.617	6.3	         	            	         	            
0.975	-0.201	1.625	86.927	3.25	5.79	1.625	0.33	1.625	6.3	         	            	         	            
0.98	-0.199	1.633	86.927	3.267	5.79	1.633	0.34	1.633	6.3	         	            	         	            
0.985	-0.193	1.642	86.905	3.283	5.79	1.642	0.33	1.642	6.3	         	            	         	            
0.99	-0.186	1.65	86.905	3.3	5.79	1.65	0.33	1.65	6.3	         	            	         	            
0.995	-0.182	1.658	86.892	3.317	5.79	1.658	0.34	1.658	6.3	         	            	         	            
1	-0.177	1.667	86.892	3.333	5.79	1.667	0.34	1.667	6.3	         	            	         	            
1.005	-0.18	1.675	86.895	3.35	5.79	1.675	0.34	1.675	6.3	         	            	         	            
1.01	-0.175	1.683	86.895	3.367	5.79	1.683	0.34	1.683	6.3	         	            	         	            
1.015	-0.169	1.692	86.906	3.383	5.79	1.692	0.34	1.692	6.3	         	            	         	            
1.02	-0.166	1.7	86.906	3.4	5.79	1.7	0.35	1.7	6.3	         	            	         	            
1.025	-0.168	1.708	86.909	3.417	5.79	1.708	0.35	1.708	6.3	         	            	         	            
1.03	-0.175	1.717	86.909	3.433	5.79	1.717	0.35	1.717	6.3	         	            	         	            
1.035	-0.184	1.725	86.896	3.45	5.79	1.725	0.34	1.725	6.3	         	            	         	            
1.04	-0.191	1.733	86.896	3.467	5.79	1.733	0.34	1.733	6.3	         	            	         	            
1.045	-0.195	1.742	86.882	3.483	5.79	1.742	0.34	1.742	6.3	         	            	         	            
1.05	-0.196	1.75	86.882	3.5	5.79	1.75	0.35	1.75	6.3	         	            	         	            
1.055	-0.204	1.758	86.856	3.517	5.79	1.758	0.34	1.758	6.3	         	            	         	            
1.06	-0.215	1.767	86.856	3.533	5.79	1.767	0.33	1.767	6.3	         	            	         	            
1.065	-0.215	1.775	86.845	3.55	5.79	1.775	0.33	1.775	6.3	         	            	         	            
1.07	-0.212	1.783	86.845	3.567	5.79	1.783	0.33	1.783	6.3	         	            	         	            
1.075	-0.21	1.792	86.855	3.583	5.79	1.792	0.35	1.792	6.3	         	            	         	            
1.08	-0.202	1.8	86.855	3.6	5.79	1.8	0.35	1.8	6.3	         	            	         	            
1.085	-0.191	1.808	86.861	3.617	5.79	1.808	0.34	1.808	6.3	         	            	         	            
1.09	-0.188	1.817	86.861	3.633	5.79	1.817	0.35	1.817	6.3	         	            	         	            
1.095	-0.196	1.825	86.86	3.65	5.79	1.825	0.35	1.825	6.3	         	            	         	            
1.1	-0.206	1.833	86.86	3.667	5.79	1.833	0.34	1.833	6.3	         	            	         	            
1.105	-0.212	1.842	86.858	3.683	5.79	1.842	0.35	1.842	6.3	         	            	         	            
1.11	-0.216	1.85	86.858	3.7	5.79	1.85	0.34	1.85	6.3	         	            	         	            
1.115	-0.221	1.858	86.844	3.717	5.79	1.858	0.34	1.858	6.3	         	            	         	            
1.12	-0.227	1.867	86.844	3.733	5.79	1.867	0.34	1.867	6.3	         	            	         	            
1.125	-0.235	1.875	86.828	3.75	5.79	1.875	0.34	1.875	6.3	         	            	         	            
1.13	-0.245	1.883	86.828	3.767	5.79	1.883	0.34	1.883	6.3	         	            	         	            
1.135	-0.255	1.892	86.819	3.783	5.79	1.892	0.34	1.892	6.3	         	            	         	            
1.14	-0.248	1.9	86.819	3.8	5.79	1.9	0.34	1.9	6.3	         	            	         	            
1.145	-0.244	1.908	86.825	3.817	5.79	1.908	0.34	1.908	6.3	         	            	         	            
1.15	-0.245	1.917	86.825	3.833	5.79	1.917	0.33	1.917	6.3	         	            	         	            
1.155	-0.243	1.925	86.835	3.85	5.79	1.925	0.33	1.925	6.3	         	            	         	            
1.16	-0.234	1.933	86.835	3.867	5.79	1.933	0.33	1.933	6.3	         	            	         	            
1.165	-0.234	1.942	86.85	3.883	5.79	1.942	0.34	1.942	6.3	         	            	         	            
1.17	-0.229	1.95	86.85	3.9	5.79	1.95	0.34	1.95	6.3	         	            	         	            
1.175	-0.224	1.958	86.863	3.917	5.79	1.958	0.34	1.958	6.3	         	            	         	            
1.18	-0.218	1.967	86.863	3.933	5.79	1.967	0.34	1.967	6.3	         	            	         	            
1.185	-0.213	1.975	86.865	3.95	5.79	1.975	0.34	1.975	6.3	         	            	         	            
1.19	-0.21	1.983	86.865	3.967	5.79	1.983	0.34	1.983	6.3	         	            	         	            
1.195	-0.214	1.992	86.856	3.983	5.79	1.992	0.35	1.992	6.3	         	            	         	            
1.2	-0.224	2	86.856	4	5.79	2	0.35	2	6.3	         	            	         	            
1.205	-0.229	2.008	86.851	4.017	5.79	2.008	0.34	2.008	6.3	         	            	         	            
1.21	-0.231	2.017	86.851	4.033	5.79	2.017	0.33	2.017	6.3	         	            	         	            
1.215	-0.235	2.025	86.857	4.05	5.79	2.025	0.34	2.025	6.3	         	            	         	            
1.22	-0.241	2.033	86.857	4.067	5.79	2.033	0.34	2.033	6.3	         	            	         	            
1.225	-0.242	2.042	86.867	4.083	5.79	2.042	0.34	2.042	6.3	         	            	         	            
1.23	-0.248	2.05	86.867	4.1	5.79	2.05	0.34	2.05	6.3	         	            	         	            
1.235	-0.245	2.058	86.879	4.117	5.79	2.058	0.34	2.058	6.3	         	            	         	            
1.24	-0.241	2.067	86.879	4.133	5.79	2.067	0.34	2.067	6.3	         	            	         	            
1.245	-0.24	2.075	86.884	4.15	5.79	2.075	0.35	2.075	6.3	         	            	         	            
1.25	-0.239	2.083	86.884	4.167	5.79	2.083	0.35	2.083	6.3	         	            	         	            
1.255	-0.239	2.092	86.889	4.183	5.79	2.092	0.34	2.092	6.3	         	            	         	            
1.26	-0.237	2.1	86.889	4.2	5.79	2.1	0.33	2.1	6.3	         	            	         	            
1.265	-0.239	2.108	86.889	4.217	5.79	2.108	0.34	2.108	6.3	         	            	         	            
1.27	-0.242	2.117	86.889	4.233	5.79	2.117	0.34	2.117	6.3	         	            	         	            
1.275	-0.244	2.125	86.874	4.25	5.79	2.125	0.34	2.125	6.3	         	            	         	            
1.28	-0.253	2.133	86.874	4.267	5.79	2.133	0.34	2.133	6.3	         	            	         	            
1.285	-0.261	2.142	86.869	4.283	5.79	2.142	0.34	2.142	6.3	         	            	         	            
1.29	-0.254	2.15	86.869	4.3	5.79	2.15	0.34	2.15	6.3	         	            	         	            
1.295	-0.249	2.158	86.87	4.317	5.79	2.158	0.35	2.158	6.3	         	            	         	            
1.3	-0.238	2.167	86.87	4.333	5.79	2.167	0.34	2.167	6.3	         	            	         	            
1.305	-0.223	2.175	86.874	4.35	5.79	2.175	0.34	2.175	6.3	         	            	         	            
1.31	-0.206	2.183	86.874	4.367	5.79	2.183	0.34	2.183	6.3	         	            	         	            
1.315	-0.201	2.192	86.882	4.383	5.79	2.192	0.34	2.192	6.3	         	            	         	            
1.32	-0.191	2.2	86.882	4.4	5.79	2.2	0.35	2.2	6.3	         	            	         	            
1.325	-0.174	2.208	86.887	4.417	5.79	2.208	0.34	2.208	6.3	         	            	         	            
1.33	-0.156	2.217	86.887	4.433	5.79	2.217	0.34	2.217	6.3	         	            	         	            
1.335	-0.158	2.225	86.885	4.45	5.79	2.225	0.34	2.225	6.3	         	            	         	            
1.34	-0.168	2.233	86.885	4.467	5.79	2.233	0.34	2.233	6.3	         	            	         	            
1.345	-0.185	2.242	86.885	4.483	5.79	2.242	0.34	2.242	6.3	         	            	         	            
1.35	-0.195	2.25	86.885	4.5	5.79	2.25	0.34	2.25	6.3	         	            	         	            
1.355	-0.195	2.258	86.886	4.517	5.79	2.258	0.34	2.258	6.3	         	            	         	            
1.36	-0.196	2.267	86.886	4.533	5.79	2.267	0.33	2.267	6.3	         	            	         	            
1.365	-0.191	2.275	86.883	4.55	5.79	2.275	0.33	2.275	6.3	         	            	         	            
1.37	-0.198	2.283	86.883	4.567	5.79	2.283	0.33	2.283	6.3	         	            	         	            
