PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection	
3.815	26.505	6.358	86.816	12.717	5.81	6.358	0.34	6.358	6.3	         	            	         	            
3.82	26.64	6.367	86.816	12.733	5.81	6.367	0.34	6.367	6.3	         	            	         	            
3.825	26.807	6.375	86.823	12.75	5.81	6.375	0.33	6.375	6.3	         	            	         	            
3.83	26.949	6.383	86.823	12.767	5.81	6.383	0.34	6.383	6.3	         	            	         	            
3.835	27.113	6.392	86.83	12.783	5.81	6.392	0.33	6.392	6.3	         	            	         	            
3.84	27.269	6.4	86.83	12.8	5.81	6.4	0.34	6.4	6.3	         	            	         	            
3.845	27.407	6.408	86.831	12.817	5.81	6.408	0.34	6.408	6.3	         	            	         	            
3.85	27.572	6.417	86.831	12.833	5.81	6.417	0.33	6.417	6.3	         	            	         	            
3.855	27.696	6.425	86.828	12.85	5.81	6.425	0.33	6.425	6.3	         	            	         	            
3.86	27.846	6.433	86.828	12.867	5.81	6.433	0.33	6.433	6.3	         	            	         	            
3.865	27.98	6.442	86.815	12.883	5.81	6.442	0.33	6.442	6.3	         	            	         	            
3.87	28.12	6.45	86.815	12.9	5.81	6.45	0.34	6.45	6.3	         	            	         	            
3.875	28.275	6.458	86.794	12.917	5.81	6.458	0.34	6.458	6.3	         	            	         	            
3.88	28.392	6.467	86.794	12.933	5.81	6.467	0.33	6.467	6.3	         	            	         	            
3.885	28.533	6.475	86.771	         	            	6.475	0.33	6.475	6.3	         	            	         	            
3.89	28.643	6.483	86.771	         	            	6.483	0.34	6.483	6.3	         	            	         	            
3.895	28.769	6.492	86.743	         	            	6.492	0.34	6.492	6.3	         	            	         	            
3.9	28.897	6.5	86.743	         	            	6.5	0.34	6.5	6.3	         	            	         	            
3.905	29.016	6.508	86.711	         	            	6.508	0.34	6.508	6.3	         	            	         	            
3.91	29.157	6.517	86.711	         	            	6.517	0.33	6.517	6.3	         	            	         	            
3.915	29.258	6.525	86.707	         	            	6.525	0.34	6.525	6.3	         	            	         	            
3.92	29.387	6.533	86.707	         	            	6.533	0.34	6.533	6.3	         	            	         	            
3.925	29.506	6.542	86.715	         	            	6.542	0.34	6.542	6.3	         	            	         	            
3.93	29.627	6.55	86.715	         	            	6.55	0.35	6.55	6.3	         	            	         	            
3.935	29.753	6.558	86.713	         	            	6.558	0.34	6.558	6.3	         	            	         	            
3.94	29.851	6.567	86.713	         	            	6.567	0.33	6.567	6.3	         	            	         	            
3.945	29.976	6.575	86.708	         	            	6.575	0.34	6.575	6.3	         	            	         	            
3.95	30.076	6.583	86.708	         	            	6.583	0.35	6.583	6.3	         	            	         	            
3.955	30.185	6.592	86.701	         	            	6.592	0.34	6.592	6.3	         	            	         	            
3.96	30.288	6.6	86.701	         	            	6.6	0.33	6.6	6.3	         	            	         	            
3.965	30.379	6.608	86.685	         	            	6.608	0.34	6.608	6.3	         	            	         	            
3.97	30.484	6.617	86.685	         	            	6.617	0.34	6.617	6.3	         	            	         	            
3.975	30.563	6.625	86.662	         	            	6.625	0.33	6.625	6.3	         	            	         	            
3.98	30.678	6.633	86.662	         	            	6.633	0.33	6.633	6.3	         	            	         	            
3.985	30.779	6.642	86.647	         	            	6.642	0.33	6.642	6.3	         	            	         	            
3.99	30.876	6.65	86.647	         	            	6.65	0.33	6.65	6.3	         	            	         	            
3.995	30.977	6.658	86.636	         	            	6.658	0.34	6.658	6.3	         	            	         	            
4	31.063	6.667	86.636	         	            	6.667	0.34	6.667	6.3	         	            	         	            
4.005	31.181	6.675	86.624	         	            	6.675	0.34	6.675	6.3	         	            	         	            
4.01	31.282	6.683	86.624	         	            	6.683	0.33	6.683	6.3	         	            	         	            
4.015	31.397	6.692	86.601	         	            	6.692	0.33	6.692	6.3	         	            	         	            
4.02	31.505	6.7	86.601	         	            	6.7	0.33	6.7	6.3	         	            	         	            
4.025	31.596	6.708	86.572	         	            	6.708	0.33	6.708	6.3	         	            	         	            
4.03	31.704	6.717	86.572	         	            	6.717	0.35	6.717	6.3	         	            	         	            
4.035	31.792	6.725	86.554	         	            	6.725	0.35	6.725	6.3	         	            	         	            
4.04	31.891	6.733	86.554	         	            	6.733	0.34	6.733	6.3	         	            	         	            
4.045	31.969	6.742	86.533	         	            	6.742	0.35	6.742	6.3	         	            	         	            
4.05	32.046	6.75	86.533	         	            	6.75	0.34	6.75	6.3	         	            	         	            
4.055	32.133	6.758	86.507	         	            	6.758	0.33	6.758	6.3	         	            	         	            
4.06	32.2	6.767	86.507	         	            	6.767	0.33	6.767	6.3	         	            	         	            
4.065	32.289	6.775	86.467	         	            	6.775	0.33	6.775	6.3	         	            	         	            
4.07	32.361	6.783	86.467	         	            	6.783	0.35	6.783	6.3	         	            	         	            
4.075	32.456	6.792	86.428	         	            	6.792	0.34	6.792	6.3	         	            	         	            
4.08	32.559	6.8	86.428	         	            	6.8	0.34	6.8	6.3	         	            	         	            
4.085	32.665	6.808	86.402	         	            	6.808	0.34	6.808	6.3	         	            	         	            
4.09	32.779	6.817	86.402	         	            	6.817	0.33	6.817	6.3	         	            	         	            
4.095	32.876	6.825	86.381	         	            	6.825	0.34	6.825	6.3	         	            	         	            
4.1	32.949	6.833	86.381	         	            	6.833	0.34	6.833	6.3	         	            	         	            
4.105	33.014	6.842	86.356	         	            	6.842	0.34	6.842	6.3	         	            	         	            
4.11	33.077	6.85	86.356	         	            	6.85	0.33	6.85	6.3	         	            	         	            
4.115	33.14	6.858	86.335	         	            	6.858	0.34	6.858	6.3	         	            	         	            
4.12	33.177	6.867	86.335	         	            	6.867	0.34	6.867	6.3	         	            	         	            
4.125	33.234	6.875	86.305	         	            	6.875	0.33	6.875	6.3	         	            	         	            
4.13	33.269	6.883	86.305	         	            	6.883	0.34	6.883	6.3	         	            	         	            
4.135	33.314	6.892	86.281	         	            	6.892	0.34	6.892	6.3	         	            	         	            
4.14	33.361	6.9	86.281	         	            	6.9	0.34	6.9	6.3	         	            	         	            
4.145	33.423	6.908	86.261	         	            	6.908	0.34	6.908	6.3	         	            	         	            
4.15	33.497	6.917	86.261	         	            	6.917	0.34	6.917	6.3	         	            	         	            
4.155	33.547	6.925	86.242	         	            	6.925	0.34	6.925	6.3	         	            	         	            
4.16	33.617	6.933	86.242	         	            	6.933	0.34	6.933	6.3	         	            	         	            
4.165	33.685	6.942	86.232	         	            	6.942	0.33	6.942	6.3	         	            	         	            
4.17	33.748	6.95	86.232	         	            	6.95	0.33	6.95	6.3	         	            	         	            
4.175	33.813	6.958	86.218	         	            	6.958	0.33	6.958	6.3	         	            	         	            
4.18	33.866	6.967	86.218	         	            	6.967	0.34	6.967	6.3	         	            	         	            
4.185	33.934	6.975	86.191	         	            	6.975	0.34	6.975	6.3	         	            	         	            
4.19	33.988	6.983	86.191	         	            	6.983	0.35	6.983	6.3	         	            	         	            
4.195	34.054	6.992	86.16	         	            	6.992	0.35	6.992	6.3	         	            	         	            
4.2	34.111	7	86.16	         	            	7	0.34	7	6.3	         	            	         	            
4.205	34.156	7.008	86.132	         	            	7.008	0.34	7.008	6.3	         	            	         	            
4.21	34.216	7.017	86.132	         	            	7.017	0.33	7.017	6.3	         	            	         	            
4.215	34.267	7.025	86.109	         	            	7.025	0.33	7.025	6.3	         	            	         	            
4.22	34.323	7.033	86.109	         	            	7.033	0.33	7.033	6.3	         	            	         	            
4.225	34.38	7.042	86.09	         	            	7.042	0.33	7.042	6.3	         	            	         	            
4.23	34.434	7.05	86.09	         	            	7.05	0.34	7.05	6.3	         	            	         	            
4.235	34.486	7.058	86.074	         	            	7.058	0.34	7.058	6.3	         	            	         	            
4.24	34.525	7.067	86.074	         	            	7.067	0.34	7.067	6.3	         	            	         	            
4.245	34.587	7.075	86.057	         	            	7.075	0.35	7.075	6.3	         	            	         	            
4.25	34.632	7.083	86.057	         	            	7.083	0.35	7.083	6.3	         	            	         	            
4.255	34.687	7.092	86.041	         	            	7.092	0.34	7.092	6.3	         	            	         	            
4.26	34.74	7.1	86.041	         	            	7.1	0.33	7.1	6.3	         	            	         	            
4.265	34.784	7.108	86.034	         	            	7.108	0.33	7.108	6.3	         	            	         	            
4.27	34.826	7.117	86.034	         	            	7.117	0.33	7.117	6.3	         	            	         	            
4.275	34.865	7.125	86.031	         	            	7.125	0.33	7.125	6.3	         	            	         	            
4.28	34.885	7.133	86.031	         	            	7.133	0.33	7.133	6.3	         	            	         	            
4.285	34.891	7.142	86.023	         	            	7.142	0.33	7.142	6.3	         	            	         	            
4.29	34.905	7.15	86.023	         	            	7.15	0.33	7.15	6.3	         	            	         	            
4.295	34.928	7.158	86.004	         	            	7.158	0.34	7.158	6.3	         	            	         	            
4.3	34.937	7.167	86.004	         	            	7.167	0.34	7.167	6.3	         	            	         	            
4.305	34.936	7.175	85.981	         	            	7.175	0.35	7.175	6.3	         	            	         	            
4.31	34.936	7.183	85.981	         	            	7.183	0.34	7.183	6.3	         	            	         	            
4.315	34.951	7.192	85.973	         	            	7.192	0.34	7.192	6.3	         	            	         	            
4.32	34.979	7.2	85.973	         	            	7.2	0.33	7.2	6.3	         	            	         	            
4.325	35.009	7.208	85.97	         	            	7.208	0.33	7.208	6.3	         	            	         	            
4.33	35.041	7.217	85.97	         	            	7.217	0.33	7.217	6.3	         	            	         	            
4.335	35.043	7.225	85.967	         	            	7.225	0.34	7.225	6.3	         	            	         	            
4.34	35.07	7.233	85.967	         	            	7.233	0.34	7.233	6.3	         	            	         	            
4.345	35.107	7.242	85.964	         	            	7.242	0.34	7.242	6.3	         	            	         	            
4.35	35.137	7.25	85.964	         	            	7.25	0.34	7.25	6.3	         	            	         	            
4.355	35.157	7.258	85.964	         	            	7.258	0.34	7.258	6.3	         	            	         	            
4.36	35.163	7.267	85.964	         	            	7.267	0.33	7.267	6.3	         	            	         	            
4.365	35.173	7.275	85.977	         	            	7.275	0.33	7.275	6.3	         	            	         	            
4.37	35.19	7.283	85.977	         	            	7.283	0.33	7.283	6.3	         	            	         	            
4.375	35.203	7.292	85.998	         	            	7.292	0.33	7.292	6.3	         	            	         	            
4.38	35.201	7.3	85.998	         	            	7.3	0.34	7.3	6.3	         	            	         	            
4.385	35.193	7.308	86.011	         	            	7.308	0.33	7.308	6.3	         	            	         	            
4.39	35.203	7.317	86.011	         	            	7.317	0.33	7.317	6.3	         	            	         	            
4.395	35.227	7.325	85.988	         	            	7.325	0.34	7.325	6.3	         	            	         	            
4.4	35.243	7.333	85.988	         	            	7.333	0.35	7.333	6.3	         	            	         	            
4.405	35.253	7.342	85.961	         	            	7.342	0.35	7.342	6.3	         	            	         	            
4.41	35.253	7.35	85.961	         	            	7.35	0.34	7.35	6.3	         	            	         	            
4.415	35.245	7.358	85.97	         	            	7.358	0.33	7.358	6.3	         	            	         	            
4.42	35.246	7.367	85.97	         	            	7.367	0.33	7.367	6.3	         	            	         	            
4.425	35.247	7.375	86.002	         	            	7.375	0.33	7.375	6.3	         	            	         	            
4.43	35.23	7.383	86.002	         	            	7.383	0.33	7.383	6.3	         	            	         	            
4.435	35.218	7.392	86.046	         	            	7.392	0.33	7.392	6.3	         	            	         	            
4.44	35.212	7.4	86.046	         	            	7.4	0.33	7.4	6.3	         	            	         	            
4.445	35.204	7.408	86.097	         	            	7.408	0.34	7.408	6.3	         	            	         	            
4.45	35.179	7.417	86.097	         	            	7.417	0.34	7.417	6.3	         	            	         	            
4.455	35.169	7.425	86.13	         	            	7.425	0.34	7.425	6.3	         	            	         	            
4.46	35.153	7.433	86.13	         	            	7.433	0.34	7.433	6.3	         	            	         	            
4.465	35.134	7.442	86.15	         	            	7.442	0.34	7.442	6.3	         	            	         	            
4.47	35.121	7.45	86.15	         	            	7.45	0.33	7.45	6.3	         	            	         	            
4.475	35.107	7.458	86.166	         	            	7.458	0.33	7.458	6.3	         	            	         	            
4.48	35.088	7.467	86.166	         	            	7.467	0.34	7.467	6.3	         	            	         	            
4.485	35.038	7.475	86.19	         	            	7.475	0.33	7.475	6.3	         	            	         	            
4.49	35.013	7.483	86.19	         	            	7.483	0.33	7.483	6.3	         	            	         	            
4.495	35.005	7.492	86.213	         	            	7.492	0.34	7.492	6.3	         	            	         	            
4.5	35.003	7.5	86.213	         	            	7.5	0.34	7.5	6.3	         	            	         	            
4.505	34.995	7.508	86.227	         	            	7.508	0.33	7.508	6.3	         	            	         	            
4.51	34.961	7.517	86.227	         	            	7.517	0.33	7.517	6.3	         	            	         	            
4.515	34.917	7.525	86.254	         	            	7.525	0.34	7.525	6.3	         	            	         	            
4.52	34.898	7.533	86.254	         	            	7.533	0.34	7.533	6.3	         	            	         	            
4.525	34.895	7.542	86.294	         	            	7.542	0.34	7.542	6.3	         	            	         	            
4.53	34.899	7.55	86.294	         	            	7.55	0.34	7.55	6.3	         	            	         	            
4.535	34.896	7.558	86.329	         	            	7.558	0.33	7.558	6.3	         	            	         	            
4.54	34.883	7.567	86.329	         	            	7.567	0.33	7.567	6.3	         	            	         	            
4.545	34.83	7.575	86.363	         	            	7.575	0.34	7.575	6.3	         	            	         	            
4.55	34.81	7.583	86.363	         	            	7.583	0.34	7.583	6.3	         	            	         	            
4.555	34.803	7.592	86.396	         	            	7.592	0.34	7.592	6.3	         	            	         	            
4.56	34.784	7.6	86.396	         	            	7.6	0.33	7.6	6.3	         	            	         	            
4.565	34.76	7.608	86.423	         	            	7.608	0.33	7.608	6.3	         	            	         	            
4.57	34.748	7.617	86.423	         	            	7.617	0.33	7.617	6.3	         	            	         	            
4.575	34.738	7.625	86.453	         	            	7.625	0.33	7.625	6.3	         	            	         	            
4.58	34.691	7.633	86.453	         	            	7.633	0.33	7.633	6.3	         	            	         	            
4.585	34.665	7.642	86.486	         	            	7.642	0.33	7.642	6.3	         	            	         	            
4.59	34.63	7.65	86.486	         	            	7.65	0.33	7.65	6.3	         	            	         	            
4.595	34.576	7.658	86.51	         	            	7.658	0.34	7.658	6.3	         	            	         	            
4.6	34.524	7.667	86.51	         	            	7.667	0.33	7.667	6.3	         	            	         	            
4.605	34.473	7.675	86.534	         	            	7.675	0.33	7.675	6.3	         	            	         	            
4.61	34.413	7.683	86.534	         	            	7.683	0.33	7.683	6.3	         	            	         	            
4.615	34.351	7.692	86.561	         	            	7.692	0.34	7.692	6.3	         	            	         	            
4.62	34.302	7.7	86.561	         	            	7.7	0.34	7.7	6.3	         	            	         	            
4.625	34.269	7.708	86.591	         	            	7.708	0.34	7.708	6.3	         	            	         	            
4.63	34.226	7.717	86.591	         	            	7.717	0.34	7.717	6.3	         	            	         	            
4.635	34.214	7.725	86.624	         	            	7.725	0.33	7.725	6.3	         	            	         	            
4.64	34.181	7.733	86.624	         	            	7.733	0.34	7.733	6.3	         	            	         	            
4.645	34.14	7.742	86.65	         	            	7.742	0.34	7.742	6.3	         	            	         	            
4.65	34.102	7.75	86.65	         	            	7.75	0.34	7.75	6.3	         	            	         	            
4.655	34.066	7.758	86.675	         	            	7.758	0.33	7.758	6.3	         	            	         	            
4.66	34.034	7.767	86.675	         	            	7.767	0.33	7.767	6.3	         	            	         	            
4.665	33.961	7.775	86.695	         	            	7.775	0.33	7.775	6.3	         	            	         	            
4.67	33.91	7.783	86.695	         	            	7.783	0.33	7.783	6.3	         	            	         	            
4.675	33.855	7.792	86.715	         	            	7.792	0.34	7.792	6.3	         	            	         	            
4.68	33.807	7.8	86.715	         	            	7.8	0.35	7.8	6.3	         	            	         	            
4.685	33.765	7.808	86.736	         	            	7.808	0.34	7.808	6.3	         	            	         	            
4.69	33.725	7.817	86.736	         	            	7.817	0.33	7.817	6.3	         	            	         	            
4.695	33.67	7.825	86.758	         	            	7.825	0.33	7.825	6.3	         	            	         	            
4.7	33.62	7.833	86.758	         	            	7.833	0.33	7.833	6.3	         	            	         	            
4.705	33.592	7.842	86.77	         	            	7.842	0.33	7.842	6.3	         	            	         	            
4.71	33.573	7.85	86.77	         	            	7.85	0.33	7.85	6.3	         	            	         	            
4.715	33.552	7.858	86.784	         	            	7.858	0.33	7.858	6.3	         	            	         	            
4.72	33.537	7.867	86.784	         	            	7.867	0.33	7.867	6.3	         	            	         	            
4.725	33.472	7.875	86.804	         	            	7.875	0.33	7.875	6.3	         	            	         	            
4.73	33.417	7.883	86.804	         	            	7.883	0.33	7.883	6.3	         	            	         	            
4.735	33.37	7.892	86.811	         	            	7.892	0.33	7.892	6.3	         	            	         	            
4.74	33.321	7.9	86.811	         	            	7.9	0.34	7.9	6.3	         	            	         	            
4.745	33.268	7.908	86.8	         	            	7.908	0.34	7.908	6.3	         	            	         	            
4.75	33.217	7.917	86.8	         	            	7.917	0.34	7.917	6.3	         	            	         	            
4.755	33.174	7.925	86.801	         	            	7.925	0.33	7.925	6.3	         	            	         	            
4.76	33.085	7.933	86.801	         	            	7.933	0.33	7.933	6.3	         	            	         	            
4.765	33.026	7.942	86.821	         	            	7.942	0.34	7.942	6.3	         	            	         	            
4.77	32.976	7.95	86.821	         	            	7.95	0.34	7.95	6.3	         	            	         	            
4.775	32.916	7.958	86.838	         	            	7.958	0.33	7.958	6.3	         	            	         	            
4.78	32.856	7.967	86.838	         	            	7.967	0.34	7.967	6.3	         	            	         	            
4.785	32.784	7.975	86.849	         	            	7.975	0.34	7.975	6.3	         	            	         	            
4.79	32.719	7.983	86.849	         	            	7.983	0.34	7.983	6.3	         	            	         	            
4.795	32.636	7.992	86.861	         	            	7.992	0.33	7.992	6.3	         	            	         	            
4.8	32.564	8	86.861	         	            	8	0.33	8	6.3	         	            	         	            
4.805	32.518	8.008	86.871	         	            	8.008	0.33	8.008	6.3	         	            	         	            
4.81	32.455	8.017	86.871	         	            	8.017	0.33	8.017	6.3	         	            	         	            
4.815	32.408	8.025	86.873	         	            	8.025	0.33	8.025	6.3	         	            	         	            
4.82	32.333	8.033	86.873	         	            	8.033	0.33	8.033	6.3	         	            	         	            
4.825	32.26	8.042	86.863	         	            	8.042	0.33	8.042	6.3	         	            	         	            
4.83	32.193	8.05	86.863	         	            	8.05	0.34	8.05	6.3	         	            	         	            
4.835	32.137	8.058	86.858	         	            	8.058	0.34	8.058	6.3	         	            	         	            
4.84	32.099	8.067	86.858	         	            	8.067	0.33	8.067	6.3	         	            	         	            
4.845	31.996	8.075	86.865	         	            	8.075	0.33	8.075	6.3	         	            	         	            
4.85	31.917	8.083	86.865	         	            	8.083	0.34	8.083	6.3	         	            	         	            
4.855	31.85	8.092	86.872	         	            	8.092	0.34	8.092	6.3	         	            	         	            
4.86	31.795	8.1	86.872	         	            	8.1	0.33	8.1	6.3	         	            	         	            
4.865	31.747	8.108	86.871	         	            	8.108	0.33	8.108	6.3	         	            	         	            
4.87	31.686	8.117	86.871	         	            	8.117	0.33	8.117	6.3	         	            	         	            
4.875	31.612	8.125	86.862	         	            	8.125	0.33	8.125	6.3	         	            	         	            
4.88	31.524	8.133	86.862	         	            	8.133	0.34	8.133	6.3	         	            	         	            
4.885	31.474	8.142	86.862	         	            	8.142	0.34	8.142	6.3	         	            	         	            
4.89	31.438	8.15	86.862	         	            	8.15	0.33	8.15	6.3	         	            	         	            
4.895	31.393	8.158	86.866	         	            	8.158	0.34	8.158	6.3	         	            	         	            
4.9	31.349	8.167	86.866	         	            	8.167	0.34	8.167	6.3	         	            	         	            
4.905	31.256	8.175	86.864	         	            	8.175	0.34	8.175	6.3	         	            	         	            
4.91	31.192	8.183	86.864	         	            	8.183	0.34	8.183	6.3	         	            	         	            
4.915	31.127	8.192	86.863	         	            	8.192	0.34	8.192	6.3	         	            	         	            
4.92	31.066	8.2	86.863	         	            	8.2	0.33	8.2	6.3	         	            	         	            
4.925	31.007	8.208	86.866	         	            	8.208	0.33	8.208	6.3	         	            	         	            
4.93	30.93	8.217	86.866	         	            	8.217	0.34	8.217	6.3	         	            	         	            
4.935	30.866	8.225	86.874	         	            	8.225	0.34	8.225	6.3	         	            	         	            
4.94	30.766	8.233	86.874	         	            	8.233	0.34	8.233	6.3	         	            	         	            
4.945	30.688	8.242	86.884	         	            	8.242	0.34	8.242	6.3	         	            	         	            
4.95	30.617	8.25	86.884	         	            	8.25	0.34	8.25	6.3	         	            	         	            
4.955	30.539	8.258	86.881	         	            	8.258	0.34	8.258	6.3	         	            	         	            
4.96	30.478	8.267	86.881	         	            	8.267	0.33	8.267	6.3	         	            	         	            
4.965	30.402	8.275	86.873	         	            	8.275	0.33	8.275	6.3	         	            	         	            
4.97	30.348	8.283	86.873	         	            	8.283	0.34	8.283	6.3	         	            	         	            
4.975	30.267	8.292	86.868	         	            	8.292	0.34	8.292	6.3	         	            	         	            
4.98	30.193	8.3	86.868	         	            	8.3	0.33	8.3	6.3	         	            	         	            
4.985	30.138	8.308	86.87	         	            	8.308	0.33	8.308	6.3	         	            	         	            
4.99	30.083	8.317	86.87	         	            	8.317	0.34	8.317	6.3	         	            	         	            
4.995	30.039	8.325	86.877	         	            	8.325	0.35	8.325	6.3	         	            	         	            
5	29.962	8.333	86.877	         	            	8.333	0.35	8.333	6.3	         	            	         	            
5.005	29.885	8.342	86.881	         	            	8.342	0.35	8.342	6.3	         	            	         	            
5.01	29.807	8.35	86.881	         	            	8.35	0.33	8.35	6.3	         	            	         	            
5.015	29.736	8.358	86.884	         	            	8.358	0.34	8.358	6.3	         	            	         	            
5.02	29.692	8.367	86.884	         	            	8.367	0.33	8.367	6.3	         	            	         	            
5.025	29.617	8.375	86.886	         	            	8.375	0.33	8.375	6.3	         	            	         	            
5.03	29.548	8.383	86.886	         	            	8.383	0.34	8.383	6.3	         	            	         	            
5.035	29.459	8.392	86.879	         	            	8.392	0.34	8.392	6.3	         	            	         	            
5.04	29.376	8.4	86.879	         	            	8.4	0.33	8.4	6.3	         	            	         	            
5.045	29.312	8.408	86.872	         	            	8.408	0.34	8.408	6.3	         	            	         	            
5.05	29.238	8.417	86.872	         	            	8.417	0.35	8.417	6.3	         	            	         	            
5.055	29.172	8.425	86.869	         	            	8.425	0.33	8.425	6.3	         	            	         	            
5.06	29.09	8.433	86.869	         	            	8.433	0.33	8.433	6.3	         	            	         	            
5.065	29.026	8.442	86.865	         	            	8.442	0.34	8.442	6.3	         	            	         	            
5.07	28.959	8.45	86.865	         	            	8.45	0.34	8.45	6.3	         	            	         	            
5.075	28.885	8.458	86.869	         	            	8.458	0.34	8.458	6.3	         	            	         	            
5.08	28.836	8.467	86.869	         	            	8.467	0.33	8.467	6.3	         	            	         	            
5.085	28.738	8.475	86.873	         	            	8.475	0.34	8.475	6.3	         	            	         	            
5.09	28.654	8.483	86.873	         	            	8.483	0.34	8.483	6.3	         	            	         	            
5.095	28.578	8.492	86.88	         	            	8.492	0.34	8.492	6.3	         	            	         	            
5.1	28.507	8.5	86.88	         	            	8.5	0.35	8.5	6.3	         	            	         	            
5.105	28.438	8.508	86.884	         	            	8.508	0.34	8.508	6.3	         	            	         	            
5.11	28.34	8.517	86.884	         	            	8.517	0.33	8.517	6.3	         	            	         	            
5.115	28.269	8.525	86.886	         	            	8.525	0.33	8.525	6.3	         	            	         	            
5.12	28.161	8.533	86.886	         	            	8.533	0.33	8.533	6.3	         	            	         	            
5.125	28.076	8.542	86.889	         	            	8.542	0.33	8.542	6.3	         	            	         	            
5.13	28.001	8.55	86.889	         	            	8.55	0.34	8.55	6.3	         	            	         	            
5.135	27.915	8.558	86.891	         	            	8.558	0.33	8.558	6.3	         	            	         	            
5.14	27.837	8.567	86.891	         	            	8.567	0.33	8.567	6.3	         	            	         	            
5.145	27.745	8.575	86.891	         	            	8.575	0.34	8.575	6.3	         	            	         	            
5.15	27.688	8.583	86.891	         	            	8.583	0.35	8.583	6.3	         	            	         	            
5.155	27.62	8.592	86.892	         	            	8.592	0.34	8.592	6.3	         	            	         	            
5.16	27.563	8.6	86.892	         	            	8.6	0.33	8.6	6.3	         	            	         	            
5.165	27.523	8.608	86.893	         	            	8.608	0.33	8.608	6.3	         	            	         	            
5.17	27.471	8.617	86.893	         	            	8.617	0.34	8.617	6.3	         	            	         	            
5.175	27.433	8.625	86.891	         	            	8.625	0.33	8.625	6.3	         	            	         	            
5.18	27.366	8.633	86.891	         	            	8.633	0.34	8.633	6.3	         	            	         	            
5.185	27.298	8.642	86.888	         	            	8.642	0.34	8.642	6.3	         	            	         	            
5.19	27.224	8.65	86.888	         	            	8.65	0.34	8.65	6.3	         	            	         	            
5.195	27.149	8.658	86.876	         	            	8.658	0.34	8.658	6.3	         	            	         	            
5.2	27.092	8.667	86.876	         	            	8.667	0.34	8.667	6.3	         	            	         	            
5.205	27.002	8.675	86.865	         	            	8.675	0.34	8.675	6.3	         	            	         	            
5.21	26.929	8.683	86.865	         	            	8.683	0.34	8.683	6.3	         	            	         	            
5.215	26.823	8.692	86.859	         	            	8.692	0.34	8.692	6.3	         	            	         	            
5.22	26.721	8.7	86.859	         	            	8.7	0.33	8.7	6.3	         	            	         	            
5.225	26.63	8.708	86.845	         	            	8.708	0.34	8.708	6.3	         	            	         	            
5.23	26.54	8.717	86.845	         	            	8.717	0.34	8.717	6.3	         	            	         	            
5.235	26.46	8.725	86.828	         	            	8.725	0.34	8.725	6.3	         	            	         	            
5.24	26.375	8.733	86.828	         	            	8.733	0.33	8.733	6.3	         	            	         	            
5.245	26.308	8.742	86.818	         	            	8.742	0.33	8.742	6.3	         	            	         	            
5.25	26.224	8.75	86.818	         	            	8.75	0.34	8.75	6.3	         	            	         	            
5.255	26.126	8.758	86.817	         	            	8.758	0.34	8.758	6.3	         	            	         	            
5.26	26.072	8.767	86.817	         	            	8.767	0.33	8.767	6.3	         	            	         	            
5.265	25.985	8.775	86.823	         	            	8.775	0.34	8.775	6.3	         	            	         	            
5.27	25.908	8.783	86.823	         	            	8.783	0.34	8.783	6.3	         	            	         	            
5.275	25.83	8.792	86.832	         	            	8.792	0.34	8.792	6.3	         	            	         	            
5.28	25.752	8.8	86.832	         	            	8.8	0.34	8.8	6.3	         	            	         	            
5.285	25.664	8.808	86.836	         	            	8.808	0.34	8.808	6.3	         	            	         	            
5.29	25.555	8.817	86.836	         	            	8.817	0.33	8.817	6.3	         	            	         	            
5.295	25.495	8.825	86.834	         	            	8.825	0.34	8.825	6.3	         	            	         	            
5.3	25.414	8.833	86.834	         	            	8.833	0.34	8.833	6.3	         	            	         	            
5.305	25.346	8.842	86.826	         	            	8.842	0.33	8.842	6.3	         	            	         	            
5.31	25.27	8.85	86.826	         	            	8.85	0.34	8.85	6.3	         	            	         	            
5.315	25.184	8.858	86.834	         	            	8.858	0.34	8.858	6.3	         	            	         	            
5.32	25.102	8.867	86.834	         	            	8.867	0.34	8.867	6.3	         	            	         	            
5.325	25.03	8.875	86.859	         	            	8.875	0.34	8.875	6.3	         	            	         	            
5.33	24.988	8.883	86.859	         	            	8.883	0.34	8.883	6.3	         	            	         	            
5.335	24.93	8.892	86.885	         	            	8.892	0.33	8.892	6.3	         	            	         	            
5.34	24.876	8.9	86.885	         	            	8.9	0.34	8.9	6.3	         	            	         	            
5.345	24.82	8.908	86.888	         	            	8.908	0.35	8.908	6.3	         	            	         	            
5.35	24.744	8.917	86.888	         	            	8.917	0.34	8.917	6.3	         	            	         	            
5.355	24.694	8.925	86.872	         	            	8.925	0.33	8.925	6.3	         	            	         	            
5.36	24.63	8.933	86.872	         	            	8.933	0.33	8.933	6.3	         	            	         	            
5.365	24.555	8.942	86.86	         	            	8.942	0.33	8.942	6.3	         	            	         	            
5.37	24.473	8.95	86.86	         	            	8.95	0.34	8.95	6.3	         	            	         	            
5.375	24.393	8.958	86.854	         	            	8.958	0.34	8.958	6.3	         	            	         	            
5.38	24.333	8.967	86.854	         	            	8.967	0.34	8.967	6.3	         	            	         	            
5.385	24.251	8.975	86.854	         	            	8.975	0.34	8.975	6.3	         	            	         	            
5.39	24.195	8.983	86.854	         	            	8.983	0.33	8.983	6.3	         	            	         	            
