PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection	
3.34	33.965	5.567	86.287	11.133	5.9	5.567	0.35	5.567	7.87	         	            	         	            
3.345	34.007	5.575	86.261	11.15	5.9	5.575	0.36	5.575	7.87	         	            	         	            
3.35	34.048	5.583	86.261	11.167	5.9	5.583	0.36	5.583	7.87	         	            	         	            
3.355	34.068	5.592	86.238	11.183	5.9	5.592	0.35	5.592	7.87	         	            	         	            
3.36	34.092	5.6	86.238	11.2	5.9	5.6	0.36	5.6	7.87	         	            	         	            
3.365	34.104	5.608	86.213	11.217	5.9	5.608	0.36	5.608	7.87	         	            	         	            
3.37	34.134	5.617	86.213	11.233	5.9	5.617	0.37	5.617	7.87	         	            	         	            
3.375	34.16	5.625	86.178	11.25	5.9	5.625	0.37	5.625	7.87	         	            	         	            
3.38	34.188	5.633	86.178	11.267	5.9	5.633	0.36	5.633	7.87	         	            	         	            
3.385	34.218	5.642	86.142	11.283	5.9	5.642	0.35	5.642	7.87	         	            	         	            
3.39	34.237	5.65	86.142	11.3	5.9	5.65	0.37	5.65	7.87	         	            	         	            
3.395	34.273	5.658	86.115	11.317	5.9	5.658	0.37	5.658	7.87	         	            	         	            
3.4	34.309	5.667	86.115	11.333	5.9	5.667	0.36	5.667	7.87	         	            	         	            
3.405	34.346	5.675	86.093	11.35	5.9	5.675	0.36	5.675	7.87	         	            	         	            
3.41	34.387	5.683	86.093	11.367	5.9	5.683	0.36	5.683	7.87	         	            	         	            
3.415	34.407	5.692	86.076	         	            	5.692	0.36	5.692	7.87	         	            	         	            
3.42	34.437	5.7	86.076	         	            	5.7	0.36	5.7	7.87	         	            	         	            
3.425	34.459	5.708	86.057	         	            	5.708	0.36	5.708	7.87	         	            	         	            
3.43	34.489	5.717	86.057	         	            	5.717	0.36	5.717	7.87	         	            	         	            
3.435	34.509	5.725	86.037	         	            	5.725	0.37	5.725	7.87	         	            	         	            
3.44	34.526	5.733	86.037	         	            	5.733	0.37	5.733	7.87	         	            	         	            
3.445	34.542	5.742	86.019	         	            	5.742	0.37	5.742	7.87	         	            	         	            
3.45	34.556	5.75	86.019	         	            	5.75	0.37	5.75	7.87	         	            	         	            
3.455	34.569	5.758	86.002	         	            	5.758	0.36	5.758	7.87	         	            	         	            
3.46	34.575	5.767	86.002	         	            	5.767	0.36	5.767	7.87	         	            	         	            
3.465	34.585	5.775	85.98	         	            	5.775	0.36	5.775	7.87	         	            	         	            
3.47	34.595	5.783	85.98	         	            	5.783	0.37	5.783	7.87	         	            	         	            
3.475	34.597	5.792	85.972	         	            	5.792	0.36	5.792	7.87	         	            	         	            
3.48	34.584	5.8	85.972	         	            	5.8	0.36	5.8	7.87	         	            	         	            
3.485	34.57	5.808	85.98	         	            	5.808	0.36	5.808	7.87	         	            	         	            
3.49	34.592	5.817	85.98	         	            	5.817	0.36	5.817	7.87	         	            	         	            
3.495	34.615	5.825	85.998	         	            	5.825	0.38	5.825	7.87	         	            	         	            
3.5	34.625	5.833	85.998	         	            	5.833	0.36	5.833	7.87	         	            	         	            
3.505	34.623	5.842	86.015	         	            	5.842	0.36	5.842	7.87	         	            	         	            
3.51	34.612	5.85	86.015	         	            	5.85	0.36	5.85	7.87	         	            	         	            
3.515	34.587	5.858	86.027	         	            	5.858	0.36	5.858	7.87	         	            	         	            
3.52	34.581	5.867	86.027	         	            	5.867	0.36	5.867	7.87	         	            	         	            
3.525	34.572	5.875	86.034	         	            	5.875	0.36	5.875	7.87	         	            	         	            
3.53	34.55	5.883	86.034	         	            	5.883	0.36	5.883	7.87	         	            	         	            
3.535	34.506	5.892	86.039	         	            	5.892	0.37	5.892	7.87	         	            	         	            
3.54	34.457	5.9	86.039	         	            	5.9	0.37	5.9	7.87	         	            	         	            
3.545	34.435	5.908	86.049	         	            	5.908	0.37	5.908	7.87	         	            	         	            
3.55	34.406	5.917	86.049	         	            	5.917	0.36	5.917	7.87	         	            	         	            
3.555	34.384	5.925	86.068	         	            	5.925	0.36	5.925	7.87	         	            	         	            
3.56	34.366	5.933	86.068	         	            	5.933	0.36	5.933	7.87	         	            	         	            
3.565	34.353	5.942	86.083	         	            	5.942	0.36	5.942	7.87	         	            	         	            
3.57	34.34	5.95	86.083	         	            	5.95	0.36	5.95	7.87	         	            	         	            
3.575	34.31	5.958	86.092	         	            	5.958	0.36	5.958	7.87	         	            	         	            
3.58	34.284	5.967	86.092	         	            	5.967	0.36	5.967	7.87	         	            	         	            
3.585	34.253	5.975	86.111	         	            	5.975	0.36	5.975	7.87	         	            	         	            
3.59	34.225	5.983	86.111	         	            	5.983	0.37	5.983	7.87	         	            	         	            
3.595	34.198	5.992	86.136	         	            	5.992	0.37	5.992	7.87	         	            	         	            
3.6	34.155	6	86.136	         	            	6	0.36	6	7.87	         	            	         	            
3.605	34.114	6.008	86.168	         	            	6.008	0.36	6.008	7.87	         	            	         	            
3.61	34.083	6.017	86.168	         	            	6.017	0.36	6.017	7.87	         	            	         	            
3.615	34.062	6.025	86.196	         	            	6.025	0.36	6.025	7.87	         	            	         	            
3.62	34.034	6.033	86.196	         	            	6.033	0.36	6.033	7.87	         	            	         	            
3.625	33.998	6.042	86.206	         	            	6.042	0.36	6.042	7.87	         	            	         	            
3.63	33.959	6.05	86.206	         	            	6.05	0.36	6.05	7.87	         	            	         	            
3.635	33.911	6.058	86.235	         	            	6.058	0.36	6.058	7.87	         	            	         	            
3.64	33.879	6.067	86.235	         	            	6.067	0.36	6.067	7.87	         	            	         	            
3.645	33.841	6.075	86.283	         	            	6.075	0.36	6.075	7.87	         	            	         	            
3.65	33.796	6.083	86.283	         	            	6.083	0.36	6.083	7.87	         	            	         	            
3.655	33.737	6.092	86.324	         	            	6.092	0.36	6.092	7.87	         	            	         	            
3.66	33.669	6.1	86.324	         	            	6.1	0.36	6.1	7.87	         	            	         	            
3.665	33.626	6.108	86.373	         	            	6.108	0.36	6.108	7.87	         	            	         	            
3.67	33.576	6.117	86.373	         	            	6.117	0.36	6.117	7.87	         	            	         	            
3.675	33.532	6.125	86.429	         	            	6.125	0.36	6.125	7.87	         	            	         	            
3.68	33.492	6.133	86.429	         	            	6.133	0.36	6.133	7.87	         	            	         	            
3.685	33.456	6.142	86.479	         	            	6.142	0.36	6.142	7.87	         	            	         	            
3.69	33.418	6.15	86.479	         	            	6.15	0.36	6.15	7.87	         	            	         	            
3.695	33.359	6.158	86.509	         	            	6.158	0.37	6.158	7.87	         	            	         	            
3.7	33.315	6.167	86.509	         	            	6.167	0.37	6.167	7.87	         	            	         	            
3.705	33.263	6.175	86.529	         	            	6.175	0.37	6.175	7.87	         	            	         	            
3.71	33.213	6.183	86.529	         	            	6.183	0.37	6.183	7.87	         	            	         	            
3.715	33.162	6.192	86.55	         	            	6.192	0.36	6.192	7.87	         	            	         	            
3.72	33.105	6.2	86.55	         	            	6.2	0.36	6.2	7.87	         	            	         	            
3.725	33.051	6.208	86.556	         	            	6.208	0.36	6.208	7.87	         	            	         	            
3.73	32.978	6.217	86.556	         	            	6.217	0.36	6.217	7.87	         	            	         	            
3.735	32.923	6.225	86.568	         	            	6.225	0.36	6.225	7.87	         	            	         	            
3.74	32.869	6.233	86.568	         	            	6.233	0.36	6.233	7.87	         	            	         	            
3.745	32.815	6.242	86.596	         	            	6.242	0.37	6.242	7.87	         	            	         	            
3.75	32.758	6.25	86.596	         	            	6.25	0.37	6.25	7.87	         	            	         	            
3.755	32.697	6.258	86.616	         	            	6.258	0.37	6.258	7.87	         	            	         	            
3.76	32.646	6.267	86.616	         	            	6.267	0.37	6.267	7.87	         	            	         	            
3.765	32.561	6.275	86.634	         	            	6.275	0.36	6.275	7.87	         	            	         	            
3.77	32.473	6.283	86.634	         	            	6.283	0.37	6.283	7.87	         	            	         	            
3.775	32.392	6.292	86.66	         	            	6.292	0.37	6.292	7.87	         	            	         	            
3.78	32.308	6.3	86.66	         	            	6.3	0.36	6.3	7.87	         	            	         	            
3.785	32.243	6.308	86.686	         	            	6.308	0.36	6.308	7.87	         	            	         	            
3.79	32.175	6.317	86.686	         	            	6.317	0.37	6.317	7.87	         	            	         	            
3.795	32.113	6.325	86.716	         	            	6.325	0.37	6.325	7.87	         	            	         	            
3.8	32.031	6.333	86.716	         	            	6.333	0.36	6.333	7.87	         	            	         	            
3.805	31.946	6.342	86.741	         	            	6.342	0.38	6.342	7.87	         	            	         	            
3.81	31.888	6.35	86.741	         	            	6.35	0.37	6.35	7.87	         	            	         	            
3.815	31.827	6.358	86.761	         	            	6.358	0.36	6.358	7.87	         	            	         	            
3.82	31.771	6.367	86.761	         	            	6.367	0.36	6.367	7.87	         	            	         	            
3.825	31.713	6.375	86.774	         	            	6.375	0.36	6.375	7.87	         	            	         	            
3.83	31.653	6.383	86.774	         	            	6.383	0.36	6.383	7.87	         	            	         	            
3.835	31.578	6.392	86.781	         	            	6.392	0.36	6.392	7.87	         	            	         	            
3.84	31.47	6.4	86.781	         	            	6.4	0.36	6.4	7.87	         	            	         	            
3.845	31.403	6.408	86.789	         	            	6.408	0.36	6.408	7.87	         	            	         	            
3.85	31.339	6.417	86.789	         	            	6.417	0.36	6.417	7.87	         	            	         	            
3.855	31.283	6.425	86.806	         	            	6.425	0.36	6.425	7.87	         	            	         	            
3.86	31.216	6.433	86.806	         	            	6.433	0.37	6.433	7.87	         	            	         	            
3.865	31.144	6.442	86.825	         	            	6.442	0.36	6.442	7.87	         	            	         	            
3.87	31.058	6.45	86.825	         	            	6.45	0.36	6.45	7.87	         	            	         	            
3.875	30.953	6.458	86.83	         	            	6.458	0.36	6.458	7.87	         	            	         	            
3.88	30.891	6.467	86.83	         	            	6.467	0.36	6.467	7.87	         	            	         	            
3.885	30.838	6.475	86.824	         	            	6.475	0.36	6.475	7.87	         	            	         	            
3.89	30.788	6.483	86.824	         	            	6.483	0.35	6.483	7.87	         	            	         	            
3.895	30.723	6.492	86.824	         	            	6.492	0.36	6.492	7.87	         	            	         	            
3.9	30.641	6.5	86.824	         	            	6.5	0.36	6.5	7.87	         	            	         	            
3.905	30.584	6.508	86.833	         	            	6.508	0.36	6.508	7.87	         	            	         	            
3.91	30.506	6.517	86.833	         	            	6.517	0.37	6.517	7.87	         	            	         	            
3.915	30.446	6.525	86.841	         	            	6.525	0.36	6.525	7.87	         	            	         	            
3.92	30.392	6.533	86.841	         	            	6.533	0.36	6.533	7.87	         	            	         	            
3.925	30.336	6.542	86.843	         	            	6.542	0.36	6.542	7.87	         	            	         	            
3.93	30.263	6.55	86.843	         	            	6.55	0.36	6.55	7.87	         	            	         	            
3.935	30.159	6.558	86.847	         	            	6.558	0.36	6.558	7.87	         	            	         	            
3.94	30.081	6.567	86.847	         	            	6.567	0.36	6.567	7.87	         	            	         	            
3.945	29.984	6.575	86.864	         	            	6.575	0.36	6.575	7.87	         	            	         	            
3.95	29.891	6.583	86.864	         	            	6.583	0.36	6.583	7.87	         	            	         	            
3.955	29.811	6.592	86.874	         	            	6.592	0.36	6.592	7.87	         	            	         	            
3.96	29.726	6.6	86.874	         	            	6.6	0.37	6.6	7.87	         	            	         	            
3.965	29.655	6.608	86.872	         	            	6.608	0.37	6.608	7.87	         	            	         	            
3.97	29.561	6.617	86.872	         	            	6.617	0.37	6.617	7.87	         	            	         	            
3.975	29.491	6.625	86.868	         	            	6.625	0.37	6.625	7.87	         	            	         	            
3.98	29.415	6.633	86.868	         	            	6.633	0.37	6.633	7.87	         	            	         	            
3.985	29.336	6.642	86.866	         	            	6.642	0.37	6.642	7.87	         	            	         	            
3.99	29.269	6.65	86.866	         	            	6.65	0.36	6.65	7.87	         	            	         	            
3.995	29.189	6.658	86.871	         	            	6.658	0.36	6.658	7.87	         	            	         	            
4	29.112	6.667	86.871	         	            	6.667	0.36	6.667	7.87	         	            	         	            
4.005	29.017	6.675	86.875	         	            	6.675	0.36	6.675	7.87	         	            	         	            
4.01	28.927	6.683	86.875	         	            	6.683	0.36	6.683	7.87	         	            	         	            
4.015	28.837	6.692	86.873	         	            	6.692	0.36	6.692	7.87	         	            	         	            
4.02	28.719	6.7	86.873	         	            	6.7	0.36	6.7	7.87	         	            	         	            
4.025	28.636	6.708	86.873	         	            	6.708	0.36	6.708	7.87	         	            	         	            
4.03	28.561	6.717	86.873	         	            	6.717	0.36	6.717	7.87	         	            	         	            
4.035	28.5	6.725	86.877	         	            	6.725	0.36	6.725	7.87	         	            	         	            
4.04	28.427	6.733	86.877	         	            	6.733	0.36	6.733	7.87	         	            	         	            
4.045	28.349	6.742	86.876	         	            	6.742	0.36	6.742	7.87	         	            	         	            
4.05	28.274	6.75	86.876	         	            	6.75	0.36	6.75	7.87	         	            	         	            
4.055	28.167	6.758	86.876	         	            	6.758	0.36	6.758	7.87	         	            	         	            
4.06	28.092	6.767	86.876	         	            	6.767	0.36	6.767	7.87	         	            	         	            
4.065	28.013	6.775	86.878	         	            	6.775	0.36	6.775	7.87	         	            	         	            
4.07	27.925	6.783	86.878	         	            	6.783	0.36	6.783	7.87	         	            	         	            
4.075	27.821	6.792	86.884	         	            	6.792	0.37	6.792	7.87	         	            	         	            
4.08	27.706	6.8	86.884	         	            	6.8	0.36	6.8	7.87	         	            	         	            
4.085	27.623	6.808	86.896	         	            	6.808	0.36	6.808	7.87	         	            	         	            
4.09	27.51	6.817	86.896	         	            	6.817	0.36	6.817	7.87	         	            	         	            
4.095	27.423	6.825	86.913	         	            	6.825	0.36	6.825	7.87	         	            	         	            
4.1	27.343	6.833	86.913	         	            	6.833	0.36	6.833	7.87	         	            	         	            
4.105	27.264	6.842	86.923	         	            	6.842	0.36	6.842	7.87	         	            	         	            
4.11	27.179	6.85	86.923	         	            	6.85	0.36	6.85	7.87	         	            	         	            
4.115	27.069	6.858	86.927	         	            	6.858	0.36	6.858	7.87	         	            	         	            
4.12	26.976	6.867	86.927	         	            	6.867	0.36	6.867	7.87	         	            	         	            
4.125	26.877	6.875	86.926	         	            	6.875	0.36	6.875	7.87	         	            	         	            
4.13	26.789	6.883	86.926	         	            	6.883	0.36	6.883	7.87	         	            	         	            
4.135	26.71	6.892	86.926	         	            	6.892	0.37	6.892	7.87	         	            	         	            
4.14	26.618	6.9	86.926	         	            	6.9	0.37	6.9	7.87	         	            	         	            
4.145	26.544	6.908	86.923	         	            	6.908	0.37	6.908	7.87	         	            	         	            
4.15	26.456	6.917	86.923	         	            	6.917	0.36	6.917	7.87	         	            	         	            
4.155	26.395	6.925	86.921	         	            	6.925	0.36	6.925	7.87	         	            	         	            
4.16	26.324	6.933	86.921	         	            	6.933	0.37	6.933	7.87	         	            	         	            
4.165	26.243	6.942	86.921	         	            	6.942	0.36	6.942	7.87	         	            	         	            
4.17	26.16	6.95	86.921	         	            	6.95	0.36	6.95	7.87	         	            	         	            
4.175	26.088	6.958	86.923	         	            	6.958	0.36	6.958	7.87	         	            	         	            
4.18	26.03	6.967	86.923	         	            	6.967	0.36	6.967	7.87	         	            	         	            
4.185	25.943	6.975	86.926	         	            	6.975	0.36	6.975	7.87	         	            	         	            
4.19	25.851	6.983	86.926	         	            	6.983	0.36	6.983	7.87	         	            	         	            
4.195	25.754	6.992	86.929	         	            	6.992	0.37	6.992	7.87	         	            	         	            
4.2	25.644	7	86.929	         	            	7	0.37	7	7.87	         	            	         	            
4.205	25.577	7.008	86.93	         	            	7.008	0.36	7.008	7.87	         	            	         	            
4.21	25.501	7.017	86.93	         	            	7.017	0.36	7.017	7.87	         	            	         	            
4.215	25.423	7.025	86.931	         	            	7.025	0.36	7.025	7.87	         	            	         	            
4.22	25.323	7.033	86.931	         	            	7.033	0.36	7.033	7.87	         	            	         	            
4.225	25.223	7.042	86.922	         	            	7.042	0.36	7.042	7.87	         	            	         	            
4.23	25.137	7.05	86.922	         	            	7.05	0.37	7.05	7.87	         	            	         	            
4.235	25.028	7.058	86.901	         	            	7.058	0.36	7.058	7.87	         	            	         	            
4.24	24.939	7.067	86.901	         	            	7.067	0.36	7.067	7.87	         	            	         	            
4.245	24.866	7.075	86.89	         	            	7.075	0.36	7.075	7.87	         	            	         	            
4.25	24.801	7.083	86.89	         	            	7.083	0.36	7.083	7.87	         	            	         	            
4.255	24.727	7.092	86.889	         	            	7.092	0.36	7.092	7.87	         	            	         	            
4.26	24.631	7.1	86.889	         	            	7.1	0.36	7.1	7.87	         	            	         	            
4.265	24.571	7.108	86.883	         	            	7.108	0.36	7.108	7.87	         	            	         	            
4.27	24.491	7.117	86.883	         	            	7.117	0.36	7.117	7.87	         	            	         	            
4.275	24.433	7.125	86.871	         	            	7.125	0.36	7.125	7.87	         	            	         	            
4.28	24.381	7.133	86.871	         	            	7.133	0.36	7.133	7.87	         	            	         	            
4.285	24.323	7.142	86.858	         	            	7.142	0.36	7.142	7.87	         	            	         	            
4.29	24.24	7.15	86.858	         	            	7.15	0.36	7.15	7.87	         	            	         	            
4.295	24.126	7.158	86.853	         	            	7.158	0.37	7.158	7.87	         	            	         	            
4.3	24.043	7.167	86.853	         	            	7.167	0.36	7.167	7.87	         	            	         	            
4.305	23.95	7.175	86.855	         	            	7.175	0.36	7.175	7.87	         	            	         	            
4.31	23.859	7.183	86.855	         	            	7.183	0.37	7.183	7.87	         	            	         	            
4.315	23.781	7.192	86.864	         	            	7.192	0.36	7.192	7.87	         	            	         	            
4.32	23.699	7.2	86.864	         	            	7.2	0.36	7.2	7.87	         	            	         	            
4.325	23.627	7.208	86.879	         	            	7.208	0.36	7.208	7.87	         	            	         	            
4.33	23.522	7.217	86.879	         	            	7.217	0.36	7.217	7.87	         	            	         	            
4.335	23.44	7.225	86.888	         	            	7.225	0.37	7.225	7.87	         	            	         	            
4.34	23.362	7.233	86.888	         	            	7.233	0.36	7.233	7.87	         	            	         	            
4.345	23.284	7.242	86.889	         	            	7.242	0.36	7.242	7.87	         	            	         	            
4.35	23.21	7.25	86.889	         	            	7.25	0.36	7.25	7.87	         	            	         	            
4.355	23.12	7.258	86.883	         	            	7.258	0.36	7.258	7.87	         	            	         	            
4.36	23.037	7.267	86.883	         	            	7.267	0.36	7.267	7.87	         	            	         	            
4.365	22.93	7.275	86.872	         	            	7.275	0.36	7.275	7.87	         	            	         	            
4.37	22.834	7.283	86.872	         	            	7.283	0.36	7.283	7.87	         	            	         	            
4.375	22.746	7.292	86.862	         	            	7.292	0.36	7.292	7.87	         	            	         	            
4.38	22.636	7.3	86.862	         	            	7.3	0.36	7.3	7.87	         	            	         	            
4.385	22.546	7.308	86.86	         	            	7.308	0.37	7.308	7.87	         	            	         	            
4.39	22.455	7.317	86.86	         	            	7.317	0.37	7.317	7.87	         	            	         	            
4.395	22.379	7.325	86.864	         	            	7.325	0.37	7.325	7.87	         	            	         	            
4.4	22.289	7.333	86.864	         	            	7.333	0.37	7.333	7.87	         	            	         	            
4.405	22.194	7.342	86.871	         	            	7.342	0.37	7.342	7.87	         	            	         	            
4.41	22.111	7.35	86.871	         	            	7.35	0.36	7.35	7.87	         	            	         	            
4.415	22.013	7.358	86.889	         	            	7.358	0.36	7.358	7.87	         	            	         	            
4.42	21.945	7.367	86.889	         	            	7.367	0.36	7.367	7.87	         	            	         	            
4.425	21.869	7.375	86.906	         	            	7.375	0.36	7.375	7.87	         	            	         	            
4.43	21.792	7.383	86.906	         	            	7.383	0.35	7.383	7.87	         	            	         	            
4.435	21.706	7.392	86.914	         	            	7.392	0.36	7.392	7.87	         	            	         	            
4.44	21.607	7.4	86.914	         	            	7.4	0.37	7.4	7.87	         	            	         	            
4.445	21.546	7.408	86.911	         	            	7.408	0.38	7.408	7.87	         	            	         	            
4.45	21.446	7.417	86.911	         	            	7.417	0.37	7.417	7.87	         	            	         	            
4.455	21.359	7.425	86.901	         	            	7.425	0.36	7.425	7.87	         	            	         	            
4.46	21.281	7.433	86.901	         	            	7.433	0.36	7.433	7.87	         	            	         	            
4.465	21.207	7.442	86.885	         	            	7.442	0.36	7.442	7.87	         	            	         	            
4.47	21.143	7.45	86.885	         	            	7.45	0.36	7.45	7.87	         	            	         	            
4.475	21.045	7.458	86.873	         	            	7.458	0.36	7.458	7.87	         	            	         	            
4.48	20.967	7.467	86.873	         	            	7.467	0.36	7.467	7.87	         	            	         	            
4.485	20.876	7.475	86.874	         	            	7.475	0.36	7.475	7.87	         	            	         	            
4.49	20.797	7.483	86.874	         	            	7.483	0.36	7.483	7.87	         	            	         	            
4.495	20.729	7.492	86.894	         	            	7.492	0.36	7.492	7.87	         	            	         	            
4.5	20.646	7.5	86.894	         	            	7.5	0.36	7.5	7.87	         	            	         	            
4.505	20.56	7.508	86.908	         	            	7.508	0.36	7.508	7.87	         	            	         	            
4.51	20.454	7.517	86.908	         	            	7.517	0.37	7.517	7.87	         	            	         	            
4.515	20.372	7.525	86.909	         	            	7.525	0.36	7.525	7.87	         	            	         	            
4.52	20.285	7.533	86.909	         	            	7.533	0.36	7.533	7.87	         	            	         	            
4.525	20.189	7.542	86.908	         	            	7.542	0.36	7.542	7.87	         	            	         	            
4.53	20.11	7.55	86.908	         	            	7.55	0.36	7.55	7.87	         	            	         	            
4.535	20.03	7.558	86.912	         	            	7.558	0.37	7.558	7.87	         	            	         	            
4.54	19.969	7.567	86.912	         	            	7.567	0.37	7.567	7.87	         	            	         	            
4.545	19.886	7.575	86.915	         	            	7.575	0.36	7.575	7.87	         	            	         	            
4.55	19.803	7.583	86.915	         	            	7.583	0.36	7.583	7.87	         	            	         	            
4.555	19.728	7.592	86.905	         	            	7.592	0.36	7.592	7.87	         	            	         	            
4.56	19.64	7.6	86.905	         	            	7.6	0.36	7.6	7.87	         	            	         	            
4.565	19.588	7.608	86.899	         	            	7.608	0.36	7.608	7.87	         	            	         	            
4.57	19.494	7.617	86.899	         	            	7.617	0.37	7.617	7.87	         	            	         	            
4.575	19.4	7.625	86.909	         	            	7.625	0.36	7.625	7.87	         	            	         	            
4.58	19.292	7.633	86.909	         	            	7.633	0.36	7.633	7.87	         	            	         	            
4.585	19.184	7.642	86.931	         	            	7.642	0.36	7.642	7.87	         	            	         	            
4.59	19.099	7.65	86.931	         	            	7.65	0.36	7.65	7.87	         	            	         	            
4.595	18.996	7.658	86.948	         	            	7.658	0.37	7.658	7.87	         	            	         	            
4.6	18.906	7.667	86.948	         	            	7.667	0.36	7.667	7.87	         	            	         	            
4.605	18.826	7.675	86.952	         	            	7.675	0.36	7.675	7.87	         	            	         	            
4.61	18.768	7.683	86.952	         	            	7.683	0.36	7.683	7.87	         	            	         	            
4.615	18.721	7.692	86.945	         	            	7.692	0.36	7.692	7.87	         	            	         	            
4.62	18.653	7.7	86.945	         	            	7.7	0.36	7.7	7.87	         	            	         	            
4.625	18.612	7.708	86.938	         	            	7.708	0.36	7.708	7.87	         	            	         	            
4.63	18.547	7.717	86.938	         	            	7.717	0.35	7.717	7.87	         	            	         	            
4.635	18.494	7.725	86.944	         	            	7.725	0.35	7.725	7.87	         	            	         	            
4.64	18.431	7.733	86.944	         	            	7.733	0.35	7.733	7.87	         	            	         	            
4.645	18.352	7.742	86.955	         	            	7.742	0.36	7.742	7.87	         	            	         	            
4.65	18.267	7.75	86.955	         	            	7.75	0.36	7.75	7.87	         	            	         	            
4.655	18.157	7.758	86.963	         	            	7.758	0.36	7.758	7.87	         	            	         	            
4.66	18.077	7.767	86.963	         	            	7.767	0.36	7.767	7.87	         	            	         	            
4.665	17.98	7.775	86.959	         	            	7.775	0.36	7.775	7.87	         	            	         	            
4.67	17.887	7.783	86.959	         	            	7.783	0.36	7.783	7.87	         	            	         	            
4.675	17.806	7.792	86.948	         	            	7.792	0.36	7.792	7.87	         	            	         	            
4.68	17.725	7.8	86.948	         	            	7.8	0.37	7.8	7.87	         	            	         	            
4.685	17.673	7.808	86.933	         	            	7.808	0.37	7.808	7.87	         	            	         	            
4.69	17.598	7.817	86.933	         	            	7.817	0.37	7.817	7.87	         	            	         	            
4.695	17.536	7.825	86.918	         	            	7.825	0.37	7.825	7.87	         	            	         	            
4.7	17.469	7.833	86.918	         	            	7.833	0.36	7.833	7.87	         	            	         	            
4.705	17.4	7.842	86.912	         	            	7.842	0.36	7.842	7.87	         	            	         	            
4.71	17.35	7.85	86.912	         	            	7.85	0.36	7.85	7.87	         	            	         	            
4.715	17.275	7.858	86.921	         	            	7.858	0.36	7.858	7.87	         	            	         	            
4.72	17.202	7.867	86.921	         	            	7.867	0.36	7.867	7.87	         	            	         	            
4.725	17.117	7.875	86.925	         	            	7.875	0.36	7.875	7.87	         	            	         	            
4.73	17.04	7.883	86.925	         	            	7.883	0.36	7.883	7.87	         	            	         	            
4.735	16.963	7.892	86.926	         	            	7.892	0.36	7.892	7.87	         	            	         	            
4.74	16.868	7.9	86.926	         	            	7.9	0.37	7.9	7.87	         	            	         	            
4.745	16.793	7.908	86.935	         	            	7.908	0.36	7.908	7.87	         	            	         	            
4.75	16.717	7.917	86.935	         	            	7.917	0.36	7.917	7.87	         	            	         	            
4.755	16.657	7.925	86.952	         	            	7.925	0.36	7.925	7.87	         	            	         	            
4.76	16.585	7.933	86.952	         	            	7.933	0.36	7.933	7.87	         	            	         	            
4.765	16.499	7.942	86.964	         	            	7.942	0.36	7.942	7.87	         	            	         	            
4.77	16.429	7.95	86.964	         	            	7.95	0.37	7.95	7.87	         	            	         	            
4.775	16.354	7.958	86.964	         	            	7.958	0.36	7.958	7.87	         	            	         	            
4.78	16.307	7.967	86.964	         	            	7.967	0.36	7.967	7.87	         	            	         	            
4.785	16.246	7.975	86.967	         	            	7.975	0.36	7.975	7.87	         	            	         	            
4.79	16.181	7.983	86.967	         	            	7.983	0.36	7.983	7.87	         	            	         	            
4.795	16.106	7.992	86.974	         	            	7.992	0.36	7.992	7.87	         	            	         	            
4.8	16.016	8	86.974	         	            	8	0.36	8	7.87	         	            	         	            
4.805	15.963	8.008	86.979	         	            	8.008	0.36	8.008	7.87	         	            	         	            
4.81	15.887	8.017	86.979	         	            	8.017	0.36	8.017	7.87	         	            	         	            
4.815	15.813	8.025	86.976	         	            	8.025	0.36	8.025	7.87	         	            	         	            
4.82	15.73	8.033	86.976	         	            	8.033	0.36	8.033	7.87	         	            	         	            
4.825	15.646	8.042	86.965	         	            	8.042	0.36	8.042	7.87	         	            	         	            
4.83	15.579	8.05	86.965	         	            	8.05	0.36	8.05	7.87	         	            	         	            
4.835	15.484	8.058	86.936	         	            	8.058	0.36	8.058	7.87	         	            	         	            
4.84	15.413	8.067	86.936	         	            	8.067	0.36	8.067	7.87	         	            	         	            
4.845	15.336	8.075	86.907	         	            	8.075	0.36	8.075	7.87	         	            	         	            
4.85	15.266	8.083	86.907	         	            	8.083	0.36	8.083	7.87	         	            	         	            
4.855	15.196	8.092	86.891	         	            	8.092	0.35	8.092	7.87	         	            	         	            
4.86	15.11	8.1	86.891	         	            	8.1	0.36	8.1	7.87	         	            	         	            
4.865	15.038	8.108	86.887	         	            	8.108	0.36	8.108	7.87	         	            	         	            
4.87	14.954	8.117	86.887	         	            	8.117	0.36	8.117	7.87	         	            	         	            
4.875	14.887	8.125	86.895	         	            	8.125	0.36	8.125	7.87	         	            	         	            
4.88	14.815	8.133	86.895	         	            	8.133	0.36	8.133	7.87	         	            	         	            
4.885	14.736	8.142	86.906	         	            	8.142	0.36	8.142	7.87	         	            	         	            
4.89	14.667	8.15	86.906	         	            	8.15	0.36	8.15	7.87	         	            	         	            
4.895	14.593	8.158	86.929	         	            	8.158	0.37	8.158	7.87	         	            	         	            
4.9	14.543	8.167	86.929	         	            	8.167	0.37	8.167	7.87	         	            	         	            
4.905	14.48	8.175	86.939	         	            	8.175	0.36	8.175	7.87	         	            	         	            
4.91	14.416	8.183	86.939	         	            	8.183	0.37	8.183	7.87	         	            	         	            
4.915	14.352	8.192	86.932	         	            	8.192	0.37	8.192	7.87	         	            	         	            
