PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection		PulseInjection	
0.055	-0.183	0.092	87.125	0.183	5.84	0.092	0.25	0.092	3.15	         	            	         	            
0.06	-0.182	0.1	87.125	0.2	5.84	0.1	0.25	0.1	3.15	         	            	         	            
0.065	-0.18	0.108	87.127	0.217	5.84	0.108	0.25	0.108	3.15	         	            	         	            
0.07	-0.18	0.117	87.127	0.233	5.84	0.117	0.25	0.117	3.15	         	            	         	            
0.075	-0.184	0.125	87.137	0.25	5.84	0.125	0.25	0.125	3.15	         	            	         	            
0.08	-0.187	0.133	87.137	0.267	5.84	0.133	0.24	0.133	3.15	         	            	         	            
0.085	-0.185	0.142	87.141	0.283	5.84	0.142	0.24	0.142	3.15	         	            	         	            
0.09	-0.181	0.15	87.141	0.3	5.84	0.15	0.25	0.15	3.15	         	            	         	            
0.095	-0.18	0.158	87.149	0.317	5.84	0.158	0.24	0.158	3.15	         	            	         	            
0.1	-0.186	0.167	87.149	0.333	5.84	0.167	0.24	0.167	3.15	         	            	         	            
0.105	-0.183	0.175	87.154	0.35	5.84	0.175	0.24	0.175	3.15	         	            	         	            
0.11	-0.176	0.183	87.154	0.367	5.84	0.183	0.26	0.183	3.15	         	            	         	            
0.115	-0.166	0.192	87.148	0.383	5.84	0.192	0.27	0.192	9.15	         	            	         	            
0.12	-0.153	0.2	87.148	0.4	5.84	0.2	0.29	0.2	9.15	         	            	         	            
0.125	-0.145	0.208	87.111	0.417	5.84	0.208	0.38	0.208	9.45	         	            	         	            
0.13	-0.137	0.217	87.111	0.433	5.84	0.217	0.41	0.217	9.45	         	            	         	            
0.135	-0.13	0.225	86.975	0.45	5.84	0.225	0.42	0.225	9.45	         	            	         	            
0.14	-0.132	0.233	86.975	0.467	5.84	0.233	0.42	0.233	9.45	         	            	         	            
0.145	-0.138	0.242	86.88	0.483	5.84	0.242	0.42	0.242	9.45	         	            	         	            
0.15	-0.152	0.25	86.88	0.5	5.84	0.25	0.42	0.25	9.45	         	            	         	            
0.155	-0.174	0.258	86.872	0.517	5.84	0.258	0.42	0.258	9.45	         	            	         	            
0.16	-0.187	0.267	86.872	0.533	5.84	0.267	0.42	0.267	9.45	         	            	         	            
0.165	-0.2	0.275	86.877	0.55	5.84	0.275	0.41	0.275	9.45	         	            	         	            
0.17	-0.206	0.283	86.877	0.567	5.84	0.283	0.4	0.283	9.45	         	            	         	            
0.175	-0.214	0.292	86.887	0.583	5.84	0.292	0.4	0.292	9.45	         	            	         	            
0.18	-0.216	0.3	86.887	0.6	5.84	0.3	0.41	0.3	9.45	         	            	         	            
0.185	-0.217	0.308	86.906	0.617	5.84	0.308	0.42	0.308	9.45	         	            	         	            
0.19	-0.216	0.317	86.906	0.633	5.84	0.317	0.42	0.317	9.45	         	            	         	            
0.195	-0.206	0.325	86.924	0.65	5.84	0.325	0.42	0.325	9.45	         	            	         	            
0.2	-0.179	0.333	86.924	0.667	5.84	0.333	0.41	0.333	9.45	         	            	         	            
0.205	-0.16	0.342	86.927	0.683	5.84	0.342	0.42	0.342	9.45	         	            	         	            
0.21	-0.145	0.35	86.927	0.7	5.84	0.35	0.42	0.35	9.45	         	            	         	            
0.215	-0.132	0.358	86.925	0.717	5.84	0.358	0.42	0.358	9.45	         	            	         	            
0.22	-0.122	0.367	86.925	0.733	5.84	0.367	0.41	0.367	9.45	         	            	         	            
0.225	-0.107	0.375	86.939	0.75	5.84	0.375	0.4	0.375	9.45	         	            	         	            
0.23	-0.095	0.383	86.939	0.767	5.84	0.383	0.41	0.383	9.45	         	            	         	            
0.235	-0.079	0.392	86.963	0.783	5.84	0.392	0.42	0.392	9.45	         	            	         	            
0.24	-0.072	0.4	86.963	0.8	5.84	0.4	0.4	0.4	9.45	         	            	         	            
0.245	-0.074	0.408	86.985	0.817	5.84	0.408	0.4	0.408	9.45	         	            	         	            
0.25	-0.072	0.417	86.985	0.833	5.84	0.417	0.41	0.417	9.45	         	            	         	            
0.255	-0.071	0.425	87.001	0.85	5.84	0.425	0.41	0.425	9.45	         	            	         	            
0.26	-0.072	0.433	87.001	0.867	5.84	0.433	0.41	0.433	9.45	         	            	         	            
0.265	-0.07	0.442	87.013	0.883	5.84	0.442	0.41	0.442	9.45	         	            	         	            
0.27	-0.068	0.45	87.013	0.9	5.84	0.45	0.41	0.45	9.45	         	            	         	            
0.275	-0.07	0.458	87.02	0.917	5.84	0.458	0.42	0.458	9.45	         	            	         	            
0.28	-0.071	0.467	87.02	0.933	5.84	0.467	0.41	0.467	9.45	         	            	         	            
0.285	-0.078	0.475	87.026	0.95	5.84	0.475	0.41	0.475	9.45	         	            	         	            
0.29	-0.086	0.483	87.026	0.967	5.84	0.483	0.41	0.483	9.45	         	            	         	            
0.295	-0.087	0.492	87.024	0.983	5.84	0.492	0.41	0.492	9.45	         	            	         	            
0.3	-0.084	0.5	87.024	1	5.84	0.5	0.41	0.5	9.45	         	            	         	            
0.305	-0.086	0.508	87.01	1.017	5.84	0.508	0.42	0.508	9.45	         	            	         	            
0.31	-0.09	0.517	87.01	1.033	5.84	0.517	0.4	0.517	9.45	         	            	         	            
0.315	-0.092	0.525	87.001	1.05	5.84	0.525	0.4	0.525	9.45	         	            	         	            
0.32	-0.092	0.533	87.001	1.067	5.84	0.533	0.41	0.533	9.45	         	            	         	            
0.325	-0.09	0.542	86.995	1.083	5.84	0.542	0.41	0.542	9.45	         	            	         	            
0.33	-0.083	0.55	86.995	1.1	5.84	0.55	0.41	0.55	9.45	         	            	         	            
0.335	-0.075	0.558	86.989	1.117	5.84	0.558	0.41	0.558	9.45	         	            	         	            
0.34	-0.077	0.567	86.989	1.133	5.84	0.567	0.41	0.567	9.45	         	            	         	            
0.345	-0.081	0.575	86.99	1.15	5.84	0.575	0.42	0.575	9.45	         	            	         	            
0.35	-0.076	0.583	86.99	1.167	5.84	0.583	0.41	0.583	9.45	         	            	         	            
0.355	-0.075	0.592	86.994	1.183	5.84	0.592	0.41	0.592	9.45	         	            	         	            
0.36	-0.075	0.6	86.994	1.2	5.84	0.6	0.41	0.6	9.45	         	            	         	            
0.365	-0.082	0.608	86.997	1.217	5.84	0.608	0.41	0.608	9.45	         	            	         	            
0.37	-0.091	0.617	86.997	1.233	5.84	0.617	0.41	0.617	9.45	         	            	         	            
0.375	-0.105	0.625	86.999	1.25	5.84	0.625	0.41	0.625	9.45	         	            	         	            
0.38	-0.116	0.633	86.999	1.267	5.84	0.633	0.4	0.633	9.45	         	            	         	            
0.385	-0.125	0.642	87.005	1.283	5.84	0.642	0.4	0.642	9.45	         	            	         	            
0.39	-0.127	0.65	87.005	1.3	5.84	0.65	0.41	0.65	9.45	         	            	         	            
0.395	-0.127	0.658	87.017	1.317	5.84	0.658	0.41	0.658	9.45	         	            	         	            
0.4	-0.121	0.667	87.017	1.333	5.84	0.667	0.41	0.667	9.45	         	            	         	            
0.405	-0.106	0.675	87.019	1.35	5.84	0.675	0.41	0.675	9.45	         	            	         	            
0.41	-0.085	0.683	87.019	1.367	5.84	0.683	0.41	0.683	9.45	         	            	         	            
0.415	-0.081	0.692	87.015	1.383	5.84	0.692	0.42	0.692	9.45	         	            	         	            
0.42	-0.079	0.7	87.015	1.4	5.84	0.7	0.41	0.7	9.45	         	            	         	            
0.425	-0.081	0.708	87.02	1.417	5.85	0.708	0.4	0.708	9.45	         	            	         	            
0.43	-0.08	0.717	87.02	1.433	5.84	0.717	0.41	0.717	9.45	         	            	         	            
0.435	-0.087	0.725	87.023	1.45	5.84	0.725	0.41	0.725	9.45	         	            	         	            
0.44	-0.091	0.733	87.023	1.467	5.85	0.733	0.41	0.733	9.45	         	            	         	            
0.445	-0.102	0.742	87.024	1.483	5.85	0.742	0.42	0.742	9.45	         	            	         	            
0.45	-0.11	0.75	87.024	1.5	5.85	0.75	0.41	0.75	9.45	         	            	         	            
0.455	-0.109	0.758	87.021	1.517	5.85	0.758	0.41	0.758	9.45	         	            	         	            
0.46	-0.096	0.767	87.021	1.533	5.85	0.767	0.41	0.767	9.45	         	            	         	            
0.465	-0.088	0.775	87.015	1.55	5.85	0.775	0.41	0.775	9.45	         	            	         	            
0.47	-0.081	0.783	87.015	1.567	5.85	0.783	0.41	0.783	9.45	         	            	         	            
0.475	-0.086	0.792	87.013	1.583	5.85	0.792	0.4	0.792	9.45	         	            	         	            
0.48	-0.094	0.8	87.013	1.6	5.85	0.8	0.4	0.8	9.45	         	            	         	            
0.485	-0.099	0.808	87.019	1.617	5.85	0.808	0.41	0.808	9.45	         	            	         	            
0.49	-0.094	0.817	87.019	1.633	5.85	0.817	0.42	0.817	9.45	         	            	         	            
0.495	-0.1	0.825	87.022	1.65	5.85	0.825	0.41	0.825	9.45	         	            	         	            
0.5	-0.118	0.833	87.022	1.667	5.85	0.833	0.4	0.833	9.45	         	            	         	            
0.505	-0.131	0.842	87.008	1.683	5.85	0.842	0.41	0.842	9.45	         	            	         	            
0.51	-0.133	0.85	87.008	1.7	5.85	0.85	0.41	0.85	9.45	         	            	         	            
0.515	-0.123	0.858	86.994	1.717	5.85	0.858	0.41	0.858	9.45	         	            	         	            
0.52	-0.112	0.867	86.994	1.733	5.85	0.867	0.42	0.867	9.45	         	            	         	            
0.525	-0.112	0.875	86.985	1.75	5.85	0.875	0.4	0.875	9.45	         	            	         	            
0.53	-0.124	0.883	86.985	1.767	5.85	0.883	0.39	0.883	9.45	         	            	         	            
0.535	-0.129	0.892	86.985	1.783	5.85	0.892	0.4	0.892	9.45	         	            	         	            
0.54	-0.128	0.9	86.985	1.8	5.85	0.9	0.41	0.9	9.45	         	            	         	            
0.545	-0.121	0.908	86.994	1.817	5.85	0.908	0.41	0.908	9.45	         	            	         	            
0.55	-0.116	0.917	86.994	1.833	5.85	0.917	0.41	0.917	9.45	         	            	         	            
0.555	-0.125	0.925	87.002	1.85	5.85	0.925	0.41	0.925	9.45	         	            	         	            
0.56	-0.132	0.933	87.002	1.867	5.85	0.933	0.41	0.933	9.45	         	            	         	            
0.565	-0.127	0.942	87.002	1.883	5.85	0.942	0.42	0.942	9.45	         	            	         	            
0.57	-0.118	0.95	87.002	1.9	5.85	0.95	0.4	0.95	9.45	         	            	         	            
0.575	-0.114	0.958	86.995	1.917	5.85	0.958	0.4	0.958	9.45	         	            	         	            
0.58	-0.116	0.967	86.995	1.933	5.85	0.967	0.4	0.967	9.45	         	            	         	            
0.585	-0.119	0.975	86.988	1.95	5.85	0.975	0.4	0.975	9.45	         	            	         	            
0.59	-0.12	0.983	86.988	1.967	5.85	0.983	0.42	0.983	9.45	         	            	         	            
0.595	-0.118	0.992	86.982	1.983	5.85	0.992	0.41	0.992	9.45	         	            	         	            
0.6	-0.118	1	86.982	2	5.85	1	0.4	1	9.45	         	            	         	            
0.605	-0.119	1.008	86.979	2.017	5.85	1.008	0.41	1.008	9.45	         	            	         	            
0.61	-0.118	1.017	86.979	2.033	5.85	1.017	0.4	1.017	9.45	         	            	         	            
0.615	-0.114	1.025	86.967	2.05	5.85	1.025	0.41	1.025	9.45	         	            	         	            
0.62	-0.109	1.033	86.967	2.067	5.85	1.033	0.41	1.033	9.45	         	            	         	            
0.625	-0.103	1.042	86.959	2.083	5.85	1.042	0.41	1.042	9.45	         	            	         	            
0.63	-0.089	1.05	86.959	2.1	5.85	1.05	0.41	1.05	9.45	         	            	         	            
0.635	-0.07	1.058	86.958	2.117	5.85	1.058	0.41	1.058	9.45	         	            	         	            
0.64	-0.058	1.067	86.958	2.133	5.85	1.067	0.4	1.067	9.45	         	            	         	            
0.645	-0.052	1.075	86.959	2.15	5.85	1.075	0.4	1.075	9.45	         	            	         	            
0.65	-0.049	1.083	86.959	2.167	5.85	1.083	0.41	1.083	9.45	         	            	         	            
0.655	-0.052	1.092	86.948	2.183	5.85	1.092	0.4	1.092	9.45	         	            	         	            
0.66	-0.055	1.1	86.948	2.2	5.85	1.1	0.41	1.1	9.45	         	            	         	            
0.665	-0.06	1.108	86.921	2.217	5.85	1.108	0.41	1.108	9.45	         	            	         	            
0.67	-0.061	1.117	86.921	2.233	5.85	1.117	0.4	1.117	9.45	         	            	         	            
0.675	-0.076	1.125	86.895	2.25	5.85	1.125	0.4	1.125	9.45	         	            	         	            
0.68	-0.083	1.133	86.895	2.267	5.85	1.133	0.4	1.133	9.45	         	            	         	            
0.685	-0.083	1.142	86.888	2.283	5.85	1.142	0.41	1.142	9.45	         	            	         	            
0.69	-0.081	1.15	86.888	2.3	5.85	1.15	0.41	1.15	9.45	         	            	         	            
0.695	-0.079	1.158	86.895	2.317	5.85	1.158	0.41	1.158	9.45	         	            	         	            
0.7	-0.073	1.167	86.895	2.333	5.85	1.167	0.41	1.167	9.45	         	            	         	            
0.705	-0.063	1.175	86.911	2.35	5.85	1.175	0.42	1.175	9.45	         	            	         	            
0.71	-0.057	1.183	86.911	2.367	5.85	1.183	0.41	1.183	9.45	         	            	         	            
0.715	-0.06	1.192	86.93	2.383	5.85	1.192	0.4	1.192	9.45	         	            	         	            
0.72	-0.067	1.2	86.93	2.4	5.85	1.2	0.41	1.2	9.45	         	            	         	            
0.725	-0.082	1.208	86.952	2.417	5.85	1.208	0.41	1.208	9.45	         	            	         	            
0.73	-0.098	1.217	86.952	2.433	5.85	1.217	0.41	1.217	9.45	         	            	         	            
0.735	-0.112	1.225	86.968	2.45	5.85	1.225	0.42	1.225	9.45	         	            	         	            
0.74	-0.127	1.233	86.968	2.467	5.85	1.233	0.4	1.233	9.45	         	            	         	            
0.745	-0.141	1.242	86.983	2.483	5.85	1.242	0.39	1.242	9.45	         	            	         	            
0.75	-0.155	1.25	86.983	2.5	5.85	1.25	0.4	1.25	9.45	         	            	         	            
0.755	-0.164	1.258	87.001	2.517	5.85	1.258	0.4	1.258	9.45	         	            	         	            
0.76	-0.166	1.267	87.001	2.533	5.85	1.267	0.4	1.267	9.45	         	            	         	            
0.765	-0.152	1.275	87.003	2.55	5.85	1.275	0.41	1.275	9.45	         	            	         	            
0.77	-0.132	1.283	87.003	2.567	5.85	1.283	0.42	1.283	9.45	         	            	         	            
0.775	-0.125	1.292	86.983	2.583	5.85	1.292	0.42	1.292	9.45	         	            	         	            
0.78	-0.122	1.3	86.983	2.6	5.85	1.3	0.41	1.3	9.45	         	            	         	            
0.785	-0.118	1.308	86.975	2.617	5.85	1.308	0.4	1.308	9.45	         	            	         	            
0.79	-0.111	1.317	86.975	2.633	5.85	1.317	0.41	1.317	9.45	         	            	         	            
0.795	-0.107	1.325	86.974	2.65	5.85	1.325	0.4	1.325	9.45	         	            	         	            
0.8	-0.09	1.333	86.974	2.667	5.85	1.333	0.4	1.333	9.45	         	            	         	            
0.805	-0.083	1.342	86.971	2.683	5.85	1.342	0.41	1.342	9.45	         	            	         	            
0.81	-0.085	1.35	86.971	2.7	5.85	1.35	0.4	1.35	9.45	         	            	         	            
0.815	-0.084	1.358	86.963	2.717	5.85	1.358	0.39	1.358	9.45	         	            	         	            
0.82	-0.075	1.367	86.963	2.733	5.85	1.367	0.39	1.367	9.45	         	            	         	            
0.825	-0.075	1.375	86.945	2.75	5.85	1.375	0.4	1.375	9.45	         	            	         	            
0.83	-0.081	1.383	86.945	2.767	5.85	1.383	0.4	1.383	9.45	         	            	         	            
0.835	-0.081	1.392	86.919	2.783	5.85	1.392	0.41	1.392	9.45	         	            	         	            
0.84	-0.087	1.4	86.919	2.8	5.85	1.4	0.41	1.4	9.45	         	            	         	            
0.845	-0.104	1.408	86.917	2.817	5.85	1.408	0.41	1.408	9.45	         	            	         	            
0.85	-0.12	1.417	86.917	2.833	5.85	1.417	0.4	1.417	9.45	         	            	         	            
0.855	-0.133	1.425	86.933	2.85	5.85	1.425	0.41	1.425	9.45	         	            	         	            
0.86	-0.135	1.433	86.933	2.867	5.85	1.433	0.41	1.433	9.45	         	            	         	            
0.865	-0.124	1.442	86.937	2.883	5.85	1.442	0.41	1.442	9.45	         	            	         	            
0.87	-0.115	1.45	86.937	2.9	5.85	1.45	0.41	1.45	9.45	         	            	         	            
0.875	-0.11	1.458	86.948	2.917	5.85	1.458	0.4	1.458	9.45	         	            	         	            
0.88	-0.11	1.467	86.948	2.933	5.85	1.467	0.4	1.467	9.45	         	            	         	            
0.885	-0.102	1.475	86.953	2.95	5.85	1.475	0.4	1.475	9.45	         	            	         	            
0.89	-0.091	1.483	86.953	2.967	5.85	1.483	0.41	1.483	9.45	         	            	         	            
0.895	-0.068	1.492	86.952	2.983	5.85	1.492	0.41	1.492	9.45	         	            	         	            
0.9	-0.048	1.5	86.952	3	5.85	1.5	0.4	1.5	9.45	         	            	         	            
0.905	-0.045	1.508	86.958	3.017	5.85	1.508	0.41	1.508	9.45	         	            	         	            
0.91	-0.051	1.517	86.958	3.033	5.85	1.517	0.41	1.517	9.45	         	            	         	            
0.915	-0.052	1.525	86.964	3.05	5.85	1.525	0.41	1.525	9.45	         	            	         	            
0.92	-0.035	1.533	86.964	3.067	5.85	1.533	0.41	1.533	9.45	         	            	         	            
0.925	-0.022	1.542	86.972	3.083	5.85	1.542	0.39	1.542	9.45	         	            	         	            
0.93	-0.02	1.55	86.972	3.1	5.85	1.55	0.4	1.55	9.45	         	            	         	            
0.935	-0.026	1.558	86.983	3.117	5.85	1.558	0.41	1.558	9.45	         	            	         	            
0.94	-0.047	1.567	86.983	3.133	5.85	1.567	0.41	1.567	9.45	         	            	         	            
0.945	-0.075	1.575	86.986	3.15	5.85	1.575	0.41	1.575	9.45	         	            	         	            
0.95	-0.086	1.583	86.986	3.167	5.85	1.583	0.4	1.583	9.45	         	            	         	            
0.955	-0.091	1.592	86.978	3.183	5.85	1.592	0.4	1.592	9.45	         	            	         	            
0.96	-0.106	1.6	86.978	3.2	5.85	1.6	0.39	1.6	9.45	         	            	         	            
0.965	-0.126	1.608	86.972	3.217	5.85	1.608	0.4	1.608	9.45	         	            	         	            
0.97	-0.142	1.617	86.972	3.233	5.85	1.617	0.4	1.617	9.45	         	            	         	            
0.975	-0.145	1.625	86.974	3.25	5.85	1.625	0.39	1.625	9.45	         	            	         	            
0.98	-0.147	1.633	86.974	3.267	5.85	1.633	0.4	1.633	9.45	         	            	         	            
0.985	-0.139	1.642	86.976	3.283	5.85	1.642	0.41	1.642	9.45	         	            	         	            
0.99	-0.129	1.65	86.976	3.3	5.85	1.65	0.42	1.65	9.45	         	            	         	            
0.995	-0.122	1.658	86.976	3.317	5.85	1.658	0.41	1.658	9.45	         	            	         	            
1	-0.117	1.667	86.976	3.333	5.85	1.667	0.4	1.667	9.45	         	            	         	            
1.005	-0.105	1.675	86.979	3.35	5.85	1.675	0.41	1.675	9.45	         	            	         	            
1.01	-0.099	1.683	86.979	3.367	5.85	1.683	0.41	1.683	9.45	         	            	         	            
1.015	-0.097	1.692	86.981	3.383	5.85	1.692	0.4	1.692	9.45	         	            	         	            
1.02	-0.097	1.7	86.981	3.4	5.85	1.7	0.41	1.7	9.45	         	            	         	            
1.025	-0.1	1.708	86.981	3.417	5.85	1.708	0.4	1.708	9.45	         	            	         	            
1.03	-0.104	1.717	86.981	3.433	5.85	1.717	0.4	1.717	9.45	         	            	         	            
1.035	-0.103	1.725	86.978	3.45	5.85	1.725	0.41	1.725	9.45	         	            	         	            
1.04	-0.101	1.733	86.978	3.467	5.85	1.733	0.41	1.733	9.45	         	            	         	            
1.045	-0.102	1.742	86.972	3.483	5.85	1.742	0.41	1.742	9.45	         	            	         	            
1.05	-0.104	1.75	86.972	3.5	5.85	1.75	0.41	1.75	9.45	         	            	         	            
1.055	-0.104	1.758	86.97	3.517	5.85	1.758	0.41	1.758	9.45	         	            	         	            
1.06	-0.103	1.767	86.97	3.533	5.85	1.767	0.41	1.767	9.45	         	            	         	            
1.065	-0.099	1.775	86.975	3.55	5.85	1.775	0.41	1.775	9.45	         	            	         	            
1.07	-0.093	1.783	86.975	3.567	5.85	1.783	0.4	1.783	9.45	         	            	         	            
1.075	-0.091	1.792	86.986	3.583	5.85	1.792	0.4	1.792	9.45	         	            	         	            
1.08	-0.09	1.8	86.986	3.6	5.85	1.8	0.4	1.8	9.45	         	            	         	            
1.085	-0.093	1.808	86.991	3.617	5.85	1.808	0.4	1.808	9.45	         	            	         	            
1.09	-0.097	1.817	86.991	3.633	5.85	1.817	0.41	1.817	9.45	         	            	         	            
1.095	-0.104	1.825	86.981	3.65	5.85	1.825	0.41	1.825	9.45	         	            	         	            
1.1	-0.102	1.833	86.981	3.667	5.85	1.833	0.4	1.833	9.45	         	            	         	            
1.105	-0.101	1.842	86.972	3.683	5.85	1.842	0.4	1.842	9.45	         	            	         	            
1.11	-0.099	1.85	86.972	3.7	5.85	1.85	0.4	1.85	9.45	         	            	         	            
1.115	-0.091	1.858	86.964	3.717	5.85	1.858	0.41	1.858	9.45	         	            	         	            
1.12	-0.085	1.867	86.964	3.733	5.85	1.867	0.41	1.867	9.45	         	            	         	            
1.125	-0.088	1.875	86.94	3.75	5.85	1.875	0.4	1.875	9.45	         	            	         	            
1.13	-0.088	1.883	86.94	3.767	5.85	1.883	0.42	1.883	9.45	         	            	         	            
1.135	-0.087	1.892	86.932	3.783	5.85	1.892	0.41	1.892	9.45	         	            	         	            
1.14	-0.091	1.9	86.932	3.8	5.85	1.9	0.4	1.9	9.45	         	            	         	            
1.145	-0.096	1.908	86.932	3.817	5.85	1.908	0.41	1.908	9.45	         	            	         	            
1.15	-0.099	1.917	86.932	3.833	5.85	1.917	0.4	1.917	9.45	         	            	         	            
1.155	-0.108	1.925	86.92	3.85	5.85	1.925	0.4	1.925	9.45	         	            	         	            
1.16	-0.12	1.933	86.92	3.867	5.85	1.933	0.41	1.933	9.45	         	            	         	            
1.165	-0.121	1.942	86.928	3.883	5.85	1.942	0.41	1.942	9.45	         	            	         	            
1.17	-0.104	1.95	86.928	3.9	5.85	1.95	0.4	1.95	9.45	         	            	         	            
1.175	-0.079	1.958	86.959	3.917	5.85	1.958	0.4	1.958	9.45	         	            	         	            
1.18	-0.06	1.967	86.959	3.933	5.85	1.967	0.41	1.967	9.45	         	            	         	            
1.185	-0.055	1.975	86.977	3.95	5.85	1.975	0.41	1.975	9.45	         	            	         	            
1.19	-0.053	1.983	86.977	3.967	5.85	1.983	0.4	1.983	9.45	         	            	         	            
1.195	-0.057	1.992	86.98	3.983	5.85	1.992	0.41	1.992	9.45	         	            	         	            
1.2	-0.06	2	86.98	4	5.85	2	0.42	2	9.45	         	            	         	            
1.205	-0.062	2.008	86.971	4.017	5.85	2.008	0.42	2.008	9.45	         	            	         	            
1.21	-0.064	2.017	86.971	4.033	5.85	2.017	0.4	2.017	9.45	         	            	         	            
1.215	-0.085	2.025	86.968	4.05	5.85	2.025	0.4	2.025	9.45	         	            	         	            
1.22	-0.107	2.033	86.968	4.067	5.85	2.033	0.41	2.033	9.45	         	            	         	            
1.225	-0.116	2.042	86.983	4.083	5.85	2.042	0.4	2.042	9.45	         	            	         	            
1.23	-0.118	2.05	86.983	4.1	5.85	2.05	0.4	2.05	9.45	         	            	         	            
1.235	-0.114	2.058	87.002	4.117	5.85	2.058	0.42	2.058	9.45	         	            	         	            
1.24	-0.113	2.067	87.002	4.133	5.85	2.067	0.41	2.067	9.45	         	            	         	            
1.245	-0.11	2.075	87.007	4.15	5.85	2.075	0.4	2.075	9.45	         	            	         	            
1.25	-0.107	2.083	87.007	4.167	5.85	2.083	0.4	2.083	9.45	         	            	         	            
1.255	-0.099	2.092	87.004	4.183	5.85	2.092	0.4	2.092	9.45	         	            	         	            
1.26	-0.088	2.1	87.004	4.2	5.85	2.1	0.4	2.1	9.45	         	            	         	            
1.265	-0.083	2.108	87.004	4.217	5.85	2.108	0.4	2.108	9.45	         	            	         	            
1.27	-0.086	2.117	87.004	4.233	5.85	2.117	0.41	2.117	9.45	         	            	         	            
1.275	-0.09	2.125	87.007	4.25	5.85	2.125	0.41	2.125	9.45	         	            	         	            
1.28	-0.089	2.133	87.007	4.267	5.85	2.133	0.41	2.133	9.45	         	            	         	            
1.285	-0.087	2.142	87.005	4.283	5.85	2.142	0.4	2.142	9.45	         	            	         	            
1.29	-0.08	2.15	87.005	4.3	5.85	2.15	0.41	2.15	9.45	         	            	         	            
1.295	-0.075	2.158	86.999	4.317	5.85	2.158	0.4	2.158	9.45	         	            	         	            
1.3	-0.075	2.167	86.999	4.333	5.85	2.167	0.4	2.167	9.45	         	            	         	            
1.305	-0.076	2.175	86.981	4.35	5.85	2.175	0.41	2.175	9.45	         	            	         	            
1.31	-0.068	2.183	86.981	4.367	5.85	2.183	0.4	2.183	9.45	         	            	         	            
1.315	-0.06	2.192	86.966	4.383	5.85	2.192	0.4	2.192	9.45	         	            	         	            
1.32	-0.057	2.2	86.966	4.4	5.85	2.2	0.41	2.2	9.45	         	            	         	            
1.325	-0.057	2.208	86.964	4.417	5.85	2.208	0.41	2.208	9.45	         	            	         	            
1.33	-0.055	2.217	86.964	4.433	5.85	2.217	0.41	2.217	9.45	         	            	         	            
1.335	-0.063	2.225	86.969	4.45	5.85	2.225	0.42	2.225	9.45	         	            	         	            
1.34	-0.067	2.233	86.969	4.467	5.85	2.233	0.41	2.233	9.45	         	            	         	            
1.345	-0.067	2.242	86.965	4.483	5.85	2.242	0.42	2.242	9.45	         	            	         	            
1.35	-0.075	2.25	86.965	4.5	5.85	2.25	0.41	2.25	9.45	         	            	         	            
1.355	-0.083	2.258	86.949	4.517	5.85	2.258	0.4	2.258	9.45	         	            	         	            
1.36	-0.088	2.267	86.949	4.533	5.85	2.267	0.4	2.267	9.45	         	            	         	            
1.365	-0.089	2.275	86.942	4.55	5.85	2.275	0.41	2.275	9.45	         	            	         	            
1.37	-0.085	2.283	86.942	4.567	5.85	2.283	0.41	2.283	9.45	         	            	         	            
